id,asset,year,rep_period,time_block_start,time_block_end,solution
1,AT_Battery,2030,1,1,3,564.1022104298054
2,AT_Battery,2030,1,4,6,887.5628630408655
3,AT_Battery,2030,1,7,9,0.0
4,AT_Battery,2030,1,10,12,0.0
5,AT_Battery,2030,1,13,15,323.46065261106014
6,AT_Battery,2030,1,16,18,887.5628630408655
7,AT_Battery,2030,1,19,21,0.0
8,AT_Battery,2030,1,22,24,0.0
9,AT_Battery,2030,2,1,3,646.9213052221203
10,AT_Battery,2030,2,4,6,887.5628630408655
11,AT_Battery,2030,2,7,9,323.46065261106014
12,AT_Battery,2030,2,10,12,0.0
13,AT_Battery,2030,2,13,15,323.46065261106014
14,AT_Battery,2030,2,16,18,539.3946274106705
15,AT_Battery,2030,2,19,21,0.0
16,AT_Battery,2030,2,22,24,0.0
17,AT_Battery,2030,3,1,3,223.62559743594056
18,AT_Battery,2030,3,4,6,887.5628630408655
19,AT_Battery,2030,3,7,9,83.20089949178191
20,AT_Battery,2030,3,10,12,488.7426187693941
21,AT_Battery,2030,3,13,15,887.5628630408655
22,AT_Battery,2030,3,16,18,564.1022104298054
23,AT_Battery,2030,3,19,21,0.0
24,AT_Battery,2030,3,22,24,0.0
25,AT_Battery,2030,4,1,3,716.0418382806188
26,AT_Battery,2030,4,4,6,445.6691142347172
27,AT_Battery,2030,4,7,9,445.6691142347172
28,AT_Battery,2030,4,10,12,445.6691142347172
29,AT_Battery,2030,4,13,15,769.1297668457773
30,AT_Battery,2030,4,16,18,445.6691142347172
31,AT_Battery,2030,4,19,21,0.0
32,AT_Battery,2030,4,22,24,0.0
33,AT_Battery,2030,5,1,3,0.0
34,AT_Battery,2030,5,4,6,0.0
35,AT_Battery,2030,5,7,9,0.0
36,AT_Battery,2030,5,10,12,0.0
37,AT_Battery,2030,5,13,15,0.0
38,AT_Battery,2030,5,16,18,0.0
39,AT_Battery,2030,5,19,21,0.0
40,AT_Battery,2030,5,22,24,0.0
41,AT_Battery,2030,6,1,3,0.0
42,AT_Battery,2030,6,4,6,233.81243496400202
43,AT_Battery,2030,6,7,9,116.90621748200101
44,AT_Battery,2030,6,10,12,0.0
45,AT_Battery,2030,6,13,15,0.0
46,AT_Battery,2030,6,16,18,0.0
47,AT_Battery,2030,6,19,21,0.0
48,AT_Battery,2030,6,22,24,0.0
49,AT_Battery,2030,7,1,3,646.9213052221203
50,AT_Battery,2030,7,4,6,887.5628630408655
51,AT_Battery,2030,7,7,9,0.0
52,AT_Battery,2030,7,10,12,323.46065261106014
53,AT_Battery,2030,7,13,15,887.5628630408655
54,AT_Battery,2030,7,16,18,783.3343770135509
55,AT_Battery,2030,7,19,21,0.0
56,AT_Battery,2030,7,22,24,0.0
57,AT_Battery,2030,8,1,3,729.4745649173487
58,AT_Battery,2030,8,4,6,376.54444222161266
59,AT_Battery,2030,8,7,9,0.0
60,AT_Battery,2030,8,10,12,270.3768630005076
61,AT_Battery,2030,8,13,15,578.9698630206866
62,AT_Battery,2030,8,16,18,887.5628630408655
63,AT_Battery,2030,8,19,21,0.0
64,AT_Battery,2030,8,22,24,0.0
65,AT_Battery,2030,9,1,3,120.32077890937262
66,AT_Battery,2030,9,4,6,887.5628630408655
67,AT_Battery,2030,9,7,9,326.08030315816313
68,AT_Battery,2030,9,10,12,0.0
69,AT_Battery,2030,9,13,15,472.57734818254585
70,AT_Battery,2030,9,16,18,887.5628630408655
71,AT_Battery,2030,9,19,21,0.0
72,AT_Battery,2030,9,22,24,0.0
73,AT_Battery,2030,10,1,3,887.5628630408655
74,AT_Battery,2030,10,4,6,887.5628630408655
75,AT_Battery,2030,10,7,9,0.0
76,AT_Battery,2030,10,10,12,0.0
77,AT_Battery,2030,10,13,15,887.5628630408655
78,AT_Battery,2030,10,16,18,564.1022104298054
79,AT_Battery,2030,10,19,21,0.0
80,AT_Battery,2030,10,22,24,0.0
81,BE_Battery,2030,1,1,3,0.0
82,BE_Battery,2030,1,4,6,80.21429527658438
83,BE_Battery,2030,1,7,9,40.10714763829219
84,BE_Battery,2030,1,10,12,0.0
85,BE_Battery,2030,1,13,15,0.0
86,BE_Battery,2030,1,16,18,80.21429527658438
87,BE_Battery,2030,1,19,21,0.0
88,BE_Battery,2030,1,22,24,0.0
89,BE_Battery,2030,2,1,3,40.10714763829219
90,BE_Battery,2030,2,4,6,80.21429527658438
91,BE_Battery,2030,2,7,9,0.0
92,BE_Battery,2030,2,10,12,0.0
93,BE_Battery,2030,2,13,15,0.0
94,BE_Battery,2030,2,16,18,0.0
95,BE_Battery,2030,2,19,21,0.0
96,BE_Battery,2030,2,22,24,0.0
97,BE_Battery,2030,3,1,3,80.21429527658438
98,BE_Battery,2030,3,4,6,80.21429527658438
99,BE_Battery,2030,3,7,9,0.0
100,BE_Battery,2030,3,10,12,0.0
101,BE_Battery,2030,3,13,15,80.21429527658438
102,BE_Battery,2030,3,16,18,80.21429527658438
103,BE_Battery,2030,3,19,21,0.0
104,BE_Battery,2030,3,22,24,0.0
105,BE_Battery,2030,4,1,3,0.0
106,BE_Battery,2030,4,4,6,80.21429527658438
107,BE_Battery,2030,4,7,9,80.21429527658438
108,BE_Battery,2030,4,10,12,0.0
109,BE_Battery,2030,4,13,15,80.21429527658438
110,BE_Battery,2030,4,16,18,0.0
111,BE_Battery,2030,4,19,21,0.0
112,BE_Battery,2030,4,22,24,0.0
113,BE_Battery,2030,5,1,3,80.21429527658438
114,BE_Battery,2030,5,4,6,80.21429527658438
115,BE_Battery,2030,5,7,9,0.0
116,BE_Battery,2030,5,10,12,0.0
117,BE_Battery,2030,5,13,15,80.21429527658438
118,BE_Battery,2030,5,16,18,80.21429527658438
119,BE_Battery,2030,5,19,21,0.0
120,BE_Battery,2030,5,22,24,0.0
121,BE_Battery,2030,6,1,3,0.0
122,BE_Battery,2030,6,4,6,0.0
123,BE_Battery,2030,6,7,9,0.0
124,BE_Battery,2030,6,10,12,0.0
125,BE_Battery,2030,6,13,15,0.0
126,BE_Battery,2030,6,16,18,0.0
127,BE_Battery,2030,6,19,21,0.0
128,BE_Battery,2030,6,22,24,0.0
