id,from_asset,to_asset,year,rep_period,time_block_start,time_block_end,var_flow_id,dual_max_transport_flow_limit_simple_method,dual_min_transport_flow_limit_simple_method
1,NL_Balance,BE_Balance,2030,1,1,2,649,0.0,0.0
2,NL_Balance,BE_Balance,2030,1,3,4,650,0.0,0.0
3,NL_Balance,BE_Balance,2030,1,5,6,651,0.0,0.0
4,NL_Balance,BE_Balance,2030,1,7,8,652,0.0,0.0
5,NL_Balance,BE_Balance,2030,1,9,10,653,0.0,0.0
6,NL_Balance,BE_Balance,2030,1,11,12,654,0.0,0.0
7,NL_Balance,BE_Balance,2030,1,13,14,655,0.0,-0.0
8,NL_Balance,BE_Balance,2030,1,15,16,656,0.0,0.0
9,NL_Balance,BE_Balance,2030,1,17,18,657,0.0,0.0
10,NL_Balance,BE_Balance,2030,1,19,20,658,0.0,0.0
11,NL_Balance,BE_Balance,2030,1,21,22,659,0.0,0.0
12,NL_Balance,BE_Balance,2030,1,23,24,660,-2.220446049250313e-16,0.0
13,NL_Balance,DE_Balance,2030,1,1,2,661,0.0,0.0
14,NL_Balance,DE_Balance,2030,1,3,4,662,0.0,0.0
15,NL_Balance,DE_Balance,2030,1,5,6,663,0.0,0.0
16,NL_Balance,DE_Balance,2030,1,7,8,664,0.0,0.0
17,NL_Balance,DE_Balance,2030,1,9,10,665,0.0,0.0
18,NL_Balance,DE_Balance,2030,1,11,12,666,0.0,-0.0
19,NL_Balance,DE_Balance,2030,1,13,14,667,0.0,-0.0
20,NL_Balance,DE_Balance,2030,1,15,16,668,0.0,-0.0
21,NL_Balance,DE_Balance,2030,1,17,18,669,0.0,0.0
22,NL_Balance,DE_Balance,2030,1,19,20,670,0.0,0.0
23,NL_Balance,DE_Balance,2030,1,21,22,671,0.0,0.0
24,NL_Balance,DE_Balance,2030,1,23,24,672,-2.220446049250313e-16,0.0
25,BE_Balance,LU_Balance,2030,1,1,2,673,0.0,0.0
26,BE_Balance,LU_Balance,2030,1,3,4,674,0.0,0.0
27,BE_Balance,LU_Balance,2030,1,5,6,675,0.0,0.0
28,BE_Balance,LU_Balance,2030,1,7,8,676,0.0,0.0
29,BE_Balance,LU_Balance,2030,1,9,10,677,0.0,0.0
30,BE_Balance,LU_Balance,2030,1,11,12,678,0.0,-0.0
31,BE_Balance,LU_Balance,2030,1,13,14,679,0.0,-0.0
32,BE_Balance,LU_Balance,2030,1,15,16,680,0.0,0.0
33,BE_Balance,LU_Balance,2030,1,17,18,681,0.0,0.0
34,BE_Balance,LU_Balance,2030,1,19,20,682,0.0,-0.0
35,BE_Balance,LU_Balance,2030,1,21,22,683,0.0,0.0
36,BE_Balance,LU_Balance,2030,1,23,24,684,0.0,0.0
37,BE_Balance,FR_Balance,2030,1,1,2,685,0.0,0.0
38,BE_Balance,FR_Balance,2030,1,3,4,686,0.0,0.0
39,BE_Balance,FR_Balance,2030,1,5,6,687,0.0,0.0
40,BE_Balance,FR_Balance,2030,1,7,8,688,0.0,0.0
41,BE_Balance,FR_Balance,2030,1,9,10,689,-1.9079999999999995,0.0
42,BE_Balance,FR_Balance,2030,1,11,12,690,-3.815999999999999,0.0
43,BE_Balance,FR_Balance,2030,1,13,14,691,-1.6218000000000001,0.0
