id,id_1,asset,year,rep_period,time_block_start,time_block_end,units_on_start,units_on_end,dual_su_sd_ramp_vars_flow_with_high_uptime
3608,3608,LU_Nuclear,2030,6,11,12,10,12,0.0
3609,3609,LU_Nuclear,2030,6,13,14,13,15,0.0
3610,3610,LU_Nuclear,2030,6,15,15,13,15,0.0
3611,3611,LU_Nuclear,2030,6,16,16,16,18,0.0
3612,3612,LU_Nuclear,2030,6,17,18,16,18,0.0
3613,3613,LU_Nuclear,2030,6,19,20,19,21,0.0
3614,3614,LU_Nuclear,2030,6,21,21,19,21,0.0
3615,3615,LU_Nuclear,2030,6,22,22,22,24,0.0
3616,3616,LU_Nuclear,2030,6,23,24,22,24,0.0
3617,3617,LU_Nuclear,2030,7,1,2,1,3,0.0
3618,3618,LU_Nuclear,2030,7,3,3,1,3,0.0
3619,3619,LU_Nuclear,2030,7,4,4,4,6,0.0
3620,3620,LU_Nuclear,2030,7,5,6,4,6,0.0
3621,3621,LU_Nuclear,2030,7,7,8,7,9,0.0
3622,3622,LU_Nuclear,2030,7,9,9,7,9,0.0
3623,3623,LU_Nuclear,2030,7,10,10,10,12,0.0
3624,3624,LU_Nuclear,2030,7,11,12,10,12,0.0
3625,3625,LU_Nuclear,2030,7,13,14,13,15,0.0
3626,3626,LU_Nuclear,2030,7,15,15,13,15,0.0
3627,3627,LU_Nuclear,2030,7,16,16,16,18,0.0
3628,3628,LU_Nuclear,2030,7,17,18,16,18,0.0
3629,3629,LU_Nuclear,2030,7,19,20,19,21,0.0
3630,3630,LU_Nuclear,2030,7,21,21,19,21,0.0
3631,3631,LU_Nuclear,2030,7,22,22,22,24,0.0
3632,3632,LU_Nuclear,2030,7,23,24,22,24,0.0
3633,3633,LU_Nuclear,2030,8,1,2,1,3,0.0
3634,3634,LU_Nuclear,2030,8,3,3,1,3,0.0
3635,3635,LU_Nuclear,2030,8,4,4,4,6,0.0
3636,3636,LU_Nuclear,2030,8,5,6,4,6,0.0
3637,3637,LU_Nuclear,2030,8,7,8,7,9,0.0
3638,3638,LU_Nuclear,2030,8,9,9,7,9,0.0
3639,3639,LU_Nuclear,2030,8,10,10,10,12,0.0
3640,3640,LU_Nuclear,2030,8,11,12,10,12,0.0
3641,3641,LU_Nuclear,2030,8,13,14,13,15,0.0
3642,3642,LU_Nuclear,2030,8,15,15,13,15,0.0
3643,3643,LU_Nuclear,2030,8,16,16,16,18,0.0
3644,3644,LU_Nuclear,2030,8,17,18,16,18,0.0
3645,3645,LU_Nuclear,2030,8,19,20,19,21,0.0
3646,3646,LU_Nuclear,2030,8,21,21,19,21,0.0
3647,3647,LU_Nuclear,2030,8,22,22,22,24,0.0
3648,3648,LU_Nuclear,2030,8,23,24,22,24,0.0
3649,3649,LU_Nuclear,2030,9,1,2,1,3,0.0
3650,3650,LU_Nuclear,2030,9,3,3,1,3,0.0
3651,3651,LU_Nuclear,2030,9,4,4,4,6,0.0
3652,3652,LU_Nuclear,2030,9,5,6,4,6,0.0
3653,3653,LU_Nuclear,2030,9,7,8,7,9,0.0
3654,3654,LU_Nuclear,2030,9,9,9,7,9,0.0
3655,3655,LU_Nuclear,2030,9,10,10,10,12,0.0
3656,3656,LU_Nuclear,2030,9,11,12,10,12,0.0
3657,3657,LU_Nuclear,2030,9,13,14,13,15,0.0
3658,3658,LU_Nuclear,2030,9,15,15,13,15,0.0
3659,3659,LU_Nuclear,2030,9,16,16,16,18,0.0
3660,3660,LU_Nuclear,2030,9,17,18,16,18,0.0
3661,3661,LU_Nuclear,2030,9,19,20,19,21,0.0
3662,3662,LU_Nuclear,2030,9,21,21,19,21,0.0
3663,3663,LU_Nuclear,2030,9,22,22,22,24,0.0
3664,3664,LU_Nuclear,2030,9,23,24,22,24,0.0
3665,3665,LU_Nuclear,2030,10,1,2,1,3,0.0
3666,3666,LU_Nuclear,2030,10,3,3,1,3,0.0
3667,3667,LU_Nuclear,2030,10,4,4,4,6,0.0
3668,3668,LU_Nuclear,2030,10,5,6,4,6,0.0
3669,3669,LU_Nuclear,2030,10,7,8,7,9,0.0
3670,3670,LU_Nuclear,2030,10,9,9,7,9,0.0
3671,3671,LU_Nuclear,2030,10,10,10,10,12,0.0
3672,3672,LU_Nuclear,2030,10,11,12,10,12,0.0
3673,3673,LU_Nuclear,2030,10,13,14,13,15,0.0
3674,3674,LU_Nuclear,2030,10,15,15,13,15,0.0
3675,3675,LU_Nuclear,2030,10,16,16,16,18,0.0
3676,3676,LU_Nuclear,2030,10,17,18,16,18,0.0
3677,3677,LU_Nuclear,2030,10,19,20,19,21,0.0
3678,3678,LU_Nuclear,2030,10,21,21,19,21,0.0
3679,3679,LU_Nuclear,2030,10,22,22,22,24,0.0
3680,3680,LU_Nuclear,2030,10,23,24,22,24,0.0
3681,3681,LU_OCGT,2030,1,1,2,1,3,0.0
3682,3682,LU_OCGT,2030,1,3,3,1,3,0.0
3683,3683,LU_OCGT,2030,1,4,4,4,6,0.0
3684,3684,LU_OCGT,2030,1,5,6,4,6,0.0
3685,3685,LU_OCGT,2030,1,7,8,7,9,0.0
3686,3686,LU_OCGT,2030,1,9,9,7,9,0.0
3687,3687,LU_OCGT,2030,1,10,10,10,12,0.0
3688,3688,LU_OCGT,2030,1,11,12,10,12,0.0
3689,3689,LU_OCGT,2030,1,13,14,13,15,0.0
3690,3690,LU_OCGT,2030,1,15,15,13,15,0.0
3691,3691,LU_OCGT,2030,1,16,16,16,18,0.0
3692,3692,LU_OCGT,2030,1,17,18,16,18,0.0
3693,3693,LU_OCGT,2030,1,19,20,19,21,0.0
3694,3694,LU_OCGT,2030,1,21,21,19,21,0.0
3695,3695,LU_OCGT,2030,1,22,22,22,24,0.0
3696,3696,LU_OCGT,2030,1,23,24,22,24,0.0
3697,3697,LU_OCGT,2030,2,1,2,1,3,0.0
3698,3698,LU_OCGT,2030,2,3,3,1,3,0.0
3699,3699,LU_OCGT,2030,2,4,4,4,6,0.0
3700,3700,LU_OCGT,2030,2,5,6,4,6,0.0
3701,3701,LU_OCGT,2030,2,7,8,7,9,0.0
3702,3702,LU_OCGT,2030,2,9,9,7,9,0.0
3703,3703,LU_OCGT,2030,2,10,10,10,12,0.0
3704,3704,LU_OCGT,2030,2,11,12,10,12,0.0
3705,3705,LU_OCGT,2030,2,13,14,13,15,0.0
3706,3706,LU_OCGT,2030,2,15,15,13,15,0.0
3707,3707,LU_OCGT,2030,2,16,16,16,18,0.0
3708,3708,LU_OCGT,2030,2,17,18,16,18,0.0
3709,3709,LU_OCGT,2030,2,19,20,19,21,0.0
3710,3710,LU_OCGT,2030,2,21,21,19,21,0.0
3711,3711,LU_OCGT,2030,2,22,22,22,24,0.0
3712,3712,LU_OCGT,2030,2,23,24,22,24,0.0
3713,3713,LU_OCGT,2030,3,1,2,1,3,0.0
3714,3714,LU_OCGT,2030,3,3,3,1,3,0.0
3715,3715,LU_OCGT,2030,3,4,4,4,6,0.0
3716,3716,LU_OCGT,2030,3,5,6,4,6,0.0
3717,3717,LU_OCGT,2030,3,7,8,7,9,0.0
3718,3718,LU_OCGT,2030,3,9,9,7,9,0.0
3719,3719,LU_OCGT,2030,3,10,10,10,12,0.0
3720,3720,LU_OCGT,2030,3,11,12,10,12,0.0
3721,3721,LU_OCGT,2030,3,13,14,13,15,0.0
3722,3722,LU_OCGT,2030,3,15,15,13,15,0.0
3723,3723,LU_OCGT,2030,3,16,16,16,18,0.0
3724,3724,LU_OCGT,2030,3,17,18,16,18,0.0
3725,3725,LU_OCGT,2030,3,19,20,19,21,0.0
3726,3726,LU_OCGT,2030,3,21,21,19,21,0.0
3727,3727,LU_OCGT,2030,3,22,22,22,24,0.0
3728,3728,LU_OCGT,2030,3,23,24,22,24,0.0
3729,3729,LU_OCGT,2030,4,1,2,1,3,0.0
3730,3730,LU_OCGT,2030,4,3,3,1,3,0.0
3731,3731,LU_OCGT,2030,4,4,4,4,6,0.0
3732,3732,LU_OCGT,2030,4,5,6,4,6,0.0
3733,3733,LU_OCGT,2030,4,7,8,7,9,0.0
3734,3734,LU_OCGT,2030,4,9,9,7,9,0.0
3735,3735,LU_OCGT,2030,4,10,10,10,12,0.0
3736,3736,LU_OCGT,2030,4,11,12,10,12,0.0
3737,3737,LU_OCGT,2030,4,13,14,13,15,0.0
3738,3738,LU_OCGT,2030,4,15,15,13,15,0.0
3739,3739,LU_OCGT,2030,4,16,16,16,18,0.0
3740,3740,LU_OCGT,2030,4,17,18,16,18,0.0
3741,3741,LU_OCGT,2030,4,19,20,19,21,0.0
3742,3742,LU_OCGT,2030,4,21,21,19,21,0.0
3743,3743,LU_OCGT,2030,4,22,22,22,24,0.0
3744,3744,LU_OCGT,2030,4,23,24,22,24,0.0
3745,3745,LU_OCGT,2030,5,1,2,1,3,0.0
3746,3746,LU_OCGT,2030,5,3,3,1,3,0.0
3747,3747,LU_OCGT,2030,5,4,4,4,6,0.0
3748,3748,LU_OCGT,2030,5,5,6,4,6,0.0
3749,3749,LU_OCGT,2030,5,7,8,7,9,0.0
3750,3750,LU_OCGT,2030,5,9,9,7,9,0.0
3751,3751,LU_OCGT,2030,5,10,10,10,12,0.0
3752,3752,LU_OCGT,2030,5,11,12,10,12,0.0
3753,3753,LU_OCGT,2030,5,13,14,13,15,0.0
3754,3754,LU_OCGT,2030,5,15,15,13,15,0.0
3755,3755,LU_OCGT,2030,5,16,16,16,18,0.0
3756,3756,LU_OCGT,2030,5,17,18,16,18,0.0
3757,3757,LU_OCGT,2030,5,19,20,19,21,0.0
3758,3758,LU_OCGT,2030,5,21,21,19,21,0.0
3759,3759,LU_OCGT,2030,5,22,22,22,24,0.0
3760,3760,LU_OCGT,2030,5,23,24,22,24,0.0
3761,3761,LU_OCGT,2030,6,1,2,1,3,0.0
3762,3762,LU_OCGT,2030,6,3,3,1,3,0.0
3763,3763,LU_OCGT,2030,6,4,4,4,6,0.0
3764,3764,LU_OCGT,2030,6,5,6,4,6,0.0
3765,3765,LU_OCGT,2030,6,7,8,7,9,0.0
3766,3766,LU_OCGT,2030,6,9,9,7,9,0.0
3767,3767,LU_OCGT,2030,6,10,10,10,12,0.0
3768,3768,LU_OCGT,2030,6,11,12,10,12,0.0
3769,3769,LU_OCGT,2030,6,13,14,13,15,0.0
3770,3770,LU_OCGT,2030,6,15,15,13,15,0.0
3771,3771,LU_OCGT,2030,6,16,16,16,18,0.0
3772,3772,LU_OCGT,2030,6,17,18,16,18,0.0
3773,3773,LU_OCGT,2030,6,19,20,19,21,0.0
3774,3774,LU_OCGT,2030,6,21,21,19,21,0.0
3775,3775,LU_OCGT,2030,6,22,22,22,24,0.0
3776,3776,LU_OCGT,2030,6,23,24,22,24,0.0
3777,3777,LU_OCGT,2030,7,1,2,1,3,0.0
3778,3778,LU_OCGT,2030,7,3,3,1,3,0.0
3779,3779,LU_OCGT,2030,7,4,4,4,6,0.0
3780,3780,LU_OCGT,2030,7,5,6,4,6,0.0
3781,3781,LU_OCGT,2030,7,7,8,7,9,0.0
3782,3782,LU_OCGT,2030,7,9,9,7,9,0.0
3783,3783,LU_OCGT,2030,7,10,10,10,12,0.0
3784,3784,LU_OCGT,2030,7,11,12,10,12,0.0
3785,3785,LU_OCGT,2030,7,13,14,13,15,0.0
3786,3786,LU_OCGT,2030,7,15,15,13,15,0.0
3787,3787,LU_OCGT,2030,7,16,16,16,18,0.0
3788,3788,LU_OCGT,2030,7,17,18,16,18,0.0
3789,3789,LU_OCGT,2030,7,19,20,19,21,0.0
3790,3790,LU_OCGT,2030,7,21,21,19,21,0.0
3791,3791,LU_OCGT,2030,7,22,22,22,24,0.0
3792,3792,LU_OCGT,2030,7,23,24,22,24,0.0
3793,3793,LU_OCGT,2030,8,1,2,1,3,0.0
3794,3794,LU_OCGT,2030,8,3,3,1,3,0.0
3795,3795,LU_OCGT,2030,8,4,4,4,6,0.0
3796,3796,LU_OCGT,2030,8,5,6,4,6,0.0
3797,3797,LU_OCGT,2030,8,7,8,7,9,0.0
3798,3798,LU_OCGT,2030,8,9,9,7,9,0.0
3799,3799,LU_OCGT,2030,8,10,10,10,12,0.0
3800,3800,LU_OCGT,2030,8,11,12,10,12,0.0
3801,3801,LU_OCGT,2030,8,13,14,13,15,0.0
3802,3802,LU_OCGT,2030,8,15,15,13,15,0.0
3803,3803,LU_OCGT,2030,8,16,16,16,18,0.0
3804,3804,LU_OCGT,2030,8,17,18,16,18,0.0
3805,3805,LU_OCGT,2030,8,19,20,19,21,0.0
3806,3806,LU_OCGT,2030,8,21,21,19,21,0.0
3807,3807,LU_OCGT,2030,8,22,22,22,24,0.0
3808,3808,LU_OCGT,2030,8,23,24,22,24,0.0
3809,3809,LU_OCGT,2030,9,1,2,1,3,0.0
3810,3810,LU_OCGT,2030,9,3,3,1,3,0.0
3811,3811,LU_OCGT,2030,9,4,4,4,6,0.0
3812,3812,LU_OCGT,2030,9,5,6,4,6,0.0
3813,3813,LU_OCGT,2030,9,7,8,7,9,0.0
3814,3814,LU_OCGT,2030,9,9,9,7,9,0.0
3815,3815,LU_OCGT,2030,9,10,10,10,12,0.0
3816,3816,LU_OCGT,2030,9,11,12,10,12,0.0
3817,3817,LU_OCGT,2030,9,13,14,13,15,0.0
3818,3818,LU_OCGT,2030,9,15,15,13,15,0.0
3819,3819,LU_OCGT,2030,9,16,16,16,18,0.0
3820,3820,LU_OCGT,2030,9,17,18,16,18,0.0
3821,3821,LU_OCGT,2030,9,19,20,19,21,0.0
3822,3822,LU_OCGT,2030,9,21,21,19,21,0.0
3823,3823,LU_OCGT,2030,9,22,22,22,24,0.0
3824,3824,LU_OCGT,2030,9,23,24,22,24,0.0
3825,3825,LU_OCGT,2030,10,1,2,1,3,0.0
3826,3826,LU_OCGT,2030,10,3,3,1,3,0.0
3827,3827,LU_OCGT,2030,10,4,4,4,6,0.0
3828,3828,LU_OCGT,2030,10,5,6,4,6,0.0
3829,3829,LU_OCGT,2030,10,7,8,7,9,0.0
3830,3830,LU_OCGT,2030,10,9,9,7,9,0.0
3831,3831,LU_OCGT,2030,10,10,10,10,12,0.0
3832,3832,LU_OCGT,2030,10,11,12,10,12,0.0
3833,3833,LU_OCGT,2030,10,13,14,13,15,0.0
3834,3834,LU_OCGT,2030,10,15,15,13,15,0.0
3835,3835,LU_OCGT,2030,10,16,16,16,18,0.0
3836,3836,LU_OCGT,2030,10,17,18,16,18,0.0
3837,3837,LU_OCGT,2030,10,19,20,19,21,0.0
3838,3838,LU_OCGT,2030,10,21,21,19,21,0.0
3839,3839,LU_OCGT,2030,10,22,22,22,24,0.0
3840,3840,LU_OCGT,2030,10,23,24,22,24,0.0
3841,3841,NL_CCGT,2030,1,1,2,1,3,0.0
3842,3842,NL_CCGT,2030,1,3,3,1,3,0.0
3843,3843,NL_CCGT,2030,1,4,4,4,6,0.0
3844,3844,NL_CCGT,2030,1,5,6,4,6,0.0
3845,3845,NL_CCGT,2030,1,7,8,7,9,0.0
3846,3846,NL_CCGT,2030,1,9,9,7,9,0.0
3847,3847,NL_CCGT,2030,1,10,10,10,12,0.0
3848,3848,NL_CCGT,2030,1,11,12,10,12,0.0
3849,3849,NL_CCGT,2030,1,13,14,13,15,0.0
3850,3850,NL_CCGT,2030,1,15,15,13,15,0.0
3851,3851,NL_CCGT,2030,1,16,16,16,18,0.0
3852,3852,NL_CCGT,2030,1,17,18,16,18,0.0
3853,3853,NL_CCGT,2030,1,19,20,19,21,0.0
3854,3854,NL_CCGT,2030,1,21,21,19,21,0.0
3855,3855,NL_CCGT,2030,1,22,22,22,24,0.0
3856,3856,NL_CCGT,2030,1,23,24,22,24,0.0
3857,3857,NL_CCGT,2030,2,1,2,1,3,0.0
3858,3858,NL_CCGT,2030,2,3,3,1,3,0.0
3859,3859,NL_CCGT,2030,2,4,4,4,6,0.0
3860,3860,NL_CCGT,2030,2,5,6,4,6,0.0
3861,3861,NL_CCGT,2030,2,7,8,7,9,0.0
3862,3862,NL_CCGT,2030,2,9,9,7,9,0.0
3863,3863,NL_CCGT,2030,2,10,10,10,12,0.0
3864,3864,NL_CCGT,2030,2,11,12,10,12,0.0
3865,3865,NL_CCGT,2030,2,13,14,13,15,0.0
3866,3866,NL_CCGT,2030,2,15,15,13,15,0.0
3867,3867,NL_CCGT,2030,2,16,16,16,18,0.0
3868,3868,NL_CCGT,2030,2,17,18,16,18,0.0
3869,3869,NL_CCGT,2030,2,19,20,19,21,0.0
3870,3870,NL_CCGT,2030,2,21,21,19,21,0.0
3871,3871,NL_CCGT,2030,2,22,22,22,24,0.0
3872,3872,NL_CCGT,2030,2,23,24,22,24,0.0
3873,3873,NL_CCGT,2030,3,1,2,1,3,0.0
3874,3874,NL_CCGT,2030,3,3,3,1,3,0.0
3875,3875,NL_CCGT,2030,3,4,4,4,6,0.0
3876,3876,NL_CCGT,2030,3,5,6,4,6,0.0
3877,3877,NL_CCGT,2030,3,7,8,7,9,0.0
3878,3878,NL_CCGT,2030,3,9,9,7,9,0.0
3879,3879,NL_CCGT,2030,3,10,10,10,12,0.0
3880,3880,NL_CCGT,2030,3,11,12,10,12,0.0
3881,3881,NL_CCGT,2030,3,13,14,13,15,0.0
3882,3882,NL_CCGT,2030,3,15,15,13,15,0.0
3883,3883,NL_CCGT,2030,3,16,16,16,18,0.0
3884,3884,NL_CCGT,2030,3,17,18,16,18,0.0
3885,3885,NL_CCGT,2030,3,19,20,19,21,0.0
3886,3886,NL_CCGT,2030,3,21,21,19,21,0.0
3887,3887,NL_CCGT,2030,3,22,22,22,24,0.0
3888,3888,NL_CCGT,2030,3,23,24,22,24,0.0
3889,3889,NL_CCGT,2030,4,1,2,1,3,0.0
3890,3890,NL_CCGT,2030,4,3,3,1,3,0.0
3891,3891,NL_CCGT,2030,4,4,4,4,6,0.0
3892,3892,NL_CCGT,2030,4,5,6,4,6,0.0
3893,3893,NL_CCGT,2030,4,7,8,7,9,0.0
3894,3894,NL_CCGT,2030,4,9,9,7,9,0.0
3895,3895,NL_CCGT,2030,4,10,10,10,12,0.0
3896,3896,NL_CCGT,2030,4,11,12,10,12,0.0
3897,3897,NL_CCGT,2030,4,13,14,13,15,0.0
3898,3898,NL_CCGT,2030,4,15,15,13,15,0.0
3899,3899,NL_CCGT,2030,4,16,16,16,18,0.0
3900,3900,NL_CCGT,2030,4,17,18,16,18,0.0
3901,3901,NL_CCGT,2030,4,19,20,19,21,0.0
3902,3902,NL_CCGT,2030,4,21,21,19,21,0.0
3903,3903,NL_CCGT,2030,4,22,22,22,24,0.0
3904,3904,NL_CCGT,2030,4,23,24,22,24,0.0
3905,3905,NL_CCGT,2030,5,1,2,1,3,0.0
3906,3906,NL_CCGT,2030,5,3,3,1,3,0.0
3907,3907,NL_CCGT,2030,5,4,4,4,6,0.0
3908,3908,NL_CCGT,2030,5,5,6,4,6,0.0
3909,3909,NL_CCGT,2030,5,7,8,7,9,0.0
3910,3910,NL_CCGT,2030,5,9,9,7,9,0.0
3911,3911,NL_CCGT,2030,5,10,10,10,12,0.0
3912,3912,NL_CCGT,2030,5,11,12,10,12,0.0
3913,3913,NL_CCGT,2030,5,13,14,13,15,0.0
3914,3914,NL_CCGT,2030,5,15,15,13,15,0.0
3915,3915,NL_CCGT,2030,5,16,16,16,18,0.0
3916,3916,NL_CCGT,2030,5,17,18,16,18,0.0
3917,3917,NL_CCGT,2030,5,19,20,19,21,0.0
3918,3918,NL_CCGT,2030,5,21,21,19,21,0.0
3919,3919,NL_CCGT,2030,5,22,22,22,24,0.0
3920,3920,NL_CCGT,2030,5,23,24,22,24,0.0
3921,3921,NL_CCGT,2030,6,1,2,1,3,0.0
3922,3922,NL_CCGT,2030,6,3,3,1,3,0.0
3923,3923,NL_CCGT,2030,6,4,4,4,6,0.0
3924,3924,NL_CCGT,2030,6,5,6,4,6,0.0
3925,3925,NL_CCGT,2030,6,7,8,7,9,0.0
3926,3926,NL_CCGT,2030,6,9,9,7,9,0.0
3927,3927,NL_CCGT,2030,6,10,10,10,12,0.0
3928,3928,NL_CCGT,2030,6,11,12,10,12,0.0
3929,3929,NL_CCGT,2030,6,13,14,13,15,0.0
3930,3930,NL_CCGT,2030,6,15,15,13,15,0.0
3931,3931,NL_CCGT,2030,6,16,16,16,18,0.0
3932,3932,NL_CCGT,2030,6,17,18,16,18,0.0
3933,3933,NL_CCGT,2030,6,19,20,19,21,0.0
3934,3934,NL_CCGT,2030,6,21,21,19,21,0.0
3935,3935,NL_CCGT,2030,6,22,22,22,24,0.0
3936,3936,NL_CCGT,2030,6,23,24,22,24,0.0
3937,3937,NL_CCGT,2030,7,1,2,1,3,0.0
3938,3938,NL_CCGT,2030,7,3,3,1,3,0.0
3939,3939,NL_CCGT,2030,7,4,4,4,6,0.0
3940,3940,NL_CCGT,2030,7,5,6,4,6,0.0
3941,3941,NL_CCGT,2030,7,7,8,7,9,0.0
3942,3942,NL_CCGT,2030,7,9,9,7,9,-1.3319999999999994
3943,3943,NL_CCGT,2030,7,10,10,10,12,0.0
3944,3944,NL_CCGT,2030,7,11,12,10,12,0.0
3945,3945,NL_CCGT,2030,7,13,14,13,15,0.0
3946,3946,NL_CCGT,2030,7,15,15,13,15,0.0
3947,3947,NL_CCGT,2030,7,16,16,16,18,0.0
3948,3948,NL_CCGT,2030,7,17,18,16,18,0.0
3949,3949,NL_CCGT,2030,7,19,20,19,21,0.0
3950,3950,NL_CCGT,2030,7,21,21,19,21,0.0
3951,3951,NL_CCGT,2030,7,22,22,22,24,0.0
3952,3952,NL_CCGT,2030,7,23,24,22,24,0.0
3953,3953,NL_CCGT,2030,8,1,2,1,3,0.0
3954,3954,NL_CCGT,2030,8,3,3,1,3,0.0
3955,3955,NL_CCGT,2030,8,4,4,4,6,0.0
3956,3956,NL_CCGT,2030,8,5,6,4,6,0.0
3957,3957,NL_CCGT,2030,8,7,8,7,9,0.0
3958,3958,NL_CCGT,2030,8,9,9,7,9,0.0
3959,3959,NL_CCGT,2030,8,10,10,10,12,0.0
3960,3960,NL_CCGT,2030,8,11,12,10,12,0.0
3961,3961,NL_CCGT,2030,8,13,14,13,15,0.0
3962,3962,NL_CCGT,2030,8,15,15,13,15,0.0
3963,3963,NL_CCGT,2030,8,16,16,16,18,0.0
3964,3964,NL_CCGT,2030,8,17,18,16,18,0.0
3965,3965,NL_CCGT,2030,8,19,20,19,21,0.0
3966,3966,NL_CCGT,2030,8,21,21,19,21,0.0
3967,3967,NL_CCGT,2030,8,22,22,22,24,0.0
3968,3968,NL_CCGT,2030,8,23,24,22,24,0.0
3969,3969,NL_CCGT,2030,9,1,2,1,3,0.0
3970,3970,NL_CCGT,2030,9,3,3,1,3,0.0
3971,3971,NL_CCGT,2030,9,4,4,4,6,0.0
3972,3972,NL_CCGT,2030,9,5,6,4,6,0.0
3973,3973,NL_CCGT,2030,9,7,8,7,9,0.0
3974,3974,NL_CCGT,2030,9,9,9,7,9,0.0
3975,3975,NL_CCGT,2030,9,10,10,10,12,0.0
3976,3976,NL_CCGT,2030,9,11,12,10,12,0.0
3977,3977,NL_CCGT,2030,9,13,14,13,15,0.0
3978,3978,NL_CCGT,2030,9,15,15,13,15,0.0
3979,3979,NL_CCGT,2030,9,16,16,16,18,0.0
3980,3980,NL_CCGT,2030,9,17,18,16,18,0.0
3981,3981,NL_CCGT,2030,9,19,20,19,21,0.0
3982,3982,NL_CCGT,2030,9,21,21,19,21,0.0
3983,3983,NL_CCGT,2030,9,22,22,22,24,0.0
3984,3984,NL_CCGT,2030,9,23,24,22,24,0.0
3985,3985,NL_CCGT,2030,10,1,2,1,3,0.0
3986,3986,NL_CCGT,2030,10,3,3,1,3,0.0
3987,3987,NL_CCGT,2030,10,4,4,4,6,0.0
3988,3988,NL_CCGT,2030,10,5,6,4,6,0.0
3989,3989,NL_CCGT,2030,10,7,8,7,9,0.0
3990,3990,NL_CCGT,2030,10,9,9,7,9,0.0
3991,3991,NL_CCGT,2030,10,10,10,10,12,0.0
3992,3992,NL_CCGT,2030,10,11,12,10,12,0.0
3993,3993,NL_CCGT,2030,10,13,14,13,15,0.0
3994,3994,NL_CCGT,2030,10,15,15,13,15,0.0
3995,3995,NL_CCGT,2030,10,16,16,16,18,0.0
3996,3996,NL_CCGT,2030,10,17,18,16,18,0.0
3997,3997,NL_CCGT,2030,10,19,20,19,21,0.0
3998,3998,NL_CCGT,2030,10,21,21,19,21,0.0
3999,3999,NL_CCGT,2030,10,22,22,22,24,0.0
4000,4000,NL_CCGT,2030,10,23,24,22,24,0.0
4001,4001,NL_Coal,2030,1,1,2,1,3,0.0
4002,4002,NL_Coal,2030,1,3,3,1,3,0.0
4003,4003,NL_Coal,2030,1,4,4,4,6,0.0
4004,4004,NL_Coal,2030,1,5,6,4,6,0.0
4005,4005,NL_Coal,2030,1,7,8,7,9,0.0
4006,4006,NL_Coal,2030,1,9,9,7,9,0.0
4007,4007,NL_Coal,2030,1,10,10,10,12,0.0
4008,4008,NL_Coal,2030,1,11,12,10,12,0.0
4009,4009,NL_Coal,2030,1,13,14,13,15,0.0
4010,4010,NL_Coal,2030,1,15,15,13,15,0.0
4011,4011,NL_Coal,2030,1,16,16,16,18,0.0
4012,4012,NL_Coal,2030,1,17,18,16,18,0.0
4013,4013,NL_Coal,2030,1,19,20,19,21,0.0
4014,4014,NL_Coal,2030,1,21,21,19,21,0.0
4015,4015,NL_Coal,2030,1,22,22,22,24,0.0
4016,4016,NL_Coal,2030,1,23,24,22,24,0.0
4017,4017,NL_Coal,2030,2,1,2,1,3,0.0
4018,4018,NL_Coal,2030,2,3,3,1,3,0.0
4019,4019,NL_Coal,2030,2,4,4,4,6,0.0
4020,4020,NL_Coal,2030,2,5,6,4,6,0.0
4021,4021,NL_Coal,2030,2,7,8,7,9,0.0
4022,4022,NL_Coal,2030,2,9,9,7,9,0.0
4023,4023,NL_Coal,2030,2,10,10,10,12,0.0
4024,4024,NL_Coal,2030,2,11,12,10,12,0.0
4025,4025,NL_Coal,2030,2,13,14,13,15,0.0
4026,4026,NL_Coal,2030,2,15,15,13,15,0.0
4027,4027,NL_Coal,2030,2,16,16,16,18,0.0
4028,4028,NL_Coal,2030,2,17,18,16,18,0.0
4029,4029,NL_Coal,2030,2,19,20,19,21,0.0
4030,4030,NL_Coal,2030,2,21,21,19,21,0.0
4031,4031,NL_Coal,2030,2,22,22,22,24,0.0
4032,4032,NL_Coal,2030,2,23,24,22,24,0.0
4033,4033,NL_Coal,2030,3,1,2,1,3,0.0
4034,4034,NL_Coal,2030,3,3,3,1,3,0.0
4035,4035,NL_Coal,2030,3,4,4,4,6,0.0
4036,4036,NL_Coal,2030,3,5,6,4,6,0.0
4037,4037,NL_Coal,2030,3,7,8,7,9,0.0
4038,4038,NL_Coal,2030,3,9,9,7,9,0.0
4039,4039,NL_Coal,2030,3,10,10,10,12,0.0
4040,4040,NL_Coal,2030,3,11,12,10,12,0.0
4041,4041,NL_Coal,2030,3,13,14,13,15,0.0
4042,4042,NL_Coal,2030,3,15,15,13,15,0.0
4043,4043,NL_Coal,2030,3,16,16,16,18,0.0
4044,4044,NL_Coal,2030,3,17,18,16,18,0.0
4045,4045,NL_Coal,2030,3,19,20,19,21,0.0
4046,4046,NL_Coal,2030,3,21,21,19,21,0.0
4047,4047,NL_Coal,2030,3,22,22,22,24,0.0
4048,4048,NL_Coal,2030,3,23,24,22,24,0.0
4049,4049,NL_Coal,2030,4,1,2,1,3,0.0
4050,4050,NL_Coal,2030,4,3,3,1,3,0.0
4051,4051,NL_Coal,2030,4,4,4,4,6,0.0
4052,4052,NL_Coal,2030,4,5,6,4,6,0.0
4053,4053,NL_Coal,2030,4,7,8,7,9,0.0
4054,4054,NL_Coal,2030,4,9,9,7,9,0.0
4055,4055,NL_Coal,2030,4,10,10,10,12,0.0
