id,asset,year,rep_period,time_block_start,time_block_end,dual_start_up_upper_bound
597,CH_Coal,2030,10,9,12,0.0
598,CH_Coal,2030,10,13,16,0.0
599,CH_Coal,2030,10,17,20,0.0
600,CH_Coal,2030,10,21,24,0.0
601,CH_Nuclear,2030,1,1,4,0.0
602,CH_Nuclear,2030,1,5,8,0.0
603,CH_Nuclear,2030,1,9,12,0.0
604,CH_Nuclear,2030,1,13,16,0.0
605,CH_Nuclear,2030,1,17,20,0.0
606,CH_Nuclear,2030,1,21,24,0.0
607,CH_Nuclear,2030,2,1,4,0.0
608,CH_Nuclear,2030,2,5,8,0.0
609,CH_Nuclear,2030,2,9,12,0.0
610,CH_Nuclear,2030,2,13,16,0.0
611,CH_Nuclear,2030,2,17,20,0.0
612,CH_Nuclear,2030,2,21,24,0.0
613,CH_Nuclear,2030,3,1,4,0.0
614,CH_Nuclear,2030,3,5,8,0.0
615,CH_Nuclear,2030,3,9,12,0.0
616,CH_Nuclear,2030,3,13,16,0.0
617,CH_Nuclear,2030,3,17,20,0.0
618,CH_Nuclear,2030,3,21,24,0.0
619,CH_Nuclear,2030,4,1,4,0.0
620,CH_Nuclear,2030,4,5,8,0.0
621,CH_Nuclear,2030,4,9,12,0.0
622,CH_Nuclear,2030,4,13,16,0.0
623,CH_Nuclear,2030,4,17,20,0.0
624,CH_Nuclear,2030,4,21,24,0.0
625,CH_Nuclear,2030,5,1,4,0.0
626,CH_Nuclear,2030,5,5,8,0.0
627,CH_Nuclear,2030,5,9,12,0.0
628,CH_Nuclear,2030,5,13,16,0.0
629,CH_Nuclear,2030,5,17,20,0.0
630,CH_Nuclear,2030,5,21,24,0.0
631,CH_Nuclear,2030,6,1,4,0.0
632,CH_Nuclear,2030,6,5,8,0.0
633,CH_Nuclear,2030,6,9,12,0.0
634,CH_Nuclear,2030,6,13,16,0.0
635,CH_Nuclear,2030,6,17,20,0.0
636,CH_Nuclear,2030,6,21,24,0.0
637,CH_Nuclear,2030,7,1,4,0.0
638,CH_Nuclear,2030,7,5,8,0.0
639,CH_Nuclear,2030,7,9,12,0.0
640,CH_Nuclear,2030,7,13,16,0.0
641,CH_Nuclear,2030,7,17,20,0.0
642,CH_Nuclear,2030,7,21,24,0.0
643,CH_Nuclear,2030,8,1,4,0.0
644,CH_Nuclear,2030,8,5,8,0.0
645,CH_Nuclear,2030,8,9,12,0.0
646,CH_Nuclear,2030,8,13,16,0.0
647,CH_Nuclear,2030,8,17,20,0.0
648,CH_Nuclear,2030,8,21,24,0.0
649,CH_Nuclear,2030,9,1,4,0.0
650,CH_Nuclear,2030,9,5,8,0.0
651,CH_Nuclear,2030,9,9,12,0.0
652,CH_Nuclear,2030,9,13,16,0.0
653,CH_Nuclear,2030,9,17,20,0.0
654,CH_Nuclear,2030,9,21,24,0.0
655,CH_Nuclear,2030,10,1,4,0.0
656,CH_Nuclear,2030,10,5,8,0.0
657,CH_Nuclear,2030,10,9,12,0.0
658,CH_Nuclear,2030,10,13,16,0.0
659,CH_Nuclear,2030,10,17,20,0.0
660,CH_Nuclear,2030,10,21,24,0.0
661,CH_OCGT,2030,1,1,4,0.0
662,CH_OCGT,2030,1,5,8,0.0
663,CH_OCGT,2030,1,9,12,0.0
664,CH_OCGT,2030,1,13,16,0.0
665,CH_OCGT,2030,1,17,20,0.0
666,CH_OCGT,2030,1,21,24,0.0
667,CH_OCGT,2030,2,1,4,0.0
668,CH_OCGT,2030,2,5,8,0.0
669,CH_OCGT,2030,2,9,12,0.0
670,CH_OCGT,2030,2,13,16,0.0
671,CH_OCGT,2030,2,17,20,0.0
672,CH_OCGT,2030,2,21,24,0.0
673,CH_OCGT,2030,3,1,4,0.0
674,CH_OCGT,2030,3,5,8,0.0
675,CH_OCGT,2030,3,9,12,0.0
676,CH_OCGT,2030,3,13,16,0.0
677,CH_OCGT,2030,3,17,20,0.0
678,CH_OCGT,2030,3,21,24,0.0
679,CH_OCGT,2030,4,1,4,0.0
680,CH_OCGT,2030,4,5,8,0.0
681,CH_OCGT,2030,4,9,12,0.0
682,CH_OCGT,2030,4,13,16,0.0
683,CH_OCGT,2030,4,17,20,0.0
684,CH_OCGT,2030,4,21,24,0.0
685,CH_OCGT,2030,5,1,4,0.0
686,CH_OCGT,2030,5,5,8,0.0
687,CH_OCGT,2030,5,9,12,0.0
688,CH_OCGT,2030,5,13,16,0.0
689,CH_OCGT,2030,5,17,20,0.0
690,CH_OCGT,2030,5,21,24,0.0
691,CH_OCGT,2030,6,1,4,0.0
692,CH_OCGT,2030,6,5,8,0.0
693,CH_OCGT,2030,6,9,12,0.0
694,CH_OCGT,2030,6,13,16,0.0
695,CH_OCGT,2030,6,17,20,0.0
696,CH_OCGT,2030,6,21,24,0.0
697,CH_OCGT,2030,7,1,4,0.0
698,CH_OCGT,2030,7,5,8,0.0
699,CH_OCGT,2030,7,9,12,0.0
700,CH_OCGT,2030,7,13,16,0.0
701,CH_OCGT,2030,7,17,20,0.0
702,CH_OCGT,2030,7,21,24,0.0
703,CH_OCGT,2030,8,1,4,0.0
704,CH_OCGT,2030,8,5,8,0.0
705,CH_OCGT,2030,8,9,12,0.0
706,CH_OCGT,2030,8,13,16,0.0
707,CH_OCGT,2030,8,17,20,0.0
708,CH_OCGT,2030,8,21,24,0.0
709,CH_OCGT,2030,9,1,4,0.0
710,CH_OCGT,2030,9,5,8,0.0
711,CH_OCGT,2030,9,9,12,0.0
712,CH_OCGT,2030,9,13,16,0.0
713,CH_OCGT,2030,9,17,20,0.0
714,CH_OCGT,2030,9,21,24,0.0
715,CH_OCGT,2030,10,1,4,0.0
716,CH_OCGT,2030,10,5,8,0.0
717,CH_OCGT,2030,10,9,12,0.0
718,CH_OCGT,2030,10,13,16,0.0
719,CH_OCGT,2030,10,17,20,0.0
720,CH_OCGT,2030,10,21,24,0.0
721,DE_CCGT,2030,1,1,4,0.0
722,DE_CCGT,2030,1,5,8,0.0
723,DE_CCGT,2030,1,9,12,0.0
724,DE_CCGT,2030,1,13,16,0.0
725,DE_CCGT,2030,1,17,20,0.0
726,DE_CCGT,2030,1,21,24,0.0
727,DE_CCGT,2030,2,1,4,0.0
728,DE_CCGT,2030,2,5,8,0.0
729,DE_CCGT,2030,2,9,12,0.0
730,DE_CCGT,2030,2,13,16,0.0
731,DE_CCGT,2030,2,17,20,0.0
732,DE_CCGT,2030,2,21,24,0.0
733,DE_CCGT,2030,3,1,4,0.0
734,DE_CCGT,2030,3,5,8,0.0
735,DE_CCGT,2030,3,9,12,0.0
736,DE_CCGT,2030,3,13,16,0.0
737,DE_CCGT,2030,3,17,20,0.0
738,DE_CCGT,2030,3,21,24,0.0
739,DE_CCGT,2030,4,1,4,0.0
740,DE_CCGT,2030,4,5,8,0.0
741,DE_CCGT,2030,4,9,12,0.0
742,DE_CCGT,2030,4,13,16,0.0
743,DE_CCGT,2030,4,17,20,0.0
744,DE_CCGT,2030,4,21,24,0.0
745,DE_CCGT,2030,5,1,4,0.0
746,DE_CCGT,2030,5,5,8,0.0
747,DE_CCGT,2030,5,9,12,0.0
748,DE_CCGT,2030,5,13,16,0.0
749,DE_CCGT,2030,5,17,20,0.0
750,DE_CCGT,2030,5,21,24,0.0
751,DE_CCGT,2030,6,1,4,0.0
752,DE_CCGT,2030,6,5,8,0.0
753,DE_CCGT,2030,6,9,12,0.0
754,DE_CCGT,2030,6,13,16,0.0
755,DE_CCGT,2030,6,17,20,0.0
756,DE_CCGT,2030,6,21,24,0.0
757,DE_CCGT,2030,7,1,4,0.0
758,DE_CCGT,2030,7,5,8,0.0
759,DE_CCGT,2030,7,9,12,0.0
760,DE_CCGT,2030,7,13,16,0.0
761,DE_CCGT,2030,7,17,20,0.0
762,DE_CCGT,2030,7,21,24,0.0
763,DE_CCGT,2030,8,1,4,0.0
764,DE_CCGT,2030,8,5,8,0.0
765,DE_CCGT,2030,8,9,12,0.0
766,DE_CCGT,2030,8,13,16,0.0
767,DE_CCGT,2030,8,17,20,0.0
768,DE_CCGT,2030,8,21,24,0.0
769,DE_CCGT,2030,9,1,4,0.0
770,DE_CCGT,2030,9,5,8,0.0
771,DE_CCGT,2030,9,9,12,0.0
772,DE_CCGT,2030,9,13,16,0.0
773,DE_CCGT,2030,9,17,20,0.0
774,DE_CCGT,2030,9,21,24,0.0
775,DE_CCGT,2030,10,1,4,0.0
776,DE_CCGT,2030,10,5,8,0.0
777,DE_CCGT,2030,10,9,12,0.0
778,DE_CCGT,2030,10,13,16,0.0
779,DE_CCGT,2030,10,17,20,0.0
780,DE_CCGT,2030,10,21,24,0.0
781,DE_Coal,2030,1,1,4,0.0
782,DE_Coal,2030,1,5,8,0.0
783,DE_Coal,2030,1,9,12,0.0
784,DE_Coal,2030,1,13,16,0.0
785,DE_Coal,2030,1,17,20,0.0
786,DE_Coal,2030,1,21,24,0.0
787,DE_Coal,2030,2,1,4,0.0
788,DE_Coal,2030,2,5,8,0.0
789,DE_Coal,2030,2,9,12,0.0
790,DE_Coal,2030,2,13,16,0.0
791,DE_Coal,2030,2,17,20,0.0
792,DE_Coal,2030,2,21,24,0.0
793,DE_Coal,2030,3,1,4,0.0
794,DE_Coal,2030,3,5,8,0.0
795,DE_Coal,2030,3,9,12,0.0
796,DE_Coal,2030,3,13,16,0.0
797,DE_Coal,2030,3,17,20,0.0
798,DE_Coal,2030,3,21,24,0.0
799,DE_Coal,2030,4,1,4,0.0
800,DE_Coal,2030,4,5,8,0.0
801,DE_Coal,2030,4,9,12,0.0
802,DE_Coal,2030,4,13,16,0.0
803,DE_Coal,2030,4,17,20,0.0
804,DE_Coal,2030,4,21,24,0.0
805,DE_Coal,2030,5,1,4,0.0
806,DE_Coal,2030,5,5,8,0.0
807,DE_Coal,2030,5,9,12,0.0
808,DE_Coal,2030,5,13,16,0.0
809,DE_Coal,2030,5,17,20,0.0
810,DE_Coal,2030,5,21,24,0.0
811,DE_Coal,2030,6,1,4,0.0
812,DE_Coal,2030,6,5,8,0.0
813,DE_Coal,2030,6,9,12,0.0
814,DE_Coal,2030,6,13,16,0.0
815,DE_Coal,2030,6,17,20,0.0
816,DE_Coal,2030,6,21,24,0.0
817,DE_Coal,2030,7,1,4,0.0
818,DE_Coal,2030,7,5,8,0.0
819,DE_Coal,2030,7,9,12,0.0
820,DE_Coal,2030,7,13,16,0.0
821,DE_Coal,2030,7,17,20,0.0
822,DE_Coal,2030,7,21,24,0.0
823,DE_Coal,2030,8,1,4,0.0
824,DE_Coal,2030,8,5,8,0.0
825,DE_Coal,2030,8,9,12,0.0
826,DE_Coal,2030,8,13,16,0.0
827,DE_Coal,2030,8,17,20,0.0
828,DE_Coal,2030,8,21,24,0.0
829,DE_Coal,2030,9,1,4,0.0
830,DE_Coal,2030,9,5,8,0.0
831,DE_Coal,2030,9,9,12,0.0
832,DE_Coal,2030,9,13,16,0.0
833,DE_Coal,2030,9,17,20,0.0
834,DE_Coal,2030,9,21,24,0.0
835,DE_Coal,2030,10,1,4,0.0
836,DE_Coal,2030,10,5,8,0.0
837,DE_Coal,2030,10,9,12,0.0
838,DE_Coal,2030,10,13,16,0.0
839,DE_Coal,2030,10,17,20,0.0
840,DE_Coal,2030,10,21,24,0.0
841,DE_Nuclear,2030,1,1,4,0.0
842,DE_Nuclear,2030,1,5,8,0.0
843,DE_Nuclear,2030,1,9,12,0.0
844,DE_Nuclear,2030,1,13,16,0.0
845,DE_Nuclear,2030,1,17,20,0.0
846,DE_Nuclear,2030,1,21,24,0.0
847,DE_Nuclear,2030,2,1,4,0.0
848,DE_Nuclear,2030,2,5,8,0.0
849,DE_Nuclear,2030,2,9,12,0.0
850,DE_Nuclear,2030,2,13,16,0.0
851,DE_Nuclear,2030,2,17,20,0.0
852,DE_Nuclear,2030,2,21,24,0.0
853,DE_Nuclear,2030,3,1,4,0.0
854,DE_Nuclear,2030,3,5,8,0.0
855,DE_Nuclear,2030,3,9,12,0.0
856,DE_Nuclear,2030,3,13,16,0.0
857,DE_Nuclear,2030,3,17,20,0.0
858,DE_Nuclear,2030,3,21,24,0.0
859,DE_Nuclear,2030,4,1,4,0.0
860,DE_Nuclear,2030,4,5,8,0.0
861,DE_Nuclear,2030,4,9,12,0.0
862,DE_Nuclear,2030,4,13,16,0.0
863,DE_Nuclear,2030,4,17,20,0.0
864,DE_Nuclear,2030,4,21,24,0.0
865,DE_Nuclear,2030,5,1,4,0.0
866,DE_Nuclear,2030,5,5,8,0.0
867,DE_Nuclear,2030,5,9,12,0.0
868,DE_Nuclear,2030,5,13,16,0.0
869,DE_Nuclear,2030,5,17,20,0.0
870,DE_Nuclear,2030,5,21,24,0.0
871,DE_Nuclear,2030,6,1,4,0.0
872,DE_Nuclear,2030,6,5,8,0.0
873,DE_Nuclear,2030,6,9,12,0.0
874,DE_Nuclear,2030,6,13,16,0.0
875,DE_Nuclear,2030,6,17,20,0.0
876,DE_Nuclear,2030,6,21,24,0.0
877,DE_Nuclear,2030,7,1,4,0.0
878,DE_Nuclear,2030,7,5,8,0.0
879,DE_Nuclear,2030,7,9,12,0.0
880,DE_Nuclear,2030,7,13,16,0.0
881,DE_Nuclear,2030,7,17,20,0.0
882,DE_Nuclear,2030,7,21,24,0.0
883,DE_Nuclear,2030,8,1,4,0.0
884,DE_Nuclear,2030,8,5,8,0.0
885,DE_Nuclear,2030,8,9,12,0.0
886,DE_Nuclear,2030,8,13,16,0.0
887,DE_Nuclear,2030,8,17,20,0.0
888,DE_Nuclear,2030,8,21,24,0.0
889,DE_Nuclear,2030,9,1,4,0.0
890,DE_Nuclear,2030,9,5,8,0.0
891,DE_Nuclear,2030,9,9,12,0.0
892,DE_Nuclear,2030,9,13,16,0.0
893,DE_Nuclear,2030,9,17,20,0.0
894,DE_Nuclear,2030,9,21,24,0.0
895,DE_Nuclear,2030,10,1,4,0.0
896,DE_Nuclear,2030,10,5,8,0.0
897,DE_Nuclear,2030,10,9,12,0.0
898,DE_Nuclear,2030,10,13,16,0.0
899,DE_Nuclear,2030,10,17,20,0.0
900,DE_Nuclear,2030,10,21,24,0.0
901,DE_OCGT,2030,1,1,4,0.0
902,DE_OCGT,2030,1,5,8,0.0
903,DE_OCGT,2030,1,9,12,0.0
904,DE_OCGT,2030,1,13,16,0.0
905,DE_OCGT,2030,1,17,20,0.0
906,DE_OCGT,2030,1,21,24,0.0
907,DE_OCGT,2030,2,1,4,0.0
908,DE_OCGT,2030,2,5,8,0.0
909,DE_OCGT,2030,2,9,12,0.0
910,DE_OCGT,2030,2,13,16,0.0
911,DE_OCGT,2030,2,17,20,0.0
912,DE_OCGT,2030,2,21,24,0.0
913,DE_OCGT,2030,3,1,4,0.0
914,DE_OCGT,2030,3,5,8,0.0
915,DE_OCGT,2030,3,9,12,0.0
916,DE_OCGT,2030,3,13,16,0.0
917,DE_OCGT,2030,3,17,20,0.0
918,DE_OCGT,2030,3,21,24,0.0
919,DE_OCGT,2030,4,1,4,0.0
920,DE_OCGT,2030,4,5,8,0.0
921,DE_OCGT,2030,4,9,12,0.0
922,DE_OCGT,2030,4,13,16,0.0
923,DE_OCGT,2030,4,17,20,0.0
924,DE_OCGT,2030,4,21,24,0.0
925,DE_OCGT,2030,5,1,4,0.0
926,DE_OCGT,2030,5,5,8,0.0
927,DE_OCGT,2030,5,9,12,0.0
928,DE_OCGT,2030,5,13,16,0.0
929,DE_OCGT,2030,5,17,20,0.0
930,DE_OCGT,2030,5,21,24,0.0
931,DE_OCGT,2030,6,1,4,0.0
932,DE_OCGT,2030,6,5,8,0.0
933,DE_OCGT,2030,6,9,12,0.0
934,DE_OCGT,2030,6,13,16,0.0
935,DE_OCGT,2030,6,17,20,0.0
936,DE_OCGT,2030,6,21,24,0.0
937,DE_OCGT,2030,7,1,4,0.0
938,DE_OCGT,2030,7,5,8,0.0
939,DE_OCGT,2030,7,9,12,0.0
940,DE_OCGT,2030,7,13,16,0.0
941,DE_OCGT,2030,7,17,20,0.0
942,DE_OCGT,2030,7,21,24,0.0
943,DE_OCGT,2030,8,1,4,0.0
944,DE_OCGT,2030,8,5,8,0.0
945,DE_OCGT,2030,8,9,12,0.0
946,DE_OCGT,2030,8,13,16,0.0
947,DE_OCGT,2030,8,17,20,0.0
948,DE_OCGT,2030,8,21,24,0.0
949,DE_OCGT,2030,9,1,4,0.0
950,DE_OCGT,2030,9,5,8,0.0
951,DE_OCGT,2030,9,9,12,0.0
952,DE_OCGT,2030,9,13,16,0.0
953,DE_OCGT,2030,9,17,20,0.0
954,DE_OCGT,2030,9,21,24,0.0
955,DE_OCGT,2030,10,1,4,0.0
956,DE_OCGT,2030,10,5,8,0.0
957,DE_OCGT,2030,10,9,12,0.0
958,DE_OCGT,2030,10,13,16,0.0
959,DE_OCGT,2030,10,17,20,0.0
960,DE_OCGT,2030,10,21,24,0.0
961,FR_CCGT,2030,1,1,4,0.0
962,FR_CCGT,2030,1,5,8,0.0
963,FR_CCGT,2030,1,9,12,0.0
964,FR_CCGT,2030,1,13,16,0.0
965,FR_CCGT,2030,1,17,20,0.0
966,FR_CCGT,2030,1,21,24,0.0
967,FR_CCGT,2030,2,1,4,0.0
968,FR_CCGT,2030,2,5,8,0.0
969,FR_CCGT,2030,2,9,12,0.0
970,FR_CCGT,2030,2,13,16,0.0
971,FR_CCGT,2030,2,17,20,0.0
972,FR_CCGT,2030,2,21,24,0.0
973,FR_CCGT,2030,3,1,4,0.0
974,FR_CCGT,2030,3,5,8,0.0
975,FR_CCGT,2030,3,9,12,0.0
976,FR_CCGT,2030,3,13,16,0.0
977,FR_CCGT,2030,3,17,20,0.0
978,FR_CCGT,2030,3,21,24,0.0
979,FR_CCGT,2030,4,1,4,0.0
980,FR_CCGT,2030,4,5,8,0.0
981,FR_CCGT,2030,4,9,12,0.0
982,FR_CCGT,2030,4,13,16,0.0
983,FR_CCGT,2030,4,17,20,0.0
984,FR_CCGT,2030,4,21,24,0.0
985,FR_CCGT,2030,5,1,4,0.0
986,FR_CCGT,2030,5,5,8,0.0
987,FR_CCGT,2030,5,9,12,0.0
988,FR_CCGT,2030,5,13,16,0.0
989,FR_CCGT,2030,5,17,20,0.0
990,FR_CCGT,2030,5,21,24,0.0
991,FR_CCGT,2030,6,1,4,0.0
992,FR_CCGT,2030,6,5,8,0.0
993,FR_CCGT,2030,6,9,12,0.0
994,FR_CCGT,2030,6,13,16,0.0
995,FR_CCGT,2030,6,17,20,0.0
996,FR_CCGT,2030,6,21,24,0.0
997,FR_CCGT,2030,7,1,4,0.0
998,FR_CCGT,2030,7,5,8,0.0
999,FR_CCGT,2030,7,9,12,0.0
1000,FR_CCGT,2030,7,13,16,0.0
1001,FR_CCGT,2030,7,17,20,0.0
1002,FR_CCGT,2030,7,21,24,0.0
1003,FR_CCGT,2030,8,1,4,0.0
1004,FR_CCGT,2030,8,5,8,0.0
1005,FR_CCGT,2030,8,9,12,0.0
1006,FR_CCGT,2030,8,13,16,0.0
1007,FR_CCGT,2030,8,17,20,0.0
1008,FR_CCGT,2030,8,21,24,0.0
1009,FR_CCGT,2030,9,1,4,0.0
1010,FR_CCGT,2030,9,5,8,0.0
1011,FR_CCGT,2030,9,9,12,0.0
1012,FR_CCGT,2030,9,13,16,0.0
1013,FR_CCGT,2030,9,17,20,0.0
1014,FR_CCGT,2030,9,21,24,0.0
1015,FR_CCGT,2030,10,1,4,0.0
1016,FR_CCGT,2030,10,5,8,0.0
1017,FR_CCGT,2030,10,9,12,0.0
1018,FR_CCGT,2030,10,13,16,0.0
1019,FR_CCGT,2030,10,17,20,0.0
1020,FR_CCGT,2030,10,21,24,0.0
1021,FR_Coal,2030,1,1,4,0.0
1022,FR_Coal,2030,1,5,8,0.0
1023,FR_Coal,2030,1,9,12,0.0
1024,FR_Coal,2030,1,13,16,0.0
1025,FR_Coal,2030,1,17,20,0.0
1026,FR_Coal,2030,1,21,24,0.0
1027,FR_Coal,2030,2,1,4,0.0
1028,FR_Coal,2030,2,5,8,0.0
1029,FR_Coal,2030,2,9,12,0.0
1030,FR_Coal,2030,2,13,16,0.0
1031,FR_Coal,2030,2,17,20,0.0
1032,FR_Coal,2030,2,21,24,0.0
1033,FR_Coal,2030,3,1,4,0.0
1034,FR_Coal,2030,3,5,8,0.0
1035,FR_Coal,2030,3,9,12,0.0
1036,FR_Coal,2030,3,13,16,0.0
1037,FR_Coal,2030,3,17,20,0.0
1038,FR_Coal,2030,3,21,24,0.0
1039,FR_Coal,2030,4,1,4,0.0
1040,FR_Coal,2030,4,5,8,0.0
1041,FR_Coal,2030,4,9,12,0.0
1042,FR_Coal,2030,4,13,16,0.0
1043,FR_Coal,2030,4,17,20,0.0
1044,FR_Coal,2030,4,21,24,0.0
1045,FR_Coal,2030,5,1,4,0.0
1046,FR_Coal,2030,5,5,8,0.0
1047,FR_Coal,2030,5,9,12,0.0
1048,FR_Coal,2030,5,13,16,0.0
1049,FR_Coal,2030,5,17,20,0.0
1050,FR_Coal,2030,5,21,24,0.0
1051,FR_Coal,2030,6,1,4,0.0
1052,FR_Coal,2030,6,5,8,0.0
1053,FR_Coal,2030,6,9,12,0.0
1054,FR_Coal,2030,6,13,16,0.0
1055,FR_Coal,2030,6,17,20,0.0
1056,FR_Coal,2030,6,21,24,0.0
1057,FR_Coal,2030,7,1,4,0.0
1058,FR_Coal,2030,7,5,8,0.0
1059,FR_Coal,2030,7,9,12,0.0
1060,FR_Coal,2030,7,13,16,0.0
1061,FR_Coal,2030,7,17,20,0.0
1062,FR_Coal,2030,7,21,24,0.0
1063,FR_Coal,2030,8,1,4,0.0
1064,FR_Coal,2030,8,5,8,0.0
1065,FR_Coal,2030,8,9,12,0.0
1066,FR_Coal,2030,8,13,16,0.0
1067,FR_Coal,2030,8,17,20,0.0
1068,FR_Coal,2030,8,21,24,0.0
1069,FR_Coal,2030,9,1,4,0.0
1070,FR_Coal,2030,9,5,8,0.0
1071,FR_Coal,2030,9,9,12,0.0
1072,FR_Coal,2030,9,13,16,0.0
1073,FR_Coal,2030,9,17,20,0.0
1074,FR_Coal,2030,9,21,24,0.0
1075,FR_Coal,2030,10,1,4,0.0
1076,FR_Coal,2030,10,5,8,0.0
1077,FR_Coal,2030,10,9,12,0.0
1078,FR_Coal,2030,10,13,16,0.0
1079,FR_Coal,2030,10,17,20,0.0
1080,FR_Coal,2030,10,21,24,0.0
1081,FR_Nuclear,2030,1,1,4,0.0
1082,FR_Nuclear,2030,1,5,8,0.0
1083,FR_Nuclear,2030,1,9,12,0.0
1084,FR_Nuclear,2030,1,13,16,0.0
1085,FR_Nuclear,2030,1,17,20,0.0
1086,FR_Nuclear,2030,1,21,24,0.0
1087,FR_Nuclear,2030,2,1,4,0.0
1088,FR_Nuclear,2030,2,5,8,0.0
1089,FR_Nuclear,2030,2,9,12,0.0
1090,FR_Nuclear,2030,2,13,16,0.0
1091,FR_Nuclear,2030,2,17,20,0.0
1092,FR_Nuclear,2030,2,21,24,0.0
1093,FR_Nuclear,2030,3,1,4,0.0
1094,FR_Nuclear,2030,3,5,8,0.0
1095,FR_Nuclear,2030,3,9,12,0.0
1096,FR_Nuclear,2030,3,13,16,0.0
1097,FR_Nuclear,2030,3,17,20,0.0
1098,FR_Nuclear,2030,3,21,24,0.0
1099,FR_Nuclear,2030,4,1,4,0.0
1100,FR_Nuclear,2030,4,5,8,0.0
1101,FR_Nuclear,2030,4,9,12,0.0
1102,FR_Nuclear,2030,4,13,16,0.0
1103,FR_Nuclear,2030,4,17,20,0.0
1104,FR_Nuclear,2030,4,21,24,0.0
1105,FR_Nuclear,2030,5,1,4,0.0
1106,FR_Nuclear,2030,5,5,8,0.0
1107,FR_Nuclear,2030,5,9,12,0.0
1108,FR_Nuclear,2030,5,13,16,0.0
1109,FR_Nuclear,2030,5,17,20,0.0
1110,FR_Nuclear,2030,5,21,24,0.0
1111,FR_Nuclear,2030,6,1,4,0.0
1112,FR_Nuclear,2030,6,5,8,0.0
1113,FR_Nuclear,2030,6,9,12,0.0
1114,FR_Nuclear,2030,6,13,16,0.0
1115,FR_Nuclear,2030,6,17,20,0.0
1116,FR_Nuclear,2030,6,21,24,0.0
1117,FR_Nuclear,2030,7,1,4,0.0
1118,FR_Nuclear,2030,7,5,8,0.0
1119,FR_Nuclear,2030,7,9,12,0.0
1120,FR_Nuclear,2030,7,13,16,0.0
1121,FR_Nuclear,2030,7,17,20,0.0
1122,FR_Nuclear,2030,7,21,24,0.0
1123,FR_Nuclear,2030,8,1,4,0.0
1124,FR_Nuclear,2030,8,5,8,0.0
1125,FR_Nuclear,2030,8,9,12,0.0
1126,FR_Nuclear,2030,8,13,16,0.0
1127,FR_Nuclear,2030,8,17,20,0.0
1128,FR_Nuclear,2030,8,21,24,0.0
1129,FR_Nuclear,2030,9,1,4,0.0
1130,FR_Nuclear,2030,9,5,8,0.0
1131,FR_Nuclear,2030,9,9,12,0.0
1132,FR_Nuclear,2030,9,13,16,0.0
1133,FR_Nuclear,2030,9,17,20,0.0
1134,FR_Nuclear,2030,9,21,24,0.0
1135,FR_Nuclear,2030,10,1,4,0.0
1136,FR_Nuclear,2030,10,5,8,0.0
1137,FR_Nuclear,2030,10,9,12,0.0
1138,FR_Nuclear,2030,10,13,16,0.0
1139,FR_Nuclear,2030,10,17,20,0.0
1140,FR_Nuclear,2030,10,21,24,0.0
1141,FR_OCGT,2030,1,1,4,0.0
1142,FR_OCGT,2030,1,5,8,0.0
1143,FR_OCGT,2030,1,9,12,0.0
1144,FR_OCGT,2030,1,13,16,0.0
1145,FR_OCGT,2030,1,17,20,0.0
1146,FR_OCGT,2030,1,21,24,0.0
1147,FR_OCGT,2030,2,1,4,0.0
1148,FR_OCGT,2030,2,5,8,0.0
1149,FR_OCGT,2030,2,9,12,0.0
1150,FR_OCGT,2030,2,13,16,0.0
1151,FR_OCGT,2030,2,17,20,0.0
1152,FR_OCGT,2030,2,21,24,0.0
1153,FR_OCGT,2030,3,1,4,0.0
1154,FR_OCGT,2030,3,5,8,0.0
1155,FR_OCGT,2030,3,9,12,0.0
1156,FR_OCGT,2030,3,13,16,0.0
1157,FR_OCGT,2030,3,17,20,0.0
1158,FR_OCGT,2030,3,21,24,0.0
1159,FR_OCGT,2030,4,1,4,0.0
1160,FR_OCGT,2030,4,5,8,0.0
1161,FR_OCGT,2030,4,9,12,0.0
1162,FR_OCGT,2030,4,13,16,0.0
1163,FR_OCGT,2030,4,17,20,0.0
1164,FR_OCGT,2030,4,21,24,0.0
1165,FR_OCGT,2030,5,1,4,0.0
1166,FR_OCGT,2030,5,5,8,0.0
1167,FR_OCGT,2030,5,9,12,0.0
1168,FR_OCGT,2030,5,13,16,0.0
1169,FR_OCGT,2030,5,17,20,0.0
1170,FR_OCGT,2030,5,21,24,0.0
1171,FR_OCGT,2030,6,1,4,0.0
1172,FR_OCGT,2030,6,5,8,0.0
1173,FR_OCGT,2030,6,9,12,0.0
1174,FR_OCGT,2030,6,13,16,0.0
1175,FR_OCGT,2030,6,17,20,0.0
1176,FR_OCGT,2030,6,21,24,0.0
1177,FR_OCGT,2030,7,1,4,0.0
1178,FR_OCGT,2030,7,5,8,0.0
1179,FR_OCGT,2030,7,9,12,0.0
1180,FR_OCGT,2030,7,13,16,0.0
1181,FR_OCGT,2030,7,17,20,0.0
1182,FR_OCGT,2030,7,21,24,0.0
1183,FR_OCGT,2030,8,1,4,0.0
1184,FR_OCGT,2030,8,5,8,0.0
1185,FR_OCGT,2030,8,9,12,0.0
1186,FR_OCGT,2030,8,13,16,0.0
1187,FR_OCGT,2030,8,17,20,0.0
1188,FR_OCGT,2030,8,21,24,0.0
1189,FR_OCGT,2030,9,1,4,0.0
1190,FR_OCGT,2030,9,5,8,0.0
1191,FR_OCGT,2030,9,9,12,0.0
1192,FR_OCGT,2030,9,13,16,0.0
