id,asset,year,rep_period,time_block_start,time_block_end,solution
1,AT_Battery,2030,1,1,3,258.1096154650082
2,AT_Battery,2030,1,4,6,258.1096154650082
3,AT_Battery,2030,1,7,9,0.0
4,AT_Battery,2030,1,10,12,0.0
5,AT_Battery,2030,1,13,15,220.99239261729167
6,AT_Battery,2030,1,16,18,258.1096154650082
7,AT_Battery,2030,1,19,21,0.0
8,AT_Battery,2030,1,22,24,0.0
9,AT_Battery,2030,2,1,3,91.93758488478757
10,AT_Battery,2030,2,4,6,258.1096154650082
11,AT_Battery,2030,2,7,9,220.99239261729167
12,AT_Battery,2030,2,10,12,0.0
13,AT_Battery,2030,2,13,15,160.8774142880623
14,AT_Battery,2030,2,16,18,183.87516976957514
15,AT_Battery,2030,2,19,21,0.0
16,AT_Battery,2030,2,22,24,0.0
17,AT_Battery,2030,3,1,3,166.17203058022062
18,AT_Battery,2030,3,4,6,258.1096154650082
19,AT_Battery,2030,3,7,9,205.14423367991358
20,AT_Battery,2030,3,10,12,236.60592985291157
21,AT_Battery,2030,3,13,15,258.1096154650082
22,AT_Battery,2030,3,16,18,166.1720305802205
23,AT_Battery,2030,3,19,21,0.0
24,AT_Battery,2030,3,22,24,0.0
25,AT_Battery,2030,4,1,3,0.0
26,AT_Battery,2030,4,4,6,0.0
27,AT_Battery,2030,4,7,9,0.0
28,AT_Battery,2030,4,10,12,0.0
29,AT_Battery,2030,4,13,15,0.0
30,AT_Battery,2030,4,16,18,0.0
31,AT_Battery,2030,4,19,21,0.0
32,AT_Battery,2030,4,22,24,0.0
33,AT_Battery,2030,5,1,3,0.0
34,AT_Battery,2030,5,4,6,0.0
35,AT_Battery,2030,5,7,9,0.0
36,AT_Battery,2030,5,10,12,156.06223650554296
37,AT_Battery,2030,5,13,15,156.06223650554296
38,AT_Battery,2030,5,16,18,0.0
39,AT_Battery,2030,5,19,21,0.0
40,AT_Battery,2030,5,22,24,0.0
41,AT_Battery,2030,6,1,3,0.0
42,AT_Battery,2030,6,4,6,258.1096154650082
43,AT_Battery,2030,6,7,9,37.11722284771652
44,AT_Battery,2030,6,10,12,0.0
45,AT_Battery,2030,6,13,15,0.0
46,AT_Battery,2030,6,16,18,183.87516976957514
47,AT_Battery,2030,6,19,21,91.93758488478757
48,AT_Battery,2030,6,22,24,0.0
49,AT_Battery,2030,7,1,3,220.99239261729167
50,AT_Battery,2030,7,4,6,258.1096154650082
51,AT_Battery,2030,7,7,9,0.0
