id,asset,milestone_year,investment_integer_storage_energy,capacity_storage_energy,investment_limit_storage_energy,solution
1,NL_Battery,2030,false,100.0,,1.5436907648461329
2,BE_Battery,2030,false,100.0,,0.0
3,DE_Battery,2030,false,100.0,,21.915215083065117
4,FR_Battery,2030,false,100.0,,38.43185470721538
5,LU_Battery,2030,false,100.0,,2.611936077857274
6,CH_Battery,2030,false,100.0,,0.8021202984278528
7,AT_Battery,2030,false,100.0,,3.5952519720693408
