id,asset,year,rep_period,time_block_start,time_block_end,dual_balance_consumer
1,AT_E_Demand,2030,1,1,1,0.9381
2,AT_E_Demand,2030,1,2,2,0.9381
3,AT_E_Demand,2030,1,3,3,0.9381
4,AT_E_Demand,2030,1,4,4,0.9381
5,AT_E_Demand,2030,1,5,5,1.749
6,AT_E_Demand,2030,1,6,6,1.749
7,AT_E_Demand,2030,1,7,7,1.749
8,AT_E_Demand,2030,1,8,8,1.749
9,AT_E_Demand,2030,1,9,9,1.749
10,AT_E_Demand,2030,1,10,10,1.749
11,AT_E_Demand,2030,1,11,11,1.749
12,AT_E_Demand,2030,1,12,12,1.749
13,AT_E_Demand,2030,1,13,13,0.9381
14,AT_E_Demand,2030,1,14,14,0.9381
15,AT_E_Demand,2030,1,15,15,0.9381
16,AT_E_Demand,2030,1,16,16,0.9381
17,AT_E_Demand,2030,1,17,17,1.749
18,AT_E_Demand,2030,1,18,18,1.749
19,AT_E_Demand,2030,1,19,19,1.749
20,AT_E_Demand,2030,1,20,20,1.749
21,AT_E_Demand,2030,1,21,21,0.9381
22,AT_E_Demand,2030,1,22,22,0.9381
23,AT_E_Demand,2030,1,23,23,0.9381
24,AT_E_Demand,2030,1,24,24,0.9381
25,AT_E_Demand,2030,2,1,1,0.066
26,AT_E_Demand,2030,2,2,2,0.066
27,AT_E_Demand,2030,2,3,3,0.066
28,AT_E_Demand,2030,2,4,4,0.066
29,AT_E_Demand,2030,2,5,5,0.066
30,AT_E_Demand,2030,2,6,6,0.066
31,AT_E_Demand,2030,2,7,7,0.5841000000000001
32,AT_E_Demand,2030,2,8,8,0.5841000000000001
33,AT_E_Demand,2030,2,9,9,0.5841000000000001
34,AT_E_Demand,2030,2,10,10,0.5841000000000001
35,AT_E_Demand,2030,2,11,11,0.5841000000000001
36,AT_E_Demand,2030,2,12,12,0.5841000000000001
37,AT_E_Demand,2030,2,13,13,0.066
38,AT_E_Demand,2030,2,14,14,0.066
39,AT_E_Demand,2030,2,15,15,0.066
40,AT_E_Demand,2030,2,16,16,0.066
41,AT_E_Demand,2030,2,17,17,0.066
42,AT_E_Demand,2030,2,18,18,0.066
43,AT_E_Demand,2030,2,19,19,0.066
44,AT_E_Demand,2030,2,20,20,0.066
45,AT_E_Demand,2030,2,21,21,0.066
46,AT_E_Demand,2030,2,22,22,0.066
47,AT_E_Demand,2030,2,23,23,0.066
48,AT_E_Demand,2030,2,24,24,0.066
49,AT_E_Demand,2030,3,1,1,0.5133
50,AT_E_Demand,2030,3,2,2,0.5133
51,AT_E_Demand,2030,3,3,3,0.5133
52,AT_E_Demand,2030,3,4,4,0.5133
53,AT_E_Demand,2030,3,5,5,0.5133
54,AT_E_Demand,2030,3,6,6,0.5133
55,AT_E_Demand,2030,3,7,7,0.9570000000000001
56,AT_E_Demand,2030,3,8,8,0.9570000000000001
57,AT_E_Demand,2030,3,9,9,0.9570000000000001
58,AT_E_Demand,2030,3,10,10,0.9570000000000001
59,AT_E_Demand,2030,3,11,11,0.9570000000000001
60,AT_E_Demand,2030,3,12,12,2.2116000000000007
61,AT_E_Demand,2030,3,13,13,0.9570000000000001
62,AT_E_Demand,2030,3,14,14,0.9570000000000001
63,AT_E_Demand,2030,3,15,15,1.4789999999999999
64,AT_E_Demand,2030,3,16,16,1.4789999999999999
65,AT_E_Demand,2030,3,17,17,1.4789999999999999
66,AT_E_Demand,2030,3,18,18,12.954565705666337
67,AT_E_Demand,2030,3,19,19,1.4789999999999999
68,AT_E_Demand,2030,3,20,20,1.4789999999999999
69,AT_E_Demand,2030,3,21,21,1.4789999999999999
70,AT_E_Demand,2030,3,22,22,1.4789999999999999
71,AT_E_Demand,2030,3,23,23,0.9570000000000001
72,AT_E_Demand,2030,3,24,24,0.9570000000000001
73,AT_E_Demand,2030,4,1,1,0.4071
74,AT_E_Demand,2030,4,2,2,0.4071
75,AT_E_Demand,2030,4,3,3,0.4071
76,AT_E_Demand,2030,4,4,4,0.4071
77,AT_E_Demand,2030,4,5,5,0.4071
78,AT_E_Demand,2030,4,6,6,0.4071
79,AT_E_Demand,2030,4,7,7,0.4071
80,AT_E_Demand,2030,4,8,8,0.4071
81,AT_E_Demand,2030,4,9,9,0.4071
82,AT_E_Demand,2030,4,10,10,0.4071
83,AT_E_Demand,2030,4,11,11,0.4071
84,AT_E_Demand,2030,4,12,12,0.4071
85,AT_E_Demand,2030,4,13,13,0.4071
86,AT_E_Demand,2030,4,14,14,0.4071
87,AT_E_Demand,2030,4,15,15,0.4071
88,AT_E_Demand,2030,4,16,16,0.4071
89,AT_E_Demand,2030,4,17,17,0.4071
90,AT_E_Demand,2030,4,18,18,0.4071
91,AT_E_Demand,2030,4,19,19,0.4071
92,AT_E_Demand,2030,4,20,20,0.4071
93,AT_E_Demand,2030,4,21,21,0.4071
94,AT_E_Demand,2030,4,22,22,0.4071
95,AT_E_Demand,2030,4,23,23,0.4071
96,AT_E_Demand,2030,4,24,24,0.4071
97,AT_E_Demand,2030,5,1,1,0.10400000000000001
98,AT_E_Demand,2030,5,2,2,0.10400000000000001
99,AT_E_Demand,2030,5,3,3,0.10400000000000001
100,AT_E_Demand,2030,5,4,4,0.10400000000000001
101,AT_E_Demand,2030,5,5,5,0.10400000000000001
102,AT_E_Demand,2030,5,6,6,0.10400000000000001
103,AT_E_Demand,2030,5,7,7,0.10400000000000001
104,AT_E_Demand,2030,5,8,8,0.10400000000000001
105,AT_E_Demand,2030,5,9,9,0.10400000000000001
106,AT_E_Demand,2030,5,10,10,0.10400000000000001
107,AT_E_Demand,2030,5,11,11,0.10400000000000001
108,AT_E_Demand,2030,5,12,12,0.10400000000000001
109,AT_E_Demand,2030,5,13,13,0.10400000000000001
110,AT_E_Demand,2030,5,14,14,0.10400000000000001
111,AT_E_Demand,2030,5,15,15,0.10400000000000001
112,AT_E_Demand,2030,5,16,16,0.10400000000000001
113,AT_E_Demand,2030,5,17,17,0.10400000000000001
114,AT_E_Demand,2030,5,18,18,0.10400000000000001
115,AT_E_Demand,2030,5,19,19,0.10400000000000001
116,AT_E_Demand,2030,5,20,20,0.10400000000000001
117,AT_E_Demand,2030,5,21,21,0.10400000000000001
118,AT_E_Demand,2030,5,22,22,0.10400000000000001
119,AT_E_Demand,2030,5,23,23,0.10400000000000001
120,AT_E_Demand,2030,5,24,24,0.10400000000000001
121,AT_E_Demand,2030,6,1,1,0.3186
122,AT_E_Demand,2030,6,2,2,0.3186
123,AT_E_Demand,2030,6,3,3,0.036000000000000004
124,AT_E_Demand,2030,6,4,4,0.036000000000000004
125,AT_E_Demand,2030,6,5,5,0.3186
126,AT_E_Demand,2030,6,6,6,0.3186
127,AT_E_Demand,2030,6,7,7,0.3186
128,AT_E_Demand,2030,6,8,8,0.3186
129,AT_E_Demand,2030,6,9,9,0.3186
130,AT_E_Demand,2030,6,10,10,0.3186
131,AT_E_Demand,2030,6,11,11,0.3186
132,AT_E_Demand,2030,6,12,12,0.3186
133,AT_E_Demand,2030,6,13,13,0.3186
134,AT_E_Demand,2030,6,14,14,0.3186
135,AT_E_Demand,2030,6,15,15,0.3186
136,AT_E_Demand,2030,6,16,16,0.3186
137,AT_E_Demand,2030,6,17,17,0.3186
138,AT_E_Demand,2030,6,18,18,0.3186
139,AT_E_Demand,2030,6,19,19,0.3186
140,AT_E_Demand,2030,6,20,20,0.3186
141,AT_E_Demand,2030,6,21,21,0.3186
142,AT_E_Demand,2030,6,22,22,0.3186
143,AT_E_Demand,2030,6,23,23,0.3186
144,AT_E_Demand,2030,6,24,24,0.3186
145,AT_E_Demand,2030,7,1,1,0.6549
146,AT_E_Demand,2030,7,2,2,0.6549
147,AT_E_Demand,2030,7,3,3,0.6549
148,AT_E_Demand,2030,7,4,4,0.6549
149,AT_E_Demand,2030,7,5,5,0.6549
150,AT_E_Demand,2030,7,6,6,0.6549
151,AT_E_Demand,2030,7,7,7,1.221
152,AT_E_Demand,2030,7,8,8,1.221
153,AT_E_Demand,2030,7,9,9,1.221
154,AT_E_Demand,2030,7,10,10,1.221
155,AT_E_Demand,2030,7,11,11,0.6549
156,AT_E_Demand,2030,7,12,12,0.6549
157,AT_E_Demand,2030,7,13,13,0.6549
158,AT_E_Demand,2030,7,14,14,0.6549
159,AT_E_Demand,2030,7,15,15,0.6549
160,AT_E_Demand,2030,7,16,16,0.6549
161,AT_E_Demand,2030,7,17,17,1.221
162,AT_E_Demand,2030,7,18,18,1.8869999999999998
163,AT_E_Demand,2030,7,19,19,1.8869999999999998
164,AT_E_Demand,2030,7,20,20,1.8869999999999998
165,AT_E_Demand,2030,7,21,21,1.221
166,AT_E_Demand,2030,7,22,22,1.221
167,AT_E_Demand,2030,7,23,23,0.6549
168,AT_E_Demand,2030,7,24,24,0.6549
169,AT_E_Demand,2030,8,1,1,0.5487
170,AT_E_Demand,2030,8,2,2,0.5487
171,AT_E_Demand,2030,8,3,3,0.5487
172,AT_E_Demand,2030,8,4,4,0.5487
173,AT_E_Demand,2030,8,5,5,0.5487
174,AT_E_Demand,2030,8,6,6,0.5487
175,AT_E_Demand,2030,8,7,7,0.5487
176,AT_E_Demand,2030,8,8,8,0.5487
177,AT_E_Demand,2030,8,9,9,0.5487
