id,asset,year,rep_period,time_block_start,time_block_end,dual_max_input_flows_limit_simple_method
632,LU_Battery,2030,3,15,16,0.0
633,LU_Battery,2030,3,17,18,0.0
634,LU_Battery,2030,3,19,20,0.0
635,LU_Battery,2030,3,21,22,0.0
636,LU_Battery,2030,3,23,24,0.0
637,LU_Battery,2030,4,1,2,0.0
638,LU_Battery,2030,4,3,4,0.0
639,LU_Battery,2030,4,5,6,0.0
640,LU_Battery,2030,4,7,8,0.0
641,LU_Battery,2030,4,9,10,0.0
642,LU_Battery,2030,4,11,12,0.0
643,LU_Battery,2030,4,13,14,0.0
644,LU_Battery,2030,4,15,16,0.0
645,LU_Battery,2030,4,17,18,0.0
646,LU_Battery,2030,4,19,20,0.0
647,LU_Battery,2030,4,21,22,0.0
648,LU_Battery,2030,4,23,24,0.0
649,LU_Battery,2030,5,1,2,0.0
650,LU_Battery,2030,5,3,4,0.0
651,LU_Battery,2030,5,5,6,0.0
652,LU_Battery,2030,5,7,8,0.0
653,LU_Battery,2030,5,9,10,0.0
654,LU_Battery,2030,5,11,12,0.0
655,LU_Battery,2030,5,13,14,0.0
656,LU_Battery,2030,5,15,16,0.0
657,LU_Battery,2030,5,17,18,0.0
658,LU_Battery,2030,5,19,20,0.0
659,LU_Battery,2030,5,21,22,0.0
660,LU_Battery,2030,5,23,24,0.0
661,LU_Battery,2030,6,1,2,0.0
662,LU_Battery,2030,6,3,4,0.0
663,LU_Battery,2030,6,5,6,0.0
664,LU_Battery,2030,6,7,8,0.0
665,LU_Battery,2030,6,9,10,0.0
666,LU_Battery,2030,6,11,12,0.0
667,LU_Battery,2030,6,13,14,0.0
668,LU_Battery,2030,6,15,16,0.0
669,LU_Battery,2030,6,17,18,0.0
670,LU_Battery,2030,6,19,20,0.0
671,LU_Battery,2030,6,21,22,0.0
672,LU_Battery,2030,6,23,24,0.0
673,LU_Battery,2030,7,1,2,0.0
674,LU_Battery,2030,7,3,4,0.0
675,LU_Battery,2030,7,5,6,0.0
676,LU_Battery,2030,7,7,8,0.0
677,LU_Battery,2030,7,9,10,0.0
678,LU_Battery,2030,7,11,12,0.0
679,LU_Battery,2030,7,13,14,0.0
680,LU_Battery,2030,7,15,16,0.0
681,LU_Battery,2030,7,17,18,0.0
682,LU_Battery,2030,7,19,20,0.0
683,LU_Battery,2030,7,21,22,0.0
684,LU_Battery,2030,7,23,24,0.0
685,LU_Battery,2030,8,1,2,0.0
686,LU_Battery,2030,8,3,4,0.0
687,LU_Battery,2030,8,5,6,0.0
688,LU_Battery,2030,8,7,8,0.0
689,LU_Battery,2030,8,9,10,0.0
690,LU_Battery,2030,8,11,12,0.0
691,LU_Battery,2030,8,13,14,0.0
692,LU_Battery,2030,8,15,16,0.0
693,LU_Battery,2030,8,17,18,0.0
694,LU_Battery,2030,8,19,20,0.0
695,LU_Battery,2030,8,21,22,0.0
696,LU_Battery,2030,8,23,24,0.0
697,LU_Battery,2030,9,1,2,0.0
698,LU_Battery,2030,9,3,4,0.0
699,LU_Battery,2030,9,5,6,0.0
700,LU_Battery,2030,9,7,8,0.0
701,LU_Battery,2030,9,9,10,0.0
702,LU_Battery,2030,9,11,12,0.0
703,LU_Battery,2030,9,13,14,0.0
704,LU_Battery,2030,9,15,16,0.0
705,LU_Battery,2030,9,17,18,0.0
706,LU_Battery,2030,9,19,20,0.0
707,LU_Battery,2030,9,21,22,0.0
708,LU_Battery,2030,9,23,24,0.0
709,LU_Battery,2030,10,1,2,0.0
710,LU_Battery,2030,10,3,4,0.0
711,LU_Battery,2030,10,5,6,0.0
712,LU_Battery,2030,10,7,8,0.0
713,LU_Battery,2030,10,9,10,0.0
714,LU_Battery,2030,10,11,12,0.0
715,LU_Battery,2030,10,13,14,0.0
716,LU_Battery,2030,10,15,16,0.0
717,LU_Battery,2030,10,17,18,0.0
718,LU_Battery,2030,10,19,20,0.0
719,LU_Battery,2030,10,21,22,0.0
720,LU_Battery,2030,10,23,24,0.0
721,NL_Battery,2030,1,1,2,0.0
722,NL_Battery,2030,1,3,4,0.0
723,NL_Battery,2030,1,5,6,0.0
724,NL_Battery,2030,1,7,8,0.0
725,NL_Battery,2030,1,9,10,0.0
726,NL_Battery,2030,1,11,12,0.0
727,NL_Battery,2030,1,13,14,0.0
728,NL_Battery,2030,1,15,16,0.0
729,NL_Battery,2030,1,17,18,0.0
730,NL_Battery,2030,1,19,20,0.0
731,NL_Battery,2030,1,21,22,0.0
732,NL_Battery,2030,1,23,24,0.0
733,NL_Battery,2030,2,1,2,0.0
734,NL_Battery,2030,2,3,4,0.0
735,NL_Battery,2030,2,5,6,0.0
736,NL_Battery,2030,2,7,8,0.0
737,NL_Battery,2030,2,9,10,0.0
738,NL_Battery,2030,2,11,12,0.0
739,NL_Battery,2030,2,13,14,0.0
740,NL_Battery,2030,2,15,16,0.0
741,NL_Battery,2030,2,17,18,0.0
742,NL_Battery,2030,2,19,20,0.0
743,NL_Battery,2030,2,21,22,0.0
744,NL_Battery,2030,2,23,24,0.0
745,NL_Battery,2030,3,1,2,0.0
746,NL_Battery,2030,3,3,4,0.0
747,NL_Battery,2030,3,5,6,0.0
748,NL_Battery,2030,3,7,8,0.0
749,NL_Battery,2030,3,9,10,0.0
750,NL_Battery,2030,3,11,12,0.0
751,NL_Battery,2030,3,13,14,0.0
752,NL_Battery,2030,3,15,16,0.0
753,NL_Battery,2030,3,17,18,0.0
754,NL_Battery,2030,3,19,20,0.0
755,NL_Battery,2030,3,21,22,0.0
756,NL_Battery,2030,3,23,24,0.0
757,NL_Battery,2030,4,1,2,0.0
758,NL_Battery,2030,4,3,4,0.0
759,NL_Battery,2030,4,5,6,0.0
760,NL_Battery,2030,4,7,8,0.0
761,NL_Battery,2030,4,9,10,0.0
762,NL_Battery,2030,4,11,12,0.0
763,NL_Battery,2030,4,13,14,0.0
764,NL_Battery,2030,4,15,16,0.0
765,NL_Battery,2030,4,17,18,0.0
766,NL_Battery,2030,4,19,20,0.0
767,NL_Battery,2030,4,21,22,0.0
768,NL_Battery,2030,4,23,24,0.0
769,NL_Battery,2030,5,1,2,0.0
770,NL_Battery,2030,5,3,4,0.0
771,NL_Battery,2030,5,5,6,0.0
772,NL_Battery,2030,5,7,8,0.0
773,NL_Battery,2030,5,9,10,0.0
774,NL_Battery,2030,5,11,12,0.0
775,NL_Battery,2030,5,13,14,0.0
776,NL_Battery,2030,5,15,16,0.0
777,NL_Battery,2030,5,17,18,0.0
778,NL_Battery,2030,5,19,20,0.0
779,NL_Battery,2030,5,21,22,0.0
780,NL_Battery,2030,5,23,24,0.0
781,NL_Battery,2030,6,1,2,0.0
782,NL_Battery,2030,6,3,4,0.0
783,NL_Battery,2030,6,5,6,0.0
784,NL_Battery,2030,6,7,8,0.0
785,NL_Battery,2030,6,9,10,0.0
786,NL_Battery,2030,6,11,12,0.0
787,NL_Battery,2030,6,13,14,0.0
788,NL_Battery,2030,6,15,16,0.0
789,NL_Battery,2030,6,17,18,0.0
790,NL_Battery,2030,6,19,20,0.0
791,NL_Battery,2030,6,21,22,0.0
792,NL_Battery,2030,6,23,24,0.0
793,NL_Battery,2030,7,1,2,0.0
794,NL_Battery,2030,7,3,4,0.0
795,NL_Battery,2030,7,5,6,0.0
796,NL_Battery,2030,7,7,8,0.0
797,NL_Battery,2030,7,9,10,0.0
798,NL_Battery,2030,7,11,12,0.0
799,NL_Battery,2030,7,13,14,0.0
800,NL_Battery,2030,7,15,16,0.0
801,NL_Battery,2030,7,17,18,0.0
802,NL_Battery,2030,7,19,20,0.0
803,NL_Battery,2030,7,21,22,0.0
804,NL_Battery,2030,7,23,24,0.0
805,NL_Battery,2030,8,1,2,0.0
806,NL_Battery,2030,8,3,4,0.0
807,NL_Battery,2030,8,5,6,0.0
808,NL_Battery,2030,8,7,8,0.0
809,NL_Battery,2030,8,9,10,0.0
810,NL_Battery,2030,8,11,12,0.0
811,NL_Battery,2030,8,13,14,0.0
812,NL_Battery,2030,8,15,16,0.0
813,NL_Battery,2030,8,17,18,0.0
814,NL_Battery,2030,8,19,20,0.0
815,NL_Battery,2030,8,21,22,0.0
816,NL_Battery,2030,8,23,24,0.0
817,NL_Battery,2030,9,1,2,0.0
818,NL_Battery,2030,9,3,4,0.0
819,NL_Battery,2030,9,5,6,0.0
820,NL_Battery,2030,9,7,8,0.0
821,NL_Battery,2030,9,9,10,0.0
822,NL_Battery,2030,9,11,12,0.0
823,NL_Battery,2030,9,13,14,0.0
824,NL_Battery,2030,9,15,16,0.0
825,NL_Battery,2030,9,17,18,0.0
826,NL_Battery,2030,9,19,20,0.0
827,NL_Battery,2030,9,21,22,0.0
828,NL_Battery,2030,9,23,24,0.0
829,NL_Battery,2030,10,1,2,0.0
830,NL_Battery,2030,10,3,4,0.0
831,NL_Battery,2030,10,5,6,0.0
832,NL_Battery,2030,10,7,8,0.0
833,NL_Battery,2030,10,9,10,0.0
834,NL_Battery,2030,10,11,12,0.0
835,NL_Battery,2030,10,13,14,0.0
836,NL_Battery,2030,10,15,16,0.0
837,NL_Battery,2030,10,17,18,0.0
838,NL_Battery,2030,10,19,20,0.0
839,NL_Battery,2030,10,21,22,0.0
840,NL_Battery,2030,10,23,24,0.0
