id,asset,year,rep_period,time_block_start,time_block_end,solution
1,AT_Battery,2030,1,1,4,950.0314494900581
2,AT_Battery,2030,1,5,8,861.5977338425691
3,AT_Battery,2030,1,9,12,0.0
4,AT_Battery,2030,1,13,16,950.0314494900581
5,AT_Battery,2030,1,17,20,0.0
6,AT_Battery,2030,1,21,24,0.0
7,AT_Battery,2030,2,1,4,950.0314494900581
8,AT_Battery,2030,2,5,8,950.0314494900581
9,AT_Battery,2030,2,9,12,0.0
10,AT_Battery,2030,2,13,16,0.0
11,AT_Battery,2030,2,17,20,0.0
12,AT_Battery,2030,2,21,24,0.0
13,AT_Battery,2030,3,1,4,910.9624359165196
14,AT_Battery,2030,3,5,8,950.0314494900581
15,AT_Battery,2030,3,9,12,950.0314494900581
16,AT_Battery,2030,3,13,16,950.0314494900581
17,AT_Battery,2030,3,17,20,0.0
18,AT_Battery,2030,3,21,24,0.0
19,AT_Battery,2030,4,1,4,950.0314494900581
20,AT_Battery,2030,4,5,8,446.94645599691876
21,AT_Battery,2030,4,9,12,195.4039592503491
22,AT_Battery,2030,4,13,16,195.4039592503491
23,AT_Battery,2030,4,17,20,0.0
24,AT_Battery,2030,4,21,24,0.0
25,AT_Battery,2030,5,1,4,0.0
26,AT_Battery,2030,5,5,8,0.0
27,AT_Battery,2030,5,9,12,0.0
28,AT_Battery,2030,5,13,16,0.0
29,AT_Battery,2030,5,17,20,0.0
30,AT_Battery,2030,5,21,24,0.0
31,AT_Battery,2030,6,1,4,24.730613160944813
32,AT_Battery,2030,6,5,8,204.36637660872202
33,AT_Battery,2030,6,9,12,0.0
34,AT_Battery,2030,6,13,16,744.0452235801242
35,AT_Battery,2030,6,17,20,248.01507452670808
36,AT_Battery,2030,6,21,24,0.0
37,AT_Battery,2030,7,1,4,354.1973514758186
38,AT_Battery,2030,7,5,8,0.0
39,AT_Battery,2030,7,9,12,893.7511470213592
40,AT_Battery,2030,7,13,16,950.0314494900581
41,AT_Battery,2030,7,17,20,0.0
42,AT_Battery,2030,7,21,24,0.0
43,AT_Battery,2030,8,1,4,950.0314494900581
44,AT_Battery,2030,8,5,8,0.0
45,AT_Battery,2030,8,9,12,0.0
46,AT_Battery,2030,8,13,16,890.3153270645153
47,AT_Battery,2030,8,17,20,311.78553265561186
48,AT_Battery,2030,8,21,24,0.0
49,AT_Battery,2030,9,1,4,950.0314494900581
50,AT_Battery,2030,9,5,8,950.0314494900581
51,AT_Battery,2030,9,9,12,0.0
