id,asset,year,rep_period,time_block_start,time_block_end,unit_commitment_integer,solution
44,AT_CCGT,2030,4,15,16,true,-0.0
45,AT_CCGT,2030,4,17,18,true,-0.0
46,AT_CCGT,2030,4,19,20,true,0.0
47,AT_CCGT,2030,4,21,22,true,0.0
48,AT_CCGT,2030,4,23,24,true,-0.0
49,AT_CCGT,2030,5,1,2,true,-0.0
50,AT_CCGT,2030,5,3,4,true,0.0
51,AT_CCGT,2030,5,5,6,true,0.0
52,AT_CCGT,2030,5,7,8,true,0.0
53,AT_CCGT,2030,5,9,10,true,0.0
54,AT_CCGT,2030,5,11,12,true,0.0
55,AT_CCGT,2030,5,13,14,true,0.0
56,AT_CCGT,2030,5,15,16,true,0.0
57,AT_CCGT,2030,5,17,18,true,0.0
58,AT_CCGT,2030,5,19,20,true,-0.0
59,AT_CCGT,2030,5,21,22,true,0.0
60,AT_CCGT,2030,5,23,24,true,-0.0
61,AT_CCGT,2030,6,1,2,true,-0.0
62,AT_CCGT,2030,6,3,4,true,-0.0
63,AT_CCGT,2030,6,5,6,true,0.0
64,AT_CCGT,2030,6,7,8,true,0.0
65,AT_CCGT,2030,6,9,10,true,0.0
66,AT_CCGT,2030,6,11,12,true,0.0
67,AT_CCGT,2030,6,13,14,true,0.0
68,AT_CCGT,2030,6,15,16,true,0.0
69,AT_CCGT,2030,6,17,18,true,0.0
70,AT_CCGT,2030,6,19,20,true,0.0
71,AT_CCGT,2030,6,21,22,true,0.0
72,AT_CCGT,2030,6,23,24,true,0.0
73,AT_CCGT,2030,7,1,2,true,-0.0
74,AT_CCGT,2030,7,3,4,true,0.0
75,AT_CCGT,2030,7,5,6,true,0.0
76,AT_CCGT,2030,7,7,8,true,-0.0
77,AT_CCGT,2030,7,9,10,true,0.0
78,AT_CCGT,2030,7,11,12,true,2.0
79,AT_CCGT,2030,7,13,14,true,0.0
80,AT_CCGT,2030,7,15,16,true,-0.0
81,AT_CCGT,2030,7,17,18,true,-0.0
82,AT_CCGT,2030,7,19,20,true,-0.0
83,AT_CCGT,2030,7,21,22,true,-0.0
84,AT_CCGT,2030,7,23,24,true,2.0
85,AT_CCGT,2030,8,1,2,true,-0.0
86,AT_CCGT,2030,8,3,4,true,-0.0
87,AT_CCGT,2030,8,5,6,true,0.0
88,AT_CCGT,2030,8,7,8,true,0.0
89,AT_CCGT,2030,8,9,10,true,0.0
90,AT_CCGT,2030,8,11,12,true,0.0
91,AT_CCGT,2030,8,13,14,true,0.0
92,AT_CCGT,2030,8,15,16,true,0.0
93,AT_CCGT,2030,8,17,18,true,0.0
94,AT_CCGT,2030,8,19,20,true,0.0
95,AT_CCGT,2030,8,21,22,true,0.0
96,AT_CCGT,2030,8,23,24,true,-0.0
97,AT_CCGT,2030,9,1,2,true,-0.0
98,AT_CCGT,2030,9,3,4,true,0.0
99,AT_CCGT,2030,9,5,6,true,0.0
100,AT_CCGT,2030,9,7,8,true,0.0
101,AT_CCGT,2030,9,9,10,true,0.0
102,AT_CCGT,2030,9,11,12,true,-0.0
103,AT_CCGT,2030,9,13,14,true,-0.0
104,AT_CCGT,2030,9,15,16,true,0.0
105,AT_CCGT,2030,9,17,18,true,0.0
106,AT_CCGT,2030,9,19,20,true,0.0
107,AT_CCGT,2030,9,21,22,true,-0.0
108,AT_CCGT,2030,9,23,24,true,-0.0
109,AT_CCGT,2030,10,1,2,true,-0.0
110,AT_CCGT,2030,10,3,4,true,0.0
111,AT_CCGT,2030,10,5,6,true,-0.0
112,AT_CCGT,2030,10,7,8,true,-0.0
113,AT_CCGT,2030,10,9,10,true,-0.0
114,AT_CCGT,2030,10,11,12,true,-0.0
115,AT_CCGT,2030,10,13,14,true,2.0
116,AT_CCGT,2030,10,15,16,true,-0.0
117,AT_CCGT,2030,10,17,18,true,-0.0
118,AT_CCGT,2030,10,19,20,true,-0.0
119,AT_CCGT,2030,10,21,22,true,0.0
120,AT_CCGT,2030,10,23,24,true,2.0
121,AT_Coal,2030,1,1,2,true,-0.0
122,AT_Coal,2030,1,3,4,true,-0.0
123,AT_Coal,2030,1,5,6,true,-0.0
124,AT_Coal,2030,1,7,8,true,0.0
125,AT_Coal,2030,1,9,10,true,-0.0
126,AT_Coal,2030,1,11,12,true,-0.0
127,AT_Coal,2030,1,13,14,true,-0.0
128,AT_Coal,2030,1,15,16,true,-0.0
129,AT_Coal,2030,1,17,18,true,-0.0
130,AT_Coal,2030,1,19,20,true,-0.0
131,AT_Coal,2030,1,21,22,true,0.0
132,AT_Coal,2030,1,23,24,true,4.0
133,AT_Coal,2030,2,1,2,true,-0.0
134,AT_Coal,2030,2,3,4,true,0.0
135,AT_Coal,2030,2,5,6,true,0.0
136,AT_Coal,2030,2,7,8,true,0.0
137,AT_Coal,2030,2,9,10,true,0.0
138,AT_Coal,2030,2,11,12,true,-0.0
139,AT_Coal,2030,2,13,14,true,0.0
140,AT_Coal,2030,2,15,16,true,0.0
141,AT_Coal,2030,2,17,18,true,0.0
142,AT_Coal,2030,2,19,20,true,0.0
143,AT_Coal,2030,2,21,22,true,0.0
144,AT_Coal,2030,2,23,24,true,0.0
145,AT_Coal,2030,3,1,2,true,-0.0
146,AT_Coal,2030,3,3,4,true,-0.0
147,AT_Coal,2030,3,5,6,true,-0.0
148,AT_Coal,2030,3,7,8,true,-0.0
149,AT_Coal,2030,3,9,10,true,-0.0
150,AT_Coal,2030,3,11,12,true,-0.0
151,AT_Coal,2030,3,13,14,true,-0.0
152,AT_Coal,2030,3,15,16,true,-0.0
153,AT_Coal,2030,3,17,18,true,-0.0
154,AT_Coal,2030,3,19,20,true,-0.0
155,AT_Coal,2030,3,21,22,true,-0.0
156,AT_Coal,2030,3,23,24,true,-0.0
157,AT_Coal,2030,4,1,2,true,-0.0
158,AT_Coal,2030,4,3,4,true,0.0
159,AT_Coal,2030,4,5,6,true,-0.0
160,AT_Coal,2030,4,7,8,true,-0.0
161,AT_Coal,2030,4,9,10,true,-0.0
162,AT_Coal,2030,4,11,12,true,4.0
163,AT_Coal,2030,4,13,14,true,0.0
164,AT_Coal,2030,4,15,16,true,-0.0
165,AT_Coal,2030,4,17,18,true,-0.0
166,AT_Coal,2030,4,19,20,true,0.0
167,AT_Coal,2030,4,21,22,true,2.0
168,AT_Coal,2030,4,23,24,true,-0.0
169,AT_Coal,2030,5,1,2,true,-0.0
170,AT_Coal,2030,5,3,4,true,0.0
171,AT_Coal,2030,5,5,6,true,-0.0
172,AT_Coal,2030,5,7,8,true,0.0
173,AT_Coal,2030,5,9,10,true,0.0
174,AT_Coal,2030,5,11,12,true,0.0
175,AT_Coal,2030,5,13,14,true,0.0
176,AT_Coal,2030,5,15,16,true,0.0
177,AT_Coal,2030,5,17,18,true,0.0
178,AT_Coal,2030,5,19,20,true,-0.0
179,AT_Coal,2030,5,21,22,true,0.0
180,AT_Coal,2030,5,23,24,true,-0.0
181,AT_Coal,2030,6,1,2,true,-0.0
182,AT_Coal,2030,6,3,4,true,0.0
183,AT_Coal,2030,6,5,6,true,0.0
184,AT_Coal,2030,6,7,8,true,0.0
185,AT_Coal,2030,6,9,10,true,0.0
186,AT_Coal,2030,6,11,12,true,0.0
187,AT_Coal,2030,6,13,14,true,0.0
188,AT_Coal,2030,6,15,16,true,0.0
189,AT_Coal,2030,6,17,18,true,0.0
190,AT_Coal,2030,6,19,20,true,-0.0
191,AT_Coal,2030,6,21,22,true,3.0
192,AT_Coal,2030,6,23,24,true,-0.0
193,AT_Coal,2030,7,1,2,true,-0.0
194,AT_Coal,2030,7,3,4,true,-0.0
195,AT_Coal,2030,7,5,6,true,-0.0
196,AT_Coal,2030,7,7,8,true,-0.0
197,AT_Coal,2030,7,9,10,true,-0.0
198,AT_Coal,2030,7,11,12,true,-0.0
199,AT_Coal,2030,7,13,14,true,-0.0
200,AT_Coal,2030,7,15,16,true,-0.0
201,AT_Coal,2030,7,17,18,true,-0.0
202,AT_Coal,2030,7,19,20,true,-0.0
203,AT_Coal,2030,7,21,22,true,-0.0
204,AT_Coal,2030,7,23,24,true,-0.0
205,AT_Coal,2030,8,1,2,true,-0.0
206,AT_Coal,2030,8,3,4,true,-0.0
207,AT_Coal,2030,8,5,6,true,-0.0
208,AT_Coal,2030,8,7,8,true,-0.0
209,AT_Coal,2030,8,9,10,true,-0.0
210,AT_Coal,2030,8,11,12,true,-0.0
211,AT_Coal,2030,8,13,14,true,2.0
212,AT_Coal,2030,8,15,16,true,1.0
213,AT_Coal,2030,8,17,18,true,-0.0
214,AT_Coal,2030,8,19,20,true,2.0
215,AT_Coal,2030,8,21,22,true,1.0
216,AT_Coal,2030,8,23,24,true,1.0
217,AT_Coal,2030,9,1,2,true,-0.0
218,AT_Coal,2030,9,3,4,true,0.0
219,AT_Coal,2030,9,5,6,true,-0.0
220,AT_Coal,2030,9,7,8,true,-0.0
221,AT_Coal,2030,9,9,10,true,-0.0
222,AT_Coal,2030,9,11,12,true,-0.0
223,AT_Coal,2030,9,13,14,true,1.0
224,AT_Coal,2030,9,15,16,true,-0.0
225,AT_Coal,2030,9,17,18,true,0.0
226,AT_Coal,2030,9,19,20,true,0.0
227,AT_Coal,2030,9,21,22,true,0.0
228,AT_Coal,2030,9,23,24,true,0.0
229,AT_Coal,2030,10,1,2,true,-0.0
230,AT_Coal,2030,10,3,4,true,-0.0
231,AT_Coal,2030,10,5,6,true,-0.0
232,AT_Coal,2030,10,7,8,true,-0.0
233,AT_Coal,2030,10,9,10,true,-0.0
234,AT_Coal,2030,10,11,12,true,-0.0
235,AT_Coal,2030,10,13,14,true,0.0
236,AT_Coal,2030,10,15,16,true,-0.0
237,AT_Coal,2030,10,17,18,true,-0.0
238,AT_Coal,2030,10,19,20,true,-0.0
239,AT_Coal,2030,10,21,22,true,-0.0
240,AT_Coal,2030,10,23,24,true,-0.0
241,AT_Nuclear,2030,1,1,2,true,-0.0
242,AT_Nuclear,2030,1,3,4,true,0.0
243,AT_Nuclear,2030,1,5,6,true,0.0
244,AT_Nuclear,2030,1,7,8,true,0.0
245,AT_Nuclear,2030,1,9,10,true,0.0
246,AT_Nuclear,2030,1,11,12,true,0.0
247,AT_Nuclear,2030,1,13,14,true,0.0
248,AT_Nuclear,2030,1,15,16,true,0.0
249,AT_Nuclear,2030,1,17,18,true,0.0
250,AT_Nuclear,2030,1,19,20,true,0.0
251,AT_Nuclear,2030,1,21,22,true,0.0
252,AT_Nuclear,2030,1,23,24,true,0.0
253,AT_Nuclear,2030,2,1,2,true,-0.0
254,AT_Nuclear,2030,2,3,4,true,0.0
255,AT_Nuclear,2030,2,5,6,true,0.0
256,AT_Nuclear,2030,2,7,8,true,0.0
257,AT_Nuclear,2030,2,9,10,true,0.0
258,AT_Nuclear,2030,2,11,12,true,0.0
259,AT_Nuclear,2030,2,13,14,true,0.0
260,AT_Nuclear,2030,2,15,16,true,0.0
261,AT_Nuclear,2030,2,17,18,true,0.0
262,AT_Nuclear,2030,2,19,20,true,0.0
263,AT_Nuclear,2030,2,21,22,true,0.0
264,AT_Nuclear,2030,2,23,24,true,0.0
265,AT_Nuclear,2030,3,1,2,true,-0.0
266,AT_Nuclear,2030,3,3,4,true,0.0
267,AT_Nuclear,2030,3,5,6,true,0.0
268,AT_Nuclear,2030,3,7,8,true,0.0
269,AT_Nuclear,2030,3,9,10,true,0.0
270,AT_Nuclear,2030,3,11,12,true,0.0
271,AT_Nuclear,2030,3,13,14,true,0.0
272,AT_Nuclear,2030,3,15,16,true,0.0
273,AT_Nuclear,2030,3,17,18,true,0.0
274,AT_Nuclear,2030,3,19,20,true,0.0
275,AT_Nuclear,2030,3,21,22,true,0.0
276,AT_Nuclear,2030,3,23,24,true,0.0
277,AT_Nuclear,2030,4,1,2,true,-0.0
278,AT_Nuclear,2030,4,3,4,true,0.0
279,AT_Nuclear,2030,4,5,6,true,0.0
280,AT_Nuclear,2030,4,7,8,true,0.0
281,AT_Nuclear,2030,4,9,10,true,0.0
282,AT_Nuclear,2030,4,11,12,true,0.0
283,AT_Nuclear,2030,4,13,14,true,0.0
284,AT_Nuclear,2030,4,15,16,true,0.0
285,AT_Nuclear,2030,4,17,18,true,0.0
286,AT_Nuclear,2030,4,19,20,true,0.0
287,AT_Nuclear,2030,4,21,22,true,0.0
288,AT_Nuclear,2030,4,23,24,true,0.0
289,AT_Nuclear,2030,5,1,2,true,-0.0
290,AT_Nuclear,2030,5,3,4,true,0.0
291,AT_Nuclear,2030,5,5,6,true,0.0
292,AT_Nuclear,2030,5,7,8,true,0.0
293,AT_Nuclear,2030,5,9,10,true,0.0
294,AT_Nuclear,2030,5,11,12,true,0.0
295,AT_Nuclear,2030,5,13,14,true,0.0
296,AT_Nuclear,2030,5,15,16,true,0.0
297,AT_Nuclear,2030,5,17,18,true,0.0
298,AT_Nuclear,2030,5,19,20,true,0.0
299,AT_Nuclear,2030,5,21,22,true,0.0
300,AT_Nuclear,2030,5,23,24,true,0.0
301,AT_Nuclear,2030,6,1,2,true,-0.0
302,AT_Nuclear,2030,6,3,4,true,0.0
303,AT_Nuclear,2030,6,5,6,true,0.0
304,AT_Nuclear,2030,6,7,8,true,0.0
305,AT_Nuclear,2030,6,9,10,true,0.0
306,AT_Nuclear,2030,6,11,12,true,0.0
307,AT_Nuclear,2030,6,13,14,true,0.0
308,AT_Nuclear,2030,6,15,16,true,0.0
309,AT_Nuclear,2030,6,17,18,true,0.0
310,AT_Nuclear,2030,6,19,20,true,0.0
311,AT_Nuclear,2030,6,21,22,true,0.0
312,AT_Nuclear,2030,6,23,24,true,0.0
313,AT_Nuclear,2030,7,1,2,true,-0.0
314,AT_Nuclear,2030,7,3,4,true,0.0
315,AT_Nuclear,2030,7,5,6,true,0.0
316,AT_Nuclear,2030,7,7,8,true,0.0
317,AT_Nuclear,2030,7,9,10,true,0.0
318,AT_Nuclear,2030,7,11,12,true,0.0
319,AT_Nuclear,2030,7,13,14,true,0.0
320,AT_Nuclear,2030,7,15,16,true,0.0
321,AT_Nuclear,2030,7,17,18,true,0.0
322,AT_Nuclear,2030,7,19,20,true,0.0
323,AT_Nuclear,2030,7,21,22,true,0.0
324,AT_Nuclear,2030,7,23,24,true,0.0
325,AT_Nuclear,2030,8,1,2,true,-0.0
326,AT_Nuclear,2030,8,3,4,true,0.0
327,AT_Nuclear,2030,8,5,6,true,0.0
328,AT_Nuclear,2030,8,7,8,true,0.0
329,AT_Nuclear,2030,8,9,10,true,0.0
330,AT_Nuclear,2030,8,11,12,true,0.0
331,AT_Nuclear,2030,8,13,14,true,0.0
332,AT_Nuclear,2030,8,15,16,true,0.0
333,AT_Nuclear,2030,8,17,18,true,0.0
334,AT_Nuclear,2030,8,19,20,true,0.0
335,AT_Nuclear,2030,8,21,22,true,0.0
336,AT_Nuclear,2030,8,23,24,true,0.0
337,AT_Nuclear,2030,9,1,2,true,-0.0
338,AT_Nuclear,2030,9,3,4,true,0.0
339,AT_Nuclear,2030,9,5,6,true,0.0
340,AT_Nuclear,2030,9,7,8,true,0.0
341,AT_Nuclear,2030,9,9,10,true,0.0
342,AT_Nuclear,2030,9,11,12,true,0.0
343,AT_Nuclear,2030,9,13,14,true,0.0
344,AT_Nuclear,2030,9,15,16,true,0.0
345,AT_Nuclear,2030,9,17,18,true,0.0
346,AT_Nuclear,2030,9,19,20,true,0.0
347,AT_Nuclear,2030,9,21,22,true,0.0
348,AT_Nuclear,2030,9,23,24,true,0.0
349,AT_Nuclear,2030,10,1,2,true,-0.0
350,AT_Nuclear,2030,10,3,4,true,0.0
351,AT_Nuclear,2030,10,5,6,true,0.0
352,AT_Nuclear,2030,10,7,8,true,0.0
353,AT_Nuclear,2030,10,9,10,true,0.0
354,AT_Nuclear,2030,10,11,12,true,0.0
355,AT_Nuclear,2030,10,13,14,true,0.0
356,AT_Nuclear,2030,10,15,16,true,0.0
357,AT_Nuclear,2030,10,17,18,true,0.0
358,AT_Nuclear,2030,10,19,20,true,0.0
359,AT_Nuclear,2030,10,21,22,true,0.0
360,AT_Nuclear,2030,10,23,24,true,0.0
361,AT_OCGT,2030,1,1,2,true,-0.0
362,AT_OCGT,2030,1,3,4,true,0.0
363,AT_OCGT,2030,1,5,6,true,0.0
364,AT_OCGT,2030,1,7,8,true,-0.0
365,AT_OCGT,2030,1,9,10,true,0.0
366,AT_OCGT,2030,1,11,12,true,-0.0
367,AT_OCGT,2030,1,13,14,true,-0.0
368,AT_OCGT,2030,1,15,16,true,0.0
369,AT_OCGT,2030,1,17,18,true,0.0
370,AT_OCGT,2030,1,19,20,true,0.0
371,AT_OCGT,2030,1,21,22,true,-0.0
372,AT_OCGT,2030,1,23,24,true,0.0
373,AT_OCGT,2030,2,1,2,true,-0.0
374,AT_OCGT,2030,2,3,4,true,0.0
375,AT_OCGT,2030,2,5,6,true,0.0
376,AT_OCGT,2030,2,7,8,true,0.0
377,AT_OCGT,2030,2,9,10,true,0.0
378,AT_OCGT,2030,2,11,12,true,0.0
379,AT_OCGT,2030,2,13,14,true,-0.0
380,AT_OCGT,2030,2,15,16,true,0.0
381,AT_OCGT,2030,2,17,18,true,0.0
382,AT_OCGT,2030,2,19,20,true,-0.0
383,AT_OCGT,2030,2,21,22,true,-0.0
384,AT_OCGT,2030,2,23,24,true,-0.0
385,AT_OCGT,2030,3,1,2,true,-0.0
386,AT_OCGT,2030,3,3,4,true,0.0
387,AT_OCGT,2030,3,5,6,true,-0.0
388,AT_OCGT,2030,3,7,8,true,-0.0
389,AT_OCGT,2030,3,9,10,true,-0.0
390,AT_OCGT,2030,3,11,12,true,1.0
391,AT_OCGT,2030,3,13,14,true,-0.0
392,AT_OCGT,2030,3,15,16,true,-0.0
393,AT_OCGT,2030,3,17,18,true,-0.0
394,AT_OCGT,2030,3,19,20,true,-0.0
395,AT_OCGT,2030,3,21,22,true,0.0
396,AT_OCGT,2030,3,23,24,true,3.0
397,AT_OCGT,2030,4,1,2,true,-0.0
398,AT_OCGT,2030,4,3,4,true,0.0
399,AT_OCGT,2030,4,5,6,true,0.0
400,AT_OCGT,2030,4,7,8,true,0.0
401,AT_OCGT,2030,4,9,10,true,0.0
402,AT_OCGT,2030,4,11,12,true,0.0
403,AT_OCGT,2030,4,13,14,true,0.0
404,AT_OCGT,2030,4,15,16,true,0.0
405,AT_OCGT,2030,4,17,18,true,0.0
406,AT_OCGT,2030,4,19,20,true,0.0
407,AT_OCGT,2030,4,21,22,true,0.0
408,AT_OCGT,2030,4,23,24,true,0.0
409,AT_OCGT,2030,5,1,2,true,-0.0
410,AT_OCGT,2030,5,3,4,true,0.0
411,AT_OCGT,2030,5,5,6,true,0.0
412,AT_OCGT,2030,5,7,8,true,0.0
413,AT_OCGT,2030,5,9,10,true,0.0
414,AT_OCGT,2030,5,11,12,true,0.0
415,AT_OCGT,2030,5,13,14,true,0.0
416,AT_OCGT,2030,5,15,16,true,0.0
417,AT_OCGT,2030,5,17,18,true,-0.0
418,AT_OCGT,2030,5,19,20,true,-0.0
419,AT_OCGT,2030,5,21,22,true,0.0
420,AT_OCGT,2030,5,23,24,true,0.0
421,AT_OCGT,2030,6,1,2,true,-0.0
422,AT_OCGT,2030,6,3,4,true,0.0
423,AT_OCGT,2030,6,5,6,true,0.0
424,AT_OCGT,2030,6,7,8,true,0.0
425,AT_OCGT,2030,6,9,10,true,0.0
426,AT_OCGT,2030,6,11,12,true,0.0
427,AT_OCGT,2030,6,13,14,true,0.0
428,AT_OCGT,2030,6,15,16,true,0.0
429,AT_OCGT,2030,6,17,18,true,0.0
430,AT_OCGT,2030,6,19,20,true,0.0
431,AT_OCGT,2030,6,21,22,true,0.0
432,AT_OCGT,2030,6,23,24,true,0.0
433,AT_OCGT,2030,7,1,2,true,-0.0
434,AT_OCGT,2030,7,3,4,true,0.0
435,AT_OCGT,2030,7,5,6,true,0.0
436,AT_OCGT,2030,7,7,8,true,0.0
437,AT_OCGT,2030,7,9,10,true,0.0
438,AT_OCGT,2030,7,11,12,true,-0.0
439,AT_OCGT,2030,7,13,14,true,0.0
440,AT_OCGT,2030,7,15,16,true,0.0
441,AT_OCGT,2030,7,17,18,true,-0.0
442,AT_OCGT,2030,7,19,20,true,-0.0
443,AT_OCGT,2030,7,21,22,true,3.0
444,AT_OCGT,2030,7,23,24,true,0.0
445,AT_OCGT,2030,8,1,2,true,-0.0
446,AT_OCGT,2030,8,3,4,true,-0.0
447,AT_OCGT,2030,8,5,6,true,0.0
448,AT_OCGT,2030,8,7,8,true,0.0
449,AT_OCGT,2030,8,9,10,true,0.0
450,AT_OCGT,2030,8,11,12,true,0.0
451,AT_OCGT,2030,8,13,14,true,0.0
452,AT_OCGT,2030,8,15,16,true,0.0
453,AT_OCGT,2030,8,17,18,true,0.0
454,AT_OCGT,2030,8,19,20,true,0.0
455,AT_OCGT,2030,8,21,22,true,0.0
456,AT_OCGT,2030,8,23,24,true,-0.0
457,AT_OCGT,2030,9,1,2,true,-0.0
458,AT_OCGT,2030,9,3,4,true,0.0
459,AT_OCGT,2030,9,5,6,true,0.0
460,AT_OCGT,2030,9,7,8,true,0.0
461,AT_OCGT,2030,9,9,10,true,0.0
462,AT_OCGT,2030,9,11,12,true,-0.0
463,AT_OCGT,2030,9,13,14,true,-0.0
464,AT_OCGT,2030,9,15,16,true,0.0
465,AT_OCGT,2030,9,17,18,true,0.0
466,AT_OCGT,2030,9,19,20,true,0.0
467,AT_OCGT,2030,9,21,22,true,-0.0
468,AT_OCGT,2030,9,23,24,true,-0.0
469,AT_OCGT,2030,10,1,2,true,-0.0
470,AT_OCGT,2030,10,3,4,true,0.0
471,AT_OCGT,2030,10,5,6,true,0.0
472,AT_OCGT,2030,10,7,8,true,0.0
473,AT_OCGT,2030,10,9,10,true,0.0
474,AT_OCGT,2030,10,11,12,true,0.0
475,AT_OCGT,2030,10,13,14,true,0.0
476,AT_OCGT,2030,10,15,16,true,-0.0
477,AT_OCGT,2030,10,17,18,true,-0.0
478,AT_OCGT,2030,10,19,20,true,3.0
479,AT_OCGT,2030,10,21,22,true,-0.0
480,AT_OCGT,2030,10,23,24,true,-0.0
481,BE_CCGT,2030,1,1,2,true,-0.0
482,BE_CCGT,2030,1,3,4,true,-0.0
483,BE_CCGT,2030,1,5,6,true,-0.0
484,BE_CCGT,2030,1,7,8,true,-0.0
485,BE_CCGT,2030,1,9,10,true,0.0
486,BE_CCGT,2030,1,11,12,true,0.0
487,BE_CCGT,2030,1,13,14,true,0.0
488,BE_CCGT,2030,1,15,16,true,0.0
489,BE_CCGT,2030,1,17,18,true,-0.0
490,BE_CCGT,2030,1,19,20,true,-0.0
491,BE_CCGT,2030,1,21,22,true,4.0
492,BE_CCGT,2030,1,23,24,true,-0.0
493,BE_CCGT,2030,2,1,2,true,-0.0
494,BE_CCGT,2030,2,3,4,true,0.0
495,BE_CCGT,2030,2,5,6,true,0.0
496,BE_CCGT,2030,2,7,8,true,0.0
497,BE_CCGT,2030,2,9,10,true,0.0
498,BE_CCGT,2030,2,11,12,true,0.0
499,BE_CCGT,2030,2,13,14,true,0.0
500,BE_CCGT,2030,2,15,16,true,0.0
501,BE_CCGT,2030,2,17,18,true,0.0
502,BE_CCGT,2030,2,19,20,true,0.0
503,BE_CCGT,2030,2,21,22,true,0.0
504,BE_CCGT,2030,2,23,24,true,0.0
505,BE_CCGT,2030,3,1,2,true,-0.0
506,BE_CCGT,2030,3,3,4,true,0.0
507,BE_CCGT,2030,3,5,6,true,0.0
508,BE_CCGT,2030,3,7,8,true,0.0
509,BE_CCGT,2030,3,9,10,true,0.0
510,BE_CCGT,2030,3,11,12,true,0.0
511,BE_CCGT,2030,3,13,14,true,0.0
512,BE_CCGT,2030,3,15,16,true,0.0
513,BE_CCGT,2030,3,17,18,true,0.0
514,BE_CCGT,2030,3,19,20,true,0.0
515,BE_CCGT,2030,3,21,22,true,0.0
516,BE_CCGT,2030,3,23,24,true,0.0
517,BE_CCGT,2030,4,1,2,true,-0.0
518,BE_CCGT,2030,4,3,4,true,0.0
519,BE_CCGT,2030,4,5,6,true,0.0
520,BE_CCGT,2030,4,7,8,true,0.0
521,BE_CCGT,2030,4,9,10,true,0.0
522,BE_CCGT,2030,4,11,12,true,0.0
523,BE_CCGT,2030,4,13,14,true,-0.0
524,BE_CCGT,2030,4,15,16,true,0.0
525,BE_CCGT,2030,4,17,18,true,0.0
526,BE_CCGT,2030,4,19,20,true,0.0
527,BE_CCGT,2030,4,21,22,true,0.0
528,BE_CCGT,2030,4,23,24,true,0.0
529,BE_CCGT,2030,5,1,2,true,-0.0
530,BE_CCGT,2030,5,3,4,true,0.0
531,BE_CCGT,2030,5,5,6,true,0.0
532,BE_CCGT,2030,5,7,8,true,0.0
533,BE_CCGT,2030,5,9,10,true,0.0
534,BE_CCGT,2030,5,11,12,true,0.0
535,BE_CCGT,2030,5,13,14,true,0.0
536,BE_CCGT,2030,5,15,16,true,0.0
537,BE_CCGT,2030,5,17,18,true,0.0
538,BE_CCGT,2030,5,19,20,true,0.0
539,BE_CCGT,2030,5,21,22,true,0.0
540,BE_CCGT,2030,5,23,24,true,0.0
541,BE_CCGT,2030,6,1,2,true,-0.0
542,BE_CCGT,2030,6,3,4,true,0.0
543,BE_CCGT,2030,6,5,6,true,0.0
544,BE_CCGT,2030,6,7,8,true,0.0
545,BE_CCGT,2030,6,9,10,true,0.0
546,BE_CCGT,2030,6,11,12,true,0.0
547,BE_CCGT,2030,6,13,14,true,0.0
548,BE_CCGT,2030,6,15,16,true,0.0
549,BE_CCGT,2030,6,17,18,true,0.0
