id,asset,year,rep_period,time_block_start,time_block_end,dual_su_ramp_vars_flow_diff
1595,BE_Nuclear,2030,7,11,11,0.0
1596,BE_Nuclear,2030,7,12,12,0.0
1597,BE_Nuclear,2030,7,13,13,0.0
1598,BE_Nuclear,2030,7,14,14,0.0
1599,BE_Nuclear,2030,7,15,15,0.0
1600,BE_Nuclear,2030,7,16,16,0.0
1601,BE_Nuclear,2030,7,17,17,0.0
1602,BE_Nuclear,2030,7,18,18,0.0
1603,BE_Nuclear,2030,7,19,19,0.0
1604,BE_Nuclear,2030,7,20,20,0.0
1605,BE_Nuclear,2030,7,21,21,0.0
1606,BE_Nuclear,2030,7,22,22,0.0
1607,BE_Nuclear,2030,7,23,23,0.0
1608,BE_Nuclear,2030,7,24,24,0.0
1609,BE_Nuclear,2030,8,1,1,0.0
1610,BE_Nuclear,2030,8,2,2,0.0
1611,BE_Nuclear,2030,8,3,3,0.0
1612,BE_Nuclear,2030,8,4,4,0.0
1613,BE_Nuclear,2030,8,5,5,0.0
1614,BE_Nuclear,2030,8,6,6,0.0
1615,BE_Nuclear,2030,8,7,7,0.0
1616,BE_Nuclear,2030,8,8,8,0.0
1617,BE_Nuclear,2030,8,9,9,0.0
1618,BE_Nuclear,2030,8,10,10,0.0
1619,BE_Nuclear,2030,8,11,11,0.0
1620,BE_Nuclear,2030,8,12,12,0.0
1621,BE_Nuclear,2030,8,13,13,0.0
1622,BE_Nuclear,2030,8,14,14,0.0
1623,BE_Nuclear,2030,8,15,15,0.0
1624,BE_Nuclear,2030,8,16,16,0.0
1625,BE_Nuclear,2030,8,17,17,0.0
1626,BE_Nuclear,2030,8,18,18,0.0
1627,BE_Nuclear,2030,8,19,19,0.0
1628,BE_Nuclear,2030,8,20,20,0.0
1629,BE_Nuclear,2030,8,21,21,0.0
1630,BE_Nuclear,2030,8,22,22,0.0
1631,BE_Nuclear,2030,8,23,23,0.0
1632,BE_Nuclear,2030,8,24,24,0.0
1633,BE_Nuclear,2030,9,1,1,0.0
1634,BE_Nuclear,2030,9,2,2,0.0
1635,BE_Nuclear,2030,9,3,3,0.0
1636,BE_Nuclear,2030,9,4,4,0.0
1637,BE_Nuclear,2030,9,5,5,0.0
1638,BE_Nuclear,2030,9,6,6,0.0
1639,BE_Nuclear,2030,9,7,7,0.0
1640,BE_Nuclear,2030,9,8,8,0.0
1641,BE_Nuclear,2030,9,9,9,0.0
1642,BE_Nuclear,2030,9,10,10,0.0
1643,BE_Nuclear,2030,9,11,11,0.0
1644,BE_Nuclear,2030,9,12,12,0.0
1645,BE_Nuclear,2030,9,13,13,0.0
1646,BE_Nuclear,2030,9,14,14,0.0
1647,BE_Nuclear,2030,9,15,15,0.0
1648,BE_Nuclear,2030,9,16,16,0.0
1649,BE_Nuclear,2030,9,17,17,0.0
1650,BE_Nuclear,2030,9,18,18,0.0
1651,BE_Nuclear,2030,9,19,19,0.0
1652,BE_Nuclear,2030,9,20,20,0.0
1653,BE_Nuclear,2030,9,21,21,0.0
1654,BE_Nuclear,2030,9,22,22,0.0
1655,BE_Nuclear,2030,9,23,23,0.0
1656,BE_Nuclear,2030,9,24,24,0.0
1657,BE_Nuclear,2030,10,1,1,0.0
1658,BE_Nuclear,2030,10,2,2,0.0
1659,BE_Nuclear,2030,10,3,3,0.0
1660,BE_Nuclear,2030,10,4,4,0.0
1661,BE_Nuclear,2030,10,5,5,0.0
1662,BE_Nuclear,2030,10,6,6,0.0
1663,BE_Nuclear,2030,10,7,7,0.0
1664,BE_Nuclear,2030,10,8,8,0.0
1665,BE_Nuclear,2030,10,9,9,0.0
1666,BE_Nuclear,2030,10,10,10,0.0
1667,BE_Nuclear,2030,10,11,11,0.0
1668,BE_Nuclear,2030,10,12,12,0.0
1669,BE_Nuclear,2030,10,13,13,0.0
1670,BE_Nuclear,2030,10,14,14,0.0
1671,BE_Nuclear,2030,10,15,15,0.0
1672,BE_Nuclear,2030,10,16,16,0.0
1673,BE_Nuclear,2030,10,17,17,0.0
1674,BE_Nuclear,2030,10,18,18,0.0
1675,BE_Nuclear,2030,10,19,19,0.0
1676,BE_Nuclear,2030,10,20,20,0.0
1677,BE_Nuclear,2030,10,21,21,0.0
1678,BE_Nuclear,2030,10,22,22,0.0
1679,BE_Nuclear,2030,10,23,23,0.0
1680,BE_Nuclear,2030,10,24,24,0.0
1681,BE_OCGT,2030,1,1,1,0.0
1682,BE_OCGT,2030,1,2,2,0.0
1683,BE_OCGT,2030,1,3,3,0.0
1684,BE_OCGT,2030,1,4,4,0.0
1685,BE_OCGT,2030,1,5,5,0.0
1686,BE_OCGT,2030,1,6,6,0.0
1687,BE_OCGT,2030,1,7,7,0.0
1688,BE_OCGT,2030,1,8,8,0.0
1689,BE_OCGT,2030,1,9,9,0.0
1690,BE_OCGT,2030,1,10,10,0.0
1691,BE_OCGT,2030,1,11,11,0.0
1692,BE_OCGT,2030,1,12,12,0.0
1693,BE_OCGT,2030,1,13,13,0.0
1694,BE_OCGT,2030,1,14,14,0.0
1695,BE_OCGT,2030,1,15,15,0.0
1696,BE_OCGT,2030,1,16,16,0.0
1697,BE_OCGT,2030,1,17,17,0.0
1698,BE_OCGT,2030,1,18,18,0.0
1699,BE_OCGT,2030,1,19,19,0.0
1700,BE_OCGT,2030,1,20,20,0.0
1701,BE_OCGT,2030,1,21,21,0.0
1702,BE_OCGT,2030,1,22,22,0.0
1703,BE_OCGT,2030,1,23,23,0.0
1704,BE_OCGT,2030,1,24,24,0.0
1705,BE_OCGT,2030,2,1,1,0.0
1706,BE_OCGT,2030,2,2,2,0.0
1707,BE_OCGT,2030,2,3,3,0.0
1708,BE_OCGT,2030,2,4,4,0.0
1709,BE_OCGT,2030,2,5,5,0.0
1710,BE_OCGT,2030,2,6,6,0.0
1711,BE_OCGT,2030,2,7,7,0.0
1712,BE_OCGT,2030,2,8,8,0.0
1713,BE_OCGT,2030,2,9,9,0.0
1714,BE_OCGT,2030,2,10,10,0.0
1715,BE_OCGT,2030,2,11,11,0.0
1716,BE_OCGT,2030,2,12,12,0.0
1717,BE_OCGT,2030,2,13,13,0.0
1718,BE_OCGT,2030,2,14,14,0.0
1719,BE_OCGT,2030,2,15,15,0.0
1720,BE_OCGT,2030,2,16,16,0.0
1721,BE_OCGT,2030,2,17,17,0.0
1722,BE_OCGT,2030,2,18,18,0.0
1723,BE_OCGT,2030,2,19,19,0.0
1724,BE_OCGT,2030,2,20,20,0.0
1725,BE_OCGT,2030,2,21,21,0.0
1726,BE_OCGT,2030,2,22,22,0.0
1727,BE_OCGT,2030,2,23,23,0.0
1728,BE_OCGT,2030,2,24,24,0.0
1729,BE_OCGT,2030,3,1,1,0.0
1730,BE_OCGT,2030,3,2,2,0.0
1731,BE_OCGT,2030,3,3,3,0.0
1732,BE_OCGT,2030,3,4,4,0.0
1733,BE_OCGT,2030,3,5,5,0.0
1734,BE_OCGT,2030,3,6,6,0.0
1735,BE_OCGT,2030,3,7,7,0.0
1736,BE_OCGT,2030,3,8,8,0.0
1737,BE_OCGT,2030,3,9,9,0.0
1738,BE_OCGT,2030,3,10,10,0.0
1739,BE_OCGT,2030,3,11,11,0.0
1740,BE_OCGT,2030,3,12,12,0.0
1741,BE_OCGT,2030,3,13,13,0.0
1742,BE_OCGT,2030,3,14,14,0.0
1743,BE_OCGT,2030,3,15,15,0.0
1744,BE_OCGT,2030,3,16,16,0.0
1745,BE_OCGT,2030,3,17,17,0.0
1746,BE_OCGT,2030,3,18,18,0.0
1747,BE_OCGT,2030,3,19,19,0.0
1748,BE_OCGT,2030,3,20,20,0.0
1749,BE_OCGT,2030,3,21,21,0.0
1750,BE_OCGT,2030,3,22,22,0.0
1751,BE_OCGT,2030,3,23,23,0.0
1752,BE_OCGT,2030,3,24,24,0.0
1753,BE_OCGT,2030,4,1,1,0.0
1754,BE_OCGT,2030,4,2,2,0.0
1755,BE_OCGT,2030,4,3,3,0.0
1756,BE_OCGT,2030,4,4,4,0.0
1757,BE_OCGT,2030,4,5,5,0.0
1758,BE_OCGT,2030,4,6,6,0.0
1759,BE_OCGT,2030,4,7,7,0.0
1760,BE_OCGT,2030,4,8,8,0.0
1761,BE_OCGT,2030,4,9,9,0.0
1762,BE_OCGT,2030,4,10,10,0.0
1763,BE_OCGT,2030,4,11,11,0.0
1764,BE_OCGT,2030,4,12,12,0.0
1765,BE_OCGT,2030,4,13,13,0.0
1766,BE_OCGT,2030,4,14,14,0.0
1767,BE_OCGT,2030,4,15,15,0.0
1768,BE_OCGT,2030,4,16,16,0.0
1769,BE_OCGT,2030,4,17,17,0.0
1770,BE_OCGT,2030,4,18,18,0.0
1771,BE_OCGT,2030,4,19,19,0.0
1772,BE_OCGT,2030,4,20,20,0.0
1773,BE_OCGT,2030,4,21,21,0.0
1774,BE_OCGT,2030,4,22,22,0.0
1775,BE_OCGT,2030,4,23,23,0.0
1776,BE_OCGT,2030,4,24,24,0.0
1777,BE_OCGT,2030,5,1,1,0.0
1778,BE_OCGT,2030,5,2,2,0.0
1779,BE_OCGT,2030,5,3,3,0.0
1780,BE_OCGT,2030,5,4,4,0.0
1781,BE_OCGT,2030,5,5,5,0.0
1782,BE_OCGT,2030,5,6,6,0.0
1783,BE_OCGT,2030,5,7,7,0.0
1784,BE_OCGT,2030,5,8,8,0.0
1785,BE_OCGT,2030,5,9,9,0.0
1786,BE_OCGT,2030,5,10,10,0.0
1787,BE_OCGT,2030,5,11,11,0.0
1788,BE_OCGT,2030,5,12,12,0.0
1789,BE_OCGT,2030,5,13,13,0.0
1790,BE_OCGT,2030,5,14,14,0.0
1791,BE_OCGT,2030,5,15,15,0.0
1792,BE_OCGT,2030,5,16,16,0.0
1793,BE_OCGT,2030,5,17,17,0.0
1794,BE_OCGT,2030,5,18,18,0.0
1795,BE_OCGT,2030,5,19,19,0.0
1796,BE_OCGT,2030,5,20,20,0.0
1797,BE_OCGT,2030,5,21,21,0.0
1798,BE_OCGT,2030,5,22,22,0.0
1799,BE_OCGT,2030,5,23,23,0.0
1800,BE_OCGT,2030,5,24,24,0.0
1801,BE_OCGT,2030,6,1,1,0.0
1802,BE_OCGT,2030,6,2,2,0.0
1803,BE_OCGT,2030,6,3,3,0.0
1804,BE_OCGT,2030,6,4,4,0.0
1805,BE_OCGT,2030,6,5,5,0.0
1806,BE_OCGT,2030,6,6,6,0.0
1807,BE_OCGT,2030,6,7,7,0.0
1808,BE_OCGT,2030,6,8,8,0.0
1809,BE_OCGT,2030,6,9,9,0.0
1810,BE_OCGT,2030,6,10,10,0.0
1811,BE_OCGT,2030,6,11,11,0.0
1812,BE_OCGT,2030,6,12,12,0.0
1813,BE_OCGT,2030,6,13,13,0.0
1814,BE_OCGT,2030,6,14,14,0.0
1815,BE_OCGT,2030,6,15,15,0.0
1816,BE_OCGT,2030,6,16,16,0.0
1817,BE_OCGT,2030,6,17,17,0.0
1818,BE_OCGT,2030,6,18,18,0.0
1819,BE_OCGT,2030,6,19,19,0.0
1820,BE_OCGT,2030,6,20,20,0.0
1821,BE_OCGT,2030,6,21,21,0.0
1822,BE_OCGT,2030,6,22,22,0.0
1823,BE_OCGT,2030,6,23,23,0.0
1824,BE_OCGT,2030,6,24,24,0.0
1825,BE_OCGT,2030,7,1,1,0.0
1826,BE_OCGT,2030,7,2,2,0.0
1827,BE_OCGT,2030,7,3,3,0.0
1828,BE_OCGT,2030,7,4,4,0.0
1829,BE_OCGT,2030,7,5,5,0.0
1830,BE_OCGT,2030,7,6,6,0.0
1831,BE_OCGT,2030,7,7,7,0.0
1832,BE_OCGT,2030,7,8,8,0.0
1833,BE_OCGT,2030,7,9,9,0.0
1834,BE_OCGT,2030,7,10,10,0.0
1835,BE_OCGT,2030,7,11,11,0.0
1836,BE_OCGT,2030,7,12,12,0.0
1837,BE_OCGT,2030,7,13,13,0.0
1838,BE_OCGT,2030,7,14,14,0.0
1839,BE_OCGT,2030,7,15,15,0.0
1840,BE_OCGT,2030,7,16,16,0.0
1841,BE_OCGT,2030,7,17,17,0.0
1842,BE_OCGT,2030,7,18,18,0.0
1843,BE_OCGT,2030,7,19,19,0.0
1844,BE_OCGT,2030,7,20,20,0.0
1845,BE_OCGT,2030,7,21,21,0.0
1846,BE_OCGT,2030,7,22,22,0.0
1847,BE_OCGT,2030,7,23,23,0.0
1848,BE_OCGT,2030,7,24,24,0.0
1849,BE_OCGT,2030,8,1,1,0.0
1850,BE_OCGT,2030,8,2,2,0.0
1851,BE_OCGT,2030,8,3,3,0.0
1852,BE_OCGT,2030,8,4,4,0.0
1853,BE_OCGT,2030,8,5,5,0.0
1854,BE_OCGT,2030,8,6,6,0.0
1855,BE_OCGT,2030,8,7,7,0.0
1856,BE_OCGT,2030,8,8,8,0.0
1857,BE_OCGT,2030,8,9,9,0.0
1858,BE_OCGT,2030,8,10,10,0.0
1859,BE_OCGT,2030,8,11,11,0.0
1860,BE_OCGT,2030,8,12,12,0.0
1861,BE_OCGT,2030,8,13,13,0.0
1862,BE_OCGT,2030,8,14,14,0.0
1863,BE_OCGT,2030,8,15,15,0.0
1864,BE_OCGT,2030,8,16,16,0.0
1865,BE_OCGT,2030,8,17,17,0.0
1866,BE_OCGT,2030,8,18,18,0.0
1867,BE_OCGT,2030,8,19,19,0.0
1868,BE_OCGT,2030,8,20,20,0.0
1869,BE_OCGT,2030,8,21,21,0.0
1870,BE_OCGT,2030,8,22,22,0.0
1871,BE_OCGT,2030,8,23,23,0.0
1872,BE_OCGT,2030,8,24,24,0.0
1873,BE_OCGT,2030,9,1,1,0.0
1874,BE_OCGT,2030,9,2,2,0.0
1875,BE_OCGT,2030,9,3,3,0.0
1876,BE_OCGT,2030,9,4,4,0.0
1877,BE_OCGT,2030,9,5,5,0.0
1878,BE_OCGT,2030,9,6,6,0.0
1879,BE_OCGT,2030,9,7,7,0.0
1880,BE_OCGT,2030,9,8,8,0.0
1881,BE_OCGT,2030,9,9,9,0.0
1882,BE_OCGT,2030,9,10,10,0.0
1883,BE_OCGT,2030,9,11,11,0.0
1884,BE_OCGT,2030,9,12,12,0.0
1885,BE_OCGT,2030,9,13,13,0.0
1886,BE_OCGT,2030,9,14,14,0.0
1887,BE_OCGT,2030,9,15,15,0.0
1888,BE_OCGT,2030,9,16,16,0.0
1889,BE_OCGT,2030,9,17,17,0.0
1890,BE_OCGT,2030,9,18,18,0.0
1891,BE_OCGT,2030,9,19,19,0.0
1892,BE_OCGT,2030,9,20,20,0.0
1893,BE_OCGT,2030,9,21,21,0.0
1894,BE_OCGT,2030,9,22,22,0.0
1895,BE_OCGT,2030,9,23,23,0.0
1896,BE_OCGT,2030,9,24,24,0.0
1897,BE_OCGT,2030,10,1,1,0.0
1898,BE_OCGT,2030,10,2,2,0.0
1899,BE_OCGT,2030,10,3,3,0.0
1900,BE_OCGT,2030,10,4,4,0.0
1901,BE_OCGT,2030,10,5,5,0.0
1902,BE_OCGT,2030,10,6,6,0.0
1903,BE_OCGT,2030,10,7,7,0.0
1904,BE_OCGT,2030,10,8,8,0.0
1905,BE_OCGT,2030,10,9,9,0.0
1906,BE_OCGT,2030,10,10,10,0.0
1907,BE_OCGT,2030,10,11,11,0.0
1908,BE_OCGT,2030,10,12,12,0.0
1909,BE_OCGT,2030,10,13,13,0.0
1910,BE_OCGT,2030,10,14,14,0.0
1911,BE_OCGT,2030,10,15,15,0.0
1912,BE_OCGT,2030,10,16,16,0.0
1913,BE_OCGT,2030,10,17,17,0.0
1914,BE_OCGT,2030,10,18,18,0.0
1915,BE_OCGT,2030,10,19,19,0.0
1916,BE_OCGT,2030,10,20,20,0.0
1917,BE_OCGT,2030,10,21,21,0.0
1918,BE_OCGT,2030,10,22,22,0.0
1919,BE_OCGT,2030,10,23,23,0.0
1920,BE_OCGT,2030,10,24,24,0.0
1921,CH_CCGT,2030,1,1,1,0.0
1922,CH_CCGT,2030,1,2,2,0.0
1923,CH_CCGT,2030,1,3,3,0.0
1924,CH_CCGT,2030,1,4,4,0.0
1925,CH_CCGT,2030,1,5,5,0.0
1926,CH_CCGT,2030,1,6,6,0.0
1927,CH_CCGT,2030,1,7,7,0.0
1928,CH_CCGT,2030,1,8,8,0.0
1929,CH_CCGT,2030,1,9,9,0.0
1930,CH_CCGT,2030,1,10,10,0.0
1931,CH_CCGT,2030,1,11,11,0.0
1932,CH_CCGT,2030,1,12,12,0.0
1933,CH_CCGT,2030,1,13,13,0.0
1934,CH_CCGT,2030,1,14,14,0.0
1935,CH_CCGT,2030,1,15,15,0.0
1936,CH_CCGT,2030,1,16,16,0.0
1937,CH_CCGT,2030,1,17,17,0.0
1938,CH_CCGT,2030,1,18,18,0.0
1939,CH_CCGT,2030,1,19,19,0.0
1940,CH_CCGT,2030,1,20,20,0.0
1941,CH_CCGT,2030,1,21,21,0.0
1942,CH_CCGT,2030,1,22,22,0.0
1943,CH_CCGT,2030,1,23,23,0.0
1944,CH_CCGT,2030,1,24,24,0.0
1945,CH_CCGT,2030,2,1,1,0.0
1946,CH_CCGT,2030,2,2,2,0.0
1947,CH_CCGT,2030,2,3,3,0.0
1948,CH_CCGT,2030,2,4,4,0.0
1949,CH_CCGT,2030,2,5,5,0.0
1950,CH_CCGT,2030,2,6,6,0.0
1951,CH_CCGT,2030,2,7,7,0.0
1952,CH_CCGT,2030,2,8,8,0.0
1953,CH_CCGT,2030,2,9,9,0.0
1954,CH_CCGT,2030,2,10,10,0.0
1955,CH_CCGT,2030,2,11,11,0.0
1956,CH_CCGT,2030,2,12,12,0.0
1957,CH_CCGT,2030,2,13,13,0.0
1958,CH_CCGT,2030,2,14,14,0.0
1959,CH_CCGT,2030,2,15,15,0.0
1960,CH_CCGT,2030,2,16,16,0.0
1961,CH_CCGT,2030,2,17,17,0.0
1962,CH_CCGT,2030,2,18,18,0.0
1963,CH_CCGT,2030,2,19,19,0.0
1964,CH_CCGT,2030,2,20,20,0.0
1965,CH_CCGT,2030,2,21,21,0.0
1966,CH_CCGT,2030,2,22,22,0.0
1967,CH_CCGT,2030,2,23,23,0.0
1968,CH_CCGT,2030,2,24,24,0.0
1969,CH_CCGT,2030,3,1,1,0.0
1970,CH_CCGT,2030,3,2,2,0.0
1971,CH_CCGT,2030,3,3,3,0.0
1972,CH_CCGT,2030,3,4,4,0.0
1973,CH_CCGT,2030,3,5,5,0.0
1974,CH_CCGT,2030,3,6,6,0.0
1975,CH_CCGT,2030,3,7,7,0.0
1976,CH_CCGT,2030,3,8,8,0.0
1977,CH_CCGT,2030,3,9,9,0.0
1978,CH_CCGT,2030,3,10,10,0.0
1979,CH_CCGT,2030,3,11,11,0.0
1980,CH_CCGT,2030,3,12,12,0.0
1981,CH_CCGT,2030,3,13,13,0.0
1982,CH_CCGT,2030,3,14,14,0.0
1983,CH_CCGT,2030,3,15,15,0.0
1984,CH_CCGT,2030,3,16,16,0.0
1985,CH_CCGT,2030,3,17,17,0.0
1986,CH_CCGT,2030,3,18,18,0.0
1987,CH_CCGT,2030,3,19,19,0.0
1988,CH_CCGT,2030,3,20,20,0.0
1989,CH_CCGT,2030,3,21,21,0.0
1990,CH_CCGT,2030,3,22,22,0.0
1991,CH_CCGT,2030,3,23,23,0.0
1992,CH_CCGT,2030,3,24,24,0.0
1993,CH_CCGT,2030,4,1,1,0.0
1994,CH_CCGT,2030,4,2,2,0.0
1995,CH_CCGT,2030,4,3,3,0.0
1996,CH_CCGT,2030,4,4,4,0.0
1997,CH_CCGT,2030,4,5,5,0.0
1998,CH_CCGT,2030,4,6,6,0.0
1999,CH_CCGT,2030,4,7,7,0.0
2000,CH_CCGT,2030,4,8,8,0.0
2001,CH_CCGT,2030,4,9,9,0.0
2002,CH_CCGT,2030,4,10,10,0.0
2003,CH_CCGT,2030,4,11,11,0.0
2004,CH_CCGT,2030,4,12,12,0.0
2005,CH_CCGT,2030,4,13,13,0.0
2006,CH_CCGT,2030,4,14,14,0.0
2007,CH_CCGT,2030,4,15,15,0.0
2008,CH_CCGT,2030,4,16,16,0.0
2009,CH_CCGT,2030,4,17,17,0.0
2010,CH_CCGT,2030,4,18,18,0.0
2011,CH_CCGT,2030,4,19,19,0.0
2012,CH_CCGT,2030,4,20,20,0.0
2013,CH_CCGT,2030,4,21,21,0.0
2014,CH_CCGT,2030,4,22,22,0.0
2015,CH_CCGT,2030,4,23,23,0.0
2016,CH_CCGT,2030,4,24,24,0.0
2017,CH_CCGT,2030,5,1,1,0.0
2018,CH_CCGT,2030,5,2,2,0.0
2019,CH_CCGT,2030,5,3,3,0.0
2020,CH_CCGT,2030,5,4,4,0.0
2021,CH_CCGT,2030,5,5,5,0.0
2022,CH_CCGT,2030,5,6,6,0.0
2023,CH_CCGT,2030,5,7,7,0.0
2024,CH_CCGT,2030,5,8,8,0.0
2025,CH_CCGT,2030,5,9,9,0.0
2026,CH_CCGT,2030,5,10,10,0.0
2027,CH_CCGT,2030,5,11,11,0.0
2028,CH_CCGT,2030,5,12,12,0.0
2029,CH_CCGT,2030,5,13,13,0.0
2030,CH_CCGT,2030,5,14,14,0.0
2031,CH_CCGT,2030,5,15,15,0.0
2032,CH_CCGT,2030,5,16,16,0.0
2033,CH_CCGT,2030,5,17,17,0.0
2034,CH_CCGT,2030,5,18,18,0.0
2035,CH_CCGT,2030,5,19,19,0.0
2036,CH_CCGT,2030,5,20,20,0.0
2037,CH_CCGT,2030,5,21,21,0.0
2038,CH_CCGT,2030,5,22,22,0.0
2039,CH_CCGT,2030,5,23,23,0.0
2040,CH_CCGT,2030,5,24,24,0.0
2041,CH_CCGT,2030,6,1,1,0.0
2042,CH_CCGT,2030,6,2,2,0.0
2043,CH_CCGT,2030,6,3,3,0.0
2044,CH_CCGT,2030,6,4,4,0.0
2045,CH_CCGT,2030,6,5,5,0.0
2046,CH_CCGT,2030,6,6,6,0.0
2047,CH_CCGT,2030,6,7,7,0.0
2048,CH_CCGT,2030,6,8,8,0.0
2049,CH_CCGT,2030,6,9,9,0.0
2050,CH_CCGT,2030,6,10,10,0.0
2051,CH_CCGT,2030,6,11,11,0.0
2052,CH_CCGT,2030,6,12,12,0.0
2053,CH_CCGT,2030,6,13,13,0.0
2054,CH_CCGT,2030,6,14,14,0.0
2055,CH_CCGT,2030,6,15,15,0.0
2056,CH_CCGT,2030,6,16,16,0.0
2057,CH_CCGT,2030,6,17,17,0.0
2058,CH_CCGT,2030,6,18,18,0.0
2059,CH_CCGT,2030,6,19,19,0.0
2060,CH_CCGT,2030,6,20,20,0.0
2061,CH_CCGT,2030,6,21,21,0.0
2062,CH_CCGT,2030,6,22,22,0.0
2063,CH_CCGT,2030,6,23,23,0.0
2064,CH_CCGT,2030,6,24,24,0.0
2065,CH_CCGT,2030,7,1,1,0.0
2066,CH_CCGT,2030,7,2,2,0.0
2067,CH_CCGT,2030,7,3,3,0.0
2068,CH_CCGT,2030,7,4,4,0.0
2069,CH_CCGT,2030,7,5,5,0.0
2070,CH_CCGT,2030,7,6,6,0.0
2071,CH_CCGT,2030,7,7,7,0.0
2072,CH_CCGT,2030,7,8,8,0.0
2073,CH_CCGT,2030,7,9,9,0.0
2074,CH_CCGT,2030,7,10,10,0.0
2075,CH_CCGT,2030,7,11,11,0.0
2076,CH_CCGT,2030,7,12,12,0.0
2077,CH_CCGT,2030,7,13,13,0.0
2078,CH_CCGT,2030,7,14,14,0.0
2079,CH_CCGT,2030,7,15,15,0.0
2080,CH_CCGT,2030,7,16,16,0.0
2081,CH_CCGT,2030,7,17,17,0.0
2082,CH_CCGT,2030,7,18,18,0.0
2083,CH_CCGT,2030,7,19,19,0.0
2084,CH_CCGT,2030,7,20,20,0.0
2085,CH_CCGT,2030,7,21,21,0.0
2086,CH_CCGT,2030,7,22,22,0.0
2087,CH_CCGT,2030,7,23,23,0.0
2088,CH_CCGT,2030,7,24,24,0.0
2089,CH_CCGT,2030,8,1,1,0.0
2090,CH_CCGT,2030,8,2,2,0.0
2091,CH_CCGT,2030,8,3,3,0.0
2092,CH_CCGT,2030,8,4,4,0.0
2093,CH_CCGT,2030,8,5,5,0.0
2094,CH_CCGT,2030,8,6,6,0.0
2095,CH_CCGT,2030,8,7,7,0.0
2096,CH_CCGT,2030,8,8,8,0.0
2097,CH_CCGT,2030,8,9,9,0.0
2098,CH_CCGT,2030,8,10,10,0.0
2099,CH_CCGT,2030,8,11,11,0.0
2100,CH_CCGT,2030,8,12,12,0.0
2101,CH_CCGT,2030,8,13,13,0.0
2102,CH_CCGT,2030,8,14,14,0.0
2103,CH_CCGT,2030,8,15,15,0.0
2104,CH_CCGT,2030,8,16,16,0.0
2105,CH_CCGT,2030,8,17,17,0.0
2106,CH_CCGT,2030,8,18,18,0.0
2107,CH_CCGT,2030,8,19,19,0.0
2108,CH_CCGT,2030,8,20,20,0.0
2109,CH_CCGT,2030,8,21,21,0.0
2110,CH_CCGT,2030,8,22,22,0.0
2111,CH_CCGT,2030,8,23,23,0.0
2112,CH_CCGT,2030,8,24,24,0.0
2113,CH_CCGT,2030,9,1,1,0.0
2114,CH_CCGT,2030,9,2,2,0.0
2115,CH_CCGT,2030,9,3,3,0.0
2116,CH_CCGT,2030,9,4,4,0.0
2117,CH_CCGT,2030,9,5,5,0.0
2118,CH_CCGT,2030,9,6,6,0.0
2119,CH_CCGT,2030,9,7,7,0.0
2120,CH_CCGT,2030,9,8,8,0.0
2121,CH_CCGT,2030,9,9,9,0.0
2122,CH_CCGT,2030,9,10,10,0.0
2123,CH_CCGT,2030,9,11,11,0.0
2124,CH_CCGT,2030,9,12,12,0.0
2125,CH_CCGT,2030,9,13,13,0.0
2126,CH_CCGT,2030,9,14,14,0.0
2127,CH_CCGT,2030,9,15,15,0.0
2128,CH_CCGT,2030,9,16,16,0.0
2129,CH_CCGT,2030,9,17,17,0.0
2130,CH_CCGT,2030,9,18,18,0.0
2131,CH_CCGT,2030,9,19,19,0.0
2132,CH_CCGT,2030,9,20,20,0.0
2133,CH_CCGT,2030,9,21,21,0.0
2134,CH_CCGT,2030,9,22,22,0.0
2135,CH_CCGT,2030,9,23,23,0.0
2136,CH_CCGT,2030,9,24,24,0.0
2137,CH_CCGT,2030,10,1,1,0.0
2138,CH_CCGT,2030,10,2,2,0.0
2139,CH_CCGT,2030,10,3,3,0.0
2140,CH_CCGT,2030,10,4,4,0.0
2141,CH_CCGT,2030,10,5,5,0.0
2142,CH_CCGT,2030,10,6,6,0.0
2143,CH_CCGT,2030,10,7,7,0.0
2144,CH_CCGT,2030,10,8,8,0.0
2145,CH_CCGT,2030,10,9,9,0.0
2146,CH_CCGT,2030,10,10,10,0.0
2147,CH_CCGT,2030,10,11,11,0.0
2148,CH_CCGT,2030,10,12,12,0.0
2149,CH_CCGT,2030,10,13,13,0.0
2150,CH_CCGT,2030,10,14,14,0.0
2151,CH_CCGT,2030,10,15,15,0.0
2152,CH_CCGT,2030,10,16,16,0.0
2153,CH_CCGT,2030,10,17,17,0.0
2154,CH_CCGT,2030,10,18,18,0.0
2155,CH_CCGT,2030,10,19,19,0.0
2156,CH_CCGT,2030,10,20,20,0.0
2157,CH_CCGT,2030,10,21,21,0.0
2158,CH_CCGT,2030,10,22,22,0.0
2159,CH_CCGT,2030,10,23,23,0.0
2160,CH_CCGT,2030,10,24,24,0.0
2161,CH_Coal,2030,1,1,1,0.0
2162,CH_Coal,2030,1,2,2,0.0
2163,CH_Coal,2030,1,3,3,0.0
2164,CH_Coal,2030,1,4,4,0.0
2165,CH_Coal,2030,1,5,5,0.0
2166,CH_Coal,2030,1,6,6,0.0
2167,CH_Coal,2030,1,7,7,0.0
2168,CH_Coal,2030,1,8,8,0.0
2169,CH_Coal,2030,1,9,9,0.0
2170,CH_Coal,2030,1,10,10,0.0
2171,CH_Coal,2030,1,11,11,0.0
2172,CH_Coal,2030,1,12,12,0.0
