id,asset,milestone_year,investment_integer_storage_energy,capacity_storage_energy,investment_limit_storage_energy,solution
1,NL_Battery,2030,false,100.0,,0.31602822890919696
2,BE_Battery,2030,false,100.0,,0.48573892557964654
3,DE_Battery,2030,false,100.0,,14.910673081458526
4,FR_Battery,2030,false,100.0,,47.65092468649695
5,LU_Battery,2030,false,100.0,,5.901607722702079
6,CH_Battery,2030,false,100.0,,10.316450542316502
7,AT_Battery,2030,false,100.0,,10.323527940009722
