asset,partition,rep_period,specification,year
DE_OCGT,4,1,uniform,2030
DE_Battery,4,1,uniform,2030
DE_E_Demand,4,1,uniform,2030
DE_Balance,4,1,uniform,2030
DE_Solar,4,2,uniform,2030
DE_Wind_Onshore,4,2,uniform,2030
DE_Wind_Offshore,4,2,uniform,2030
DE_Coal,4,2,uniform,2030
DE_Nuclear,4,2,uniform,2030
DE_CCGT,4,2,uniform,2030
DE_OCGT,4,2,uniform,2030
DE_Battery,4,2,uniform,2030
DE_E_Demand,4,2,uniform,2030
DE_Balance,4,2,uniform,2030
DE_Solar,4,3,uniform,2030
DE_Wind_Onshore,4,3,uniform,2030
DE_Wind_Offshore,4,3,uniform,2030
DE_Coal,4,3,uniform,2030
DE_Nuclear,4,3,uniform,2030
DE_CCGT,4,3,uniform,2030
DE_OCGT,4,3,uniform,2030
DE_Battery,4,3,uniform,2030
DE_E_Demand,4,3,uniform,2030
DE_Balance,4,3,uniform,2030
DE_Solar,4,4,uniform,2030
DE_Wind_Onshore,4,4,uniform,2030
DE_Wind_Offshore,4,4,uniform,2030
DE_Coal,4,4,uniform,2030
DE_Nuclear,4,4,uniform,2030
DE_CCGT,4,4,uniform,2030
DE_OCGT,4,4,uniform,2030
DE_Battery,4,4,uniform,2030
DE_E_Demand,4,4,uniform,2030
DE_Balance,4,4,uniform,2030
DE_Solar,4,5,uniform,2030
DE_Wind_Onshore,4,5,uniform,2030
DE_Wind_Offshore,4,5,uniform,2030
DE_Coal,4,5,uniform,2030
DE_Nuclear,4,5,uniform,2030
DE_CCGT,4,5,uniform,2030
DE_OCGT,4,5,uniform,2030
DE_Battery,4,5,uniform,2030
DE_E_Demand,4,5,uniform,2030
DE_Balance,4,5,uniform,2030
DE_Solar,4,6,uniform,2030
DE_Wind_Onshore,4,6,uniform,2030
DE_Wind_Offshore,4,6,uniform,2030
DE_Coal,4,6,uniform,2030
DE_Nuclear,4,6,uniform,2030
DE_CCGT,4,6,uniform,2030
DE_OCGT,4,6,uniform,2030
DE_Battery,4,6,uniform,2030
DE_E_Demand,4,6,uniform,2030
DE_Balance,4,6,uniform,2030
DE_Solar,4,7,uniform,2030
DE_Wind_Onshore,4,7,uniform,2030
DE_Wind_Offshore,4,7,uniform,2030
DE_Coal,4,7,uniform,2030
DE_Nuclear,4,7,uniform,2030
DE_CCGT,4,7,uniform,2030
DE_OCGT,4,7,uniform,2030
DE_Battery,4,7,uniform,2030
DE_E_Demand,4,7,uniform,2030
DE_Balance,4,7,uniform,2030
DE_Solar,4,8,uniform,2030
DE_Wind_Onshore,4,8,uniform,2030
DE_Wind_Offshore,4,8,uniform,2030
DE_Coal,4,8,uniform,2030
DE_Nuclear,4,8,uniform,2030
DE_CCGT,4,8,uniform,2030
DE_OCGT,4,8,uniform,2030
DE_Battery,4,8,uniform,2030
DE_E_Demand,4,8,uniform,2030
DE_Balance,4,8,uniform,2030
DE_Solar,4,9,uniform,2030
DE_Wind_Onshore,4,9,uniform,2030
DE_Wind_Offshore,4,9,uniform,2030
DE_Coal,4,9,uniform,2030
DE_Nuclear,4,9,uniform,2030
DE_CCGT,4,9,uniform,2030
DE_OCGT,4,9,uniform,2030
DE_Battery,4,9,uniform,2030
DE_E_Demand,4,9,uniform,2030
DE_Balance,4,9,uniform,2030
DE_Solar,4,10,uniform,2030
DE_Wind_Onshore,4,10,uniform,2030
DE_Wind_Offshore,4,10,uniform,2030
DE_Coal,4,10,uniform,2030
DE_Nuclear,4,10,uniform,2030
DE_CCGT,4,10,uniform,2030
DE_OCGT,4,10,uniform,2030
DE_Battery,4,10,uniform,2030
DE_E_Demand,4,10,uniform,2030
DE_Balance,4,10,uniform,2030
FR_Solar,4,1,uniform,2030
FR_Wind_Onshore,4,1,uniform,2030
FR_Wind_Offshore,4,1,uniform,2030
FR_Coal,4,1,uniform,2030
FR_Nuclear,4,1,uniform,2030
FR_CCGT,4,1,uniform,2030
FR_OCGT,4,1,uniform,2030
FR_Battery,4,1,uniform,2030
FR_E_Demand,4,1,uniform,2030
FR_Balance,4,1,uniform,2030
FR_Solar,4,2,uniform,2030
FR_Wind_Onshore,4,2,uniform,2030
FR_Wind_Offshore,4,2,uniform,2030
FR_Coal,4,2,uniform,2030
FR_Nuclear,4,2,uniform,2030
FR_CCGT,4,2,uniform,2030
FR_OCGT,4,2,uniform,2030
FR_Battery,4,2,uniform,2030
FR_E_Demand,4,2,uniform,2030
FR_Balance,4,2,uniform,2030
FR_Solar,4,3,uniform,2030
FR_Wind_Onshore,4,3,uniform,2030
FR_Wind_Offshore,4,3,uniform,2030
FR_Coal,4,3,uniform,2030
FR_Nuclear,4,3,uniform,2030
FR_CCGT,4,3,uniform,2030
FR_OCGT,4,3,uniform,2030
FR_Battery,4,3,uniform,2030
FR_E_Demand,4,3,uniform,2030
FR_Balance,4,3,uniform,2030
FR_Solar,4,4,uniform,2030
FR_Wind_Onshore,4,4,uniform,2030
FR_Wind_Offshore,4,4,uniform,2030
FR_Coal,4,4,uniform,2030
FR_Nuclear,4,4,uniform,2030
FR_CCGT,4,4,uniform,2030
FR_OCGT,4,4,uniform,2030
FR_Battery,4,4,uniform,2030
FR_E_Demand,4,4,uniform,2030
FR_Balance,4,4,uniform,2030
FR_Solar,4,5,uniform,2030
FR_Wind_Onshore,4,5,uniform,2030
FR_Wind_Offshore,4,5,uniform,2030
FR_Coal,4,5,uniform,2030
FR_Nuclear,4,5,uniform,2030
FR_CCGT,4,5,uniform,2030
FR_OCGT,4,5,uniform,2030
FR_Battery,4,5,uniform,2030
FR_E_Demand,4,5,uniform,2030
FR_Balance,4,5,uniform,2030
FR_Solar,4,6,uniform,2030
FR_Wind_Onshore,4,6,uniform,2030
FR_Wind_Offshore,4,6,uniform,2030
FR_Coal,4,6,uniform,2030
FR_Nuclear,4,6,uniform,2030
FR_CCGT,4,6,uniform,2030
FR_OCGT,4,6,uniform,2030
FR_Battery,4,6,uniform,2030
FR_E_Demand,4,6,uniform,2030
FR_Balance,4,6,uniform,2030
FR_Solar,4,7,uniform,2030
FR_Wind_Onshore,4,7,uniform,2030
FR_Wind_Offshore,4,7,uniform,2030
FR_Coal,4,7,uniform,2030
FR_Nuclear,4,7,uniform,2030
FR_CCGT,4,7,uniform,2030
FR_OCGT,4,7,uniform,2030
FR_Battery,4,7,uniform,2030
FR_E_Demand,4,7,uniform,2030
FR_Balance,4,7,uniform,2030
FR_Solar,4,8,uniform,2030
FR_Wind_Onshore,4,8,uniform,2030
FR_Wind_Offshore,4,8,uniform,2030
FR_Coal,4,8,uniform,2030
FR_Nuclear,4,8,uniform,2030
FR_CCGT,4,8,uniform,2030
FR_OCGT,4,8,uniform,2030
FR_Battery,4,8,uniform,2030
FR_E_Demand,4,8,uniform,2030
FR_Balance,4,8,uniform,2030
FR_Solar,4,9,uniform,2030
FR_Wind_Onshore,4,9,uniform,2030
FR_Wind_Offshore,4,9,uniform,2030
FR_Coal,4,9,uniform,2030
FR_Nuclear,4,9,uniform,2030
FR_CCGT,4,9,uniform,2030
FR_OCGT,4,9,uniform,2030
FR_Battery,4,9,uniform,2030
FR_E_Demand,4,9,uniform,2030
FR_Balance,4,9,uniform,2030
FR_Solar,4,10,uniform,2030
FR_Wind_Onshore,4,10,uniform,2030
FR_Wind_Offshore,4,10,uniform,2030
FR_Coal,4,10,uniform,2030
FR_Nuclear,4,10,uniform,2030
FR_CCGT,4,10,uniform,2030
FR_OCGT,4,10,uniform,2030
FR_Battery,4,10,uniform,2030
FR_E_Demand,4,10,uniform,2030
FR_Balance,4,10,uniform,2030
LU_Solar,4,1,uniform,2030
LU_Wind_Onshore,4,1,uniform,2030
LU_Wind_Offshore,4,1,uniform,2030
LU_Coal,4,1,uniform,2030
LU_Nuclear,4,1,uniform,2030
LU_CCGT,4,1,uniform,2030
LU_OCGT,4,1,uniform,2030
LU_Battery,4,1,uniform,2030
LU_E_Demand,4,1,uniform,2030
LU_Balance,4,1,uniform,2030
LU_Solar,4,2,uniform,2030
LU_Wind_Onshore,4,2,uniform,2030
LU_Wind_Offshore,4,2,uniform,2030
LU_Coal,4,2,uniform,2030
LU_Nuclear,4,2,uniform,2030
LU_CCGT,4,2,uniform,2030
LU_OCGT,4,2,uniform,2030
LU_Battery,4,2,uniform,2030
LU_E_Demand,4,2,uniform,2030
LU_Balance,4,2,uniform,2030
LU_Solar,4,3,uniform,2030
LU_Wind_Onshore,4,3,uniform,2030
LU_Wind_Offshore,4,3,uniform,2030
LU_Coal,4,3,uniform,2030
LU_Nuclear,4,3,uniform,2030
LU_CCGT,4,3,uniform,2030
LU_OCGT,4,3,uniform,2030
LU_Battery,4,3,uniform,2030
LU_E_Demand,4,3,uniform,2030
LU_Balance,4,3,uniform,2030
LU_Solar,4,4,uniform,2030
LU_Wind_Onshore,4,4,uniform,2030
LU_Wind_Offshore,4,4,uniform,2030
LU_Coal,4,4,uniform,2030
LU_Nuclear,4,4,uniform,2030
LU_CCGT,4,4,uniform,2030
LU_OCGT,4,4,uniform,2030
LU_Battery,4,4,uniform,2030
LU_E_Demand,4,4,uniform,2030
LU_Balance,4,4,uniform,2030
LU_Solar,4,5,uniform,2030
LU_Wind_Onshore,4,5,uniform,2030
LU_Wind_Offshore,4,5,uniform,2030
LU_Coal,4,5,uniform,2030
LU_Nuclear,4,5,uniform,2030
LU_CCGT,4,5,uniform,2030
LU_OCGT,4,5,uniform,2030
LU_Battery,4,5,uniform,2030
LU_E_Demand,4,5,uniform,2030
LU_Balance,4,5,uniform,2030
LU_Solar,4,6,uniform,2030
LU_Wind_Onshore,4,6,uniform,2030
LU_Wind_Offshore,4,6,uniform,2030
LU_Coal,4,6,uniform,2030
LU_Nuclear,4,6,uniform,2030
LU_CCGT,4,6,uniform,2030
LU_OCGT,4,6,uniform,2030
LU_Battery,4,6,uniform,2030
LU_E_Demand,4,6,uniform,2030
LU_Balance,4,6,uniform,2030
LU_Solar,4,7,uniform,2030
LU_Wind_Onshore,4,7,uniform,2030
LU_Wind_Offshore,4,7,uniform,2030
LU_Coal,4,7,uniform,2030
LU_Nuclear,4,7,uniform,2030
LU_CCGT,4,7,uniform,2030
LU_OCGT,4,7,uniform,2030
LU_Battery,4,7,uniform,2030
LU_E_Demand,4,7,uniform,2030
LU_Balance,4,7,uniform,2030
LU_Solar,4,8,uniform,2030
LU_Wind_Onshore,4,8,uniform,2030
LU_Wind_Offshore,4,8,uniform,2030
LU_Coal,4,8,uniform,2030
LU_Nuclear,4,8,uniform,2030
LU_CCGT,4,8,uniform,2030
LU_OCGT,4,8,uniform,2030
LU_Battery,4,8,uniform,2030
LU_E_Demand,4,8,uniform,2030
LU_Balance,4,8,uniform,2030
LU_Solar,4,9,uniform,2030
LU_Wind_Onshore,4,9,uniform,2030
LU_Wind_Offshore,4,9,uniform,2030
LU_Coal,4,9,uniform,2030
LU_Nuclear,4,9,uniform,2030
LU_CCGT,4,9,uniform,2030
LU_OCGT,4,9,uniform,2030
LU_Battery,4,9,uniform,2030
LU_E_Demand,4,9,uniform,2030
LU_Balance,4,9,uniform,2030
LU_Solar,4,10,uniform,2030
LU_Wind_Onshore,4,10,uniform,2030
LU_Wind_Offshore,4,10,uniform,2030
LU_Coal,4,10,uniform,2030
LU_Nuclear,4,10,uniform,2030
LU_CCGT,4,10,uniform,2030
LU_OCGT,4,10,uniform,2030
LU_Battery,4,10,uniform,2030
LU_E_Demand,4,10,uniform,2030
LU_Balance,4,10,uniform,2030
CH_Solar,4,1,uniform,2030
CH_Wind_Onshore,4,1,uniform,2030
CH_Wind_Offshore,4,1,uniform,2030
CH_Coal,4,1,uniform,2030
CH_Nuclear,4,1,uniform,2030
CH_CCGT,4,1,uniform,2030
CH_OCGT,4,1,uniform,2030
CH_Battery,4,1,uniform,2030
CH_E_Demand,4,1,uniform,2030
CH_Balance,4,1,uniform,2030
CH_Solar,4,2,uniform,2030
CH_Wind_Onshore,4,2,uniform,2030
CH_Wind_Offshore,4,2,uniform,2030
CH_Coal,4,2,uniform,2030
CH_Nuclear,4,2,uniform,2030
CH_CCGT,4,2,uniform,2030
CH_OCGT,4,2,uniform,2030
CH_Battery,4,2,uniform,2030
CH_E_Demand,4,2,uniform,2030
CH_Balance,4,2,uniform,2030
CH_Solar,4,3,uniform,2030
CH_Wind_Onshore,4,3,uniform,2030
CH_Wind_Offshore,4,3,uniform,2030
CH_Coal,4,3,uniform,2030
CH_Nuclear,4,3,uniform,2030
CH_CCGT,4,3,uniform,2030
CH_OCGT,4,3,uniform,2030
CH_Battery,4,3,uniform,2030
CH_E_Demand,4,3,uniform,2030
CH_Balance,4,3,uniform,2030
CH_Solar,4,4,uniform,2030
CH_Wind_Onshore,4,4,uniform,2030
CH_Wind_Offshore,4,4,uniform,2030
CH_Coal,4,4,uniform,2030
CH_Nuclear,4,4,uniform,2030
CH_CCGT,4,4,uniform,2030
CH_OCGT,4,4,uniform,2030
CH_Battery,4,4,uniform,2030
CH_E_Demand,4,4,uniform,2030
CH_Balance,4,4,uniform,2030
CH_Solar,4,5,uniform,2030
CH_Wind_Onshore,4,5,uniform,2030
CH_Wind_Offshore,4,5,uniform,2030
CH_Coal,4,5,uniform,2030
CH_Nuclear,4,5,uniform,2030
CH_CCGT,4,5,uniform,2030
CH_OCGT,4,5,uniform,2030
CH_Battery,4,5,uniform,2030
CH_E_Demand,4,5,uniform,2030
CH_Balance,4,5,uniform,2030
CH_Solar,4,6,uniform,2030
CH_Wind_Onshore,4,6,uniform,2030
CH_Wind_Offshore,4,6,uniform,2030
CH_Coal,4,6,uniform,2030
CH_Nuclear,4,6,uniform,2030
CH_CCGT,4,6,uniform,2030
CH_OCGT,4,6,uniform,2030
CH_Battery,4,6,uniform,2030
CH_E_Demand,4,6,uniform,2030
CH_Balance,4,6,uniform,2030
CH_Solar,4,7,uniform,2030
CH_Wind_Onshore,4,7,uniform,2030
CH_Wind_Offshore,4,7,uniform,2030
CH_Coal,4,7,uniform,2030
CH_Nuclear,4,7,uniform,2030
CH_CCGT,4,7,uniform,2030
CH_OCGT,4,7,uniform,2030
CH_Battery,4,7,uniform,2030
CH_E_Demand,4,7,uniform,2030
CH_Balance,4,7,uniform,2030
CH_Solar,4,8,uniform,2030
CH_Wind_Onshore,4,8,uniform,2030
CH_Wind_Offshore,4,8,uniform,2030
CH_Coal,4,8,uniform,2030
CH_Nuclear,4,8,uniform,2030
CH_CCGT,4,8,uniform,2030
CH_OCGT,4,8,uniform,2030
CH_Battery,4,8,uniform,2030
CH_E_Demand,4,8,uniform,2030
CH_Balance,4,8,uniform,2030
CH_Solar,4,9,uniform,2030
CH_Wind_Onshore,4,9,uniform,2030
CH_Wind_Offshore,4,9,uniform,2030
CH_Coal,4,9,uniform,2030
CH_Nuclear,4,9,uniform,2030
CH_CCGT,4,9,uniform,2030
CH_OCGT,4,9,uniform,2030
CH_Battery,4,9,uniform,2030
CH_E_Demand,4,9,uniform,2030
CH_Balance,4,9,uniform,2030
CH_Solar,4,10,uniform,2030
CH_Wind_Onshore,4,10,uniform,2030
CH_Wind_Offshore,4,10,uniform,2030
CH_Coal,4,10,uniform,2030
CH_Nuclear,4,10,uniform,2030
CH_CCGT,4,10,uniform,2030
CH_OCGT,4,10,uniform,2030
CH_Battery,4,10,uniform,2030
CH_E_Demand,4,10,uniform,2030
CH_Balance,4,10,uniform,2030
AT_Solar,4,1,uniform,2030
AT_Wind_Onshore,4,1,uniform,2030
AT_Wind_Offshore,4,1,uniform,2030
AT_Coal,4,1,uniform,2030
AT_Nuclear,4,1,uniform,2030
AT_CCGT,4,1,uniform,2030
AT_OCGT,4,1,uniform,2030
AT_Battery,4,1,uniform,2030
AT_E_Demand,4,1,uniform,2030
AT_Balance,4,1,uniform,2030
AT_Solar,4,2,uniform,2030
AT_Wind_Onshore,4,2,uniform,2030
AT_Wind_Offshore,4,2,uniform,2030
AT_Coal,4,2,uniform,2030
AT_Nuclear,4,2,uniform,2030
AT_CCGT,4,2,uniform,2030
AT_OCGT,4,2,uniform,2030
AT_Battery,4,2,uniform,2030
AT_E_Demand,4,2,uniform,2030
AT_Balance,4,2,uniform,2030
AT_Solar,4,3,uniform,2030
AT_Wind_Onshore,4,3,uniform,2030
AT_Wind_Offshore,4,3,uniform,2030
AT_Coal,4,3,uniform,2030
AT_Nuclear,4,3,uniform,2030
AT_CCGT,4,3,uniform,2030
AT_OCGT,4,3,uniform,2030
AT_Battery,4,3,uniform,2030
AT_E_Demand,4,3,uniform,2030
AT_Balance,4,3,uniform,2030
AT_Solar,4,4,uniform,2030
AT_Wind_Onshore,4,4,uniform,2030
AT_Wind_Offshore,4,4,uniform,2030
AT_Coal,4,4,uniform,2030
AT_Nuclear,4,4,uniform,2030
AT_CCGT,4,4,uniform,2030
AT_OCGT,4,4,uniform,2030
AT_Battery,4,4,uniform,2030
AT_E_Demand,4,4,uniform,2030
AT_Balance,4,4,uniform,2030
AT_Solar,4,5,uniform,2030
AT_Wind_Onshore,4,5,uniform,2030
AT_Wind_Offshore,4,5,uniform,2030
AT_Coal,4,5,uniform,2030
AT_Nuclear,4,5,uniform,2030
AT_CCGT,4,5,uniform,2030
AT_OCGT,4,5,uniform,2030
AT_Battery,4,5,uniform,2030
AT_E_Demand,4,5,uniform,2030
AT_Balance,4,5,uniform,2030
AT_Solar,4,6,uniform,2030
AT_Wind_Onshore,4,6,uniform,2030
AT_Wind_Offshore,4,6,uniform,2030
AT_Coal,4,6,uniform,2030
AT_Nuclear,4,6,uniform,2030
AT_CCGT,4,6,uniform,2030
AT_OCGT,4,6,uniform,2030
AT_Battery,4,6,uniform,2030
AT_E_Demand,4,6,uniform,2030
AT_Balance,4,6,uniform,2030
AT_Solar,4,7,uniform,2030
AT_Wind_Onshore,4,7,uniform,2030
AT_Wind_Offshore,4,7,uniform,2030
AT_Coal,4,7,uniform,2030
AT_Nuclear,4,7,uniform,2030
AT_CCGT,4,7,uniform,2030
AT_OCGT,4,7,uniform,2030
AT_Battery,4,7,uniform,2030
AT_E_Demand,4,7,uniform,2030
AT_Balance,4,7,uniform,2030
AT_Solar,4,8,uniform,2030
AT_Wind_Onshore,4,8,uniform,2030
AT_Wind_Offshore,4,8,uniform,2030
AT_Coal,4,8,uniform,2030
AT_Nuclear,4,8,uniform,2030
AT_CCGT,4,8,uniform,2030
AT_OCGT,4,8,uniform,2030
AT_Battery,4,8,uniform,2030
AT_E_Demand,4,8,uniform,2030
AT_Balance,4,8,uniform,2030
AT_Solar,4,9,uniform,2030
AT_Wind_Onshore,4,9,uniform,2030
AT_Wind_Offshore,4,9,uniform,2030
AT_Coal,4,9,uniform,2030
AT_Nuclear,4,9,uniform,2030
AT_CCGT,4,9,uniform,2030
AT_OCGT,4,9,uniform,2030
AT_Battery,4,9,uniform,2030
AT_E_Demand,4,9,uniform,2030
AT_Balance,4,9,uniform,2030
AT_Solar,4,10,uniform,2030
AT_Wind_Onshore,4,10,uniform,2030
AT_Wind_Offshore,4,10,uniform,2030
AT_Coal,4,10,uniform,2030
AT_Nuclear,4,10,uniform,2030
AT_CCGT,4,10,uniform,2030
AT_OCGT,4,10,uniform,2030
AT_Battery,4,10,uniform,2030
AT_E_Demand,4,10,uniform,2030
AT_Balance,4,10,uniform,2030
