id,asset,milestone_year,investment_integer_storage_energy,capacity_storage_energy,investment_limit_storage_energy,solution
1,NL_Battery,2030,false,100.0,,0.0
2,BE_Battery,2030,false,100.0,,0.0
3,DE_Battery,2030,false,100.0,,20.092854723017954
4,FR_Battery,2030,false,100.0,,8.13697436686527
5,LU_Battery,2030,false,100.0,,3.468185453064984
6,CH_Battery,2030,false,100.0,,36.58507573033646
7,AT_Battery,2030,false,100.0,,11.521182583612575
