id,from_asset,to_asset,year,rep_period,efficiency,flow_coefficient_in_capacity_constraint,time_block_start,time_block_end,solution
1,NL_Wind_Offshore,NL_Balance,2030,1,1.0,1.0,1,3,0.0
2,NL_Wind_Offshore,NL_Balance,2030,1,1.0,1.0,4,6,0.0
3,NL_Wind_Offshore,NL_Balance,2030,1,1.0,1.0,7,9,0.0
4,NL_Wind_Offshore,NL_Balance,2030,1,1.0,1.0,10,12,0.0
5,NL_Wind_Offshore,NL_Balance,2030,1,1.0,1.0,13,15,0.0
6,NL_Wind_Offshore,NL_Balance,2030,1,1.0,1.0,16,18,0.0
7,NL_Wind_Offshore,NL_Balance,2030,1,1.0,1.0,19,21,0.0
8,NL_Wind_Offshore,NL_Balance,2030,1,1.0,1.0,22,24,0.0
9,NL_Nuclear,NL_Balance,2030,1,1.0,1.0,1,3,0.0
10,NL_Nuclear,NL_Balance,2030,1,1.0,1.0,4,6,0.0
11,NL_Nuclear,NL_Balance,2030,1,1.0,1.0,7,9,0.0
12,NL_Nuclear,NL_Balance,2030,1,1.0,1.0,10,12,0.0
13,NL_Nuclear,NL_Balance,2030,1,1.0,1.0,13,15,0.0
14,NL_Nuclear,NL_Balance,2030,1,1.0,1.0,16,18,0.0
15,NL_Nuclear,NL_Balance,2030,1,1.0,1.0,19,21,4.77026333101094e-07
16,NL_Nuclear,NL_Balance,2030,1,1.0,1.0,22,24,0.0
17,NL_CCGT,NL_Balance,2030,1,1.0,1.0,1,3,160.65
18,NL_CCGT,NL_Balance,2030,1,1.0,1.0,4,6,321.3
19,NL_CCGT,NL_Balance,2030,1,1.0,1.0,7,9,714.0
20,NL_CCGT,NL_Balance,2030,1,1.0,1.0,10,12,1166.1999999999991
21,NL_CCGT,NL_Balance,2030,1,1.0,1.0,13,15,0.0
22,NL_CCGT,NL_Balance,2030,1,1.0,1.0,16,18,0.0
23,NL_CCGT,NL_Balance,2030,1,1.0,1.0,19,21,0.0
24,NL_CCGT,NL_Balance,2030,1,1.0,1.0,22,24,0.0
25,NL_OCGT,NL_Balance,2030,1,1.0,1.0,1,3,0.0
26,NL_OCGT,NL_Balance,2030,1,1.0,1.0,4,6,0.0
