id,asset,year,rep_period,time_block_start,time_block_end,dual_balance_storage_rep_period,dual_max_storage_level_rep_period_limit,dual_min_storage_level_rep_period_limit
401,NL_Battery,2030,7,17,20,-4.3239328528331695,0.0,0.0
402,NL_Battery,2030,7,21,24,-0.6549,0.0,0.0
403,NL_Battery,2030,8,1,4,-0.062,0.0,0.0
404,NL_Battery,2030,8,5,8,-0.062,0.0,0.0
405,NL_Battery,2030,8,9,12,-0.062,0.0,0.0
406,NL_Battery,2030,8,13,16,-0.062,0.0,0.0
407,NL_Battery,2030,8,17,20,-0.062,0.0,0.0
408,NL_Battery,2030,8,21,24,-0.062,0.0,0.0
409,NL_Battery,2030,9,1,4,-0.086,-1.3877787807814457e-17,0.0
410,NL_Battery,2030,9,5,8,-0.08600000000000001,1.3877787807814457e-17,0.0
411,NL_Battery,2030,9,9,12,-0.086,0.0,0.0
412,NL_Battery,2030,9,13,16,-0.08600000000000001,-0.6751,0.0
413,NL_Battery,2030,9,17,20,-0.7611,0.0,0.0
414,NL_Battery,2030,9,21,24,-0.7611,0.0,0.0
415,NL_Battery,2030,10,1,4,-0.8142,-1.0557,0.0
416,NL_Battery,2030,10,5,8,-1.8699000000000001,-0.9382414264165837,0.0
417,NL_Battery,2030,10,9,12,-2.808141426416584,0.0,0.0
418,NL_Battery,2030,10,13,16,-1.518,-0.3519000000000001,0.0
419,NL_Battery,2030,10,17,20,-1.8699000000000001,0.0,0.0
420,NL_Battery,2030,10,21,24,-0.8142,0.0,0.0
