id,id_1,asset,year,rep_period,time_block_start,time_block_end,dual_sd_ramp_vars_flow_diff
72,72,AT_CCGT,2030,9,22,24,0.0
73,73,AT_CCGT,2030,10,1,3,0.0
74,74,AT_CCGT,2030,10,4,6,0.0
75,75,AT_CCGT,2030,10,7,9,0.0
76,76,AT_CCGT,2030,10,10,12,0.0
77,77,AT_CCGT,2030,10,13,15,0.0
78,78,AT_CCGT,2030,10,16,18,0.0
79,79,AT_CCGT,2030,10,19,21,0.0
80,80,AT_CCGT,2030,10,22,24,0.0
81,81,AT_Coal,2030,1,1,3,0.0
82,82,AT_Coal,2030,1,4,6,0.0
83,83,AT_Coal,2030,1,7,9,0.0
84,84,AT_Coal,2030,1,10,12,0.0
85,85,AT_Coal,2030,1,13,15,0.0
86,86,AT_Coal,2030,1,16,18,0.0
87,87,AT_Coal,2030,1,19,21,0.0
88,88,AT_Coal,2030,1,22,24,0.0
89,89,AT_Coal,2030,2,1,3,0.0
90,90,AT_Coal,2030,2,4,6,0.0
91,91,AT_Coal,2030,2,7,9,0.0
92,92,AT_Coal,2030,2,10,12,0.0
93,93,AT_Coal,2030,2,13,15,0.0
94,94,AT_Coal,2030,2,16,18,0.0
95,95,AT_Coal,2030,2,19,21,0.0
96,96,AT_Coal,2030,2,22,24,0.0
97,97,AT_Coal,2030,3,1,3,0.0
98,98,AT_Coal,2030,3,4,6,0.0
99,99,AT_Coal,2030,3,7,9,0.0
100,100,AT_Coal,2030,3,10,12,0.0
101,101,AT_Coal,2030,3,13,15,0.0
102,102,AT_Coal,2030,3,16,18,0.0
103,103,AT_Coal,2030,3,19,21,0.0
104,104,AT_Coal,2030,3,22,24,0.0
105,105,AT_Coal,2030,4,1,3,0.0
106,106,AT_Coal,2030,4,4,6,0.0
107,107,AT_Coal,2030,4,7,9,0.0
108,108,AT_Coal,2030,4,10,12,0.0
109,109,AT_Coal,2030,4,13,15,0.0
110,110,AT_Coal,2030,4,16,18,0.0
111,111,AT_Coal,2030,4,19,21,0.0
112,112,AT_Coal,2030,4,22,24,0.0
113,113,AT_Coal,2030,5,1,3,0.0
114,114,AT_Coal,2030,5,4,6,0.0
115,115,AT_Coal,2030,5,7,9,0.0
116,116,AT_Coal,2030,5,10,12,0.0
117,117,AT_Coal,2030,5,13,15,0.0
118,118,AT_Coal,2030,5,16,18,0.0
119,119,AT_Coal,2030,5,19,21,0.0
120,120,AT_Coal,2030,5,22,24,0.0
121,121,AT_Coal,2030,6,1,3,0.0
122,122,AT_Coal,2030,6,4,6,0.0
123,123,AT_Coal,2030,6,7,9,0.0
124,124,AT_Coal,2030,6,10,12,0.0
125,125,AT_Coal,2030,6,13,15,0.0
126,126,AT_Coal,2030,6,16,18,0.0
127,127,AT_Coal,2030,6,19,21,0.0
128,128,AT_Coal,2030,6,22,24,0.0
129,129,AT_Coal,2030,7,1,3,0.0
130,130,AT_Coal,2030,7,4,6,0.0
131,131,AT_Coal,2030,7,7,9,0.0
132,132,AT_Coal,2030,7,10,12,0.0
133,133,AT_Coal,2030,7,13,15,0.0
134,134,AT_Coal,2030,7,16,18,0.0
135,135,AT_Coal,2030,7,19,21,0.0
136,136,AT_Coal,2030,7,22,24,0.0
137,137,AT_Coal,2030,8,1,3,0.0
138,138,AT_Coal,2030,8,4,6,0.0
139,139,AT_Coal,2030,8,7,9,0.0
140,140,AT_Coal,2030,8,10,12,0.0
141,141,AT_Coal,2030,8,13,15,0.0
142,142,AT_Coal,2030,8,16,18,0.0
143,143,AT_Coal,2030,8,19,21,0.0
144,144,AT_Coal,2030,8,22,24,0.0
145,145,AT_Coal,2030,9,1,3,0.0
146,146,AT_Coal,2030,9,4,6,0.0
147,147,AT_Coal,2030,9,7,9,0.0
148,148,AT_Coal,2030,9,10,12,0.0
149,149,AT_Coal,2030,9,13,15,0.0
150,150,AT_Coal,2030,9,16,18,0.0
151,151,AT_Coal,2030,9,19,21,0.0
152,152,AT_Coal,2030,9,22,24,0.0
153,153,AT_Coal,2030,10,1,3,0.0
154,154,AT_Coal,2030,10,4,6,0.0
155,155,AT_Coal,2030,10,7,9,0.0
156,156,AT_Coal,2030,10,10,12,0.0
157,157,AT_Coal,2030,10,13,15,0.0
158,158,AT_Coal,2030,10,16,18,0.0
159,159,AT_Coal,2030,10,19,21,0.0
160,160,AT_Coal,2030,10,22,24,0.0
161,161,AT_Nuclear,2030,1,1,3,0.0
162,162,AT_Nuclear,2030,1,4,6,0.0
163,163,AT_Nuclear,2030,1,7,9,0.0
164,164,AT_Nuclear,2030,1,10,12,0.0
165,165,AT_Nuclear,2030,1,13,15,0.0
166,166,AT_Nuclear,2030,1,16,18,0.0
167,167,AT_Nuclear,2030,1,19,21,0.0
168,168,AT_Nuclear,2030,1,22,24,0.0
169,169,AT_Nuclear,2030,2,1,3,0.0
170,170,AT_Nuclear,2030,2,4,6,0.0
171,171,AT_Nuclear,2030,2,7,9,0.0
172,172,AT_Nuclear,2030,2,10,12,0.0
173,173,AT_Nuclear,2030,2,13,15,0.0
174,174,AT_Nuclear,2030,2,16,18,0.0
175,175,AT_Nuclear,2030,2,19,21,0.0
176,176,AT_Nuclear,2030,2,22,24,0.0
177,177,AT_Nuclear,2030,3,1,3,0.0
178,178,AT_Nuclear,2030,3,4,6,0.0
179,179,AT_Nuclear,2030,3,7,9,0.0
180,180,AT_Nuclear,2030,3,10,12,0.0
181,181,AT_Nuclear,2030,3,13,15,0.0
182,182,AT_Nuclear,2030,3,16,18,0.0
183,183,AT_Nuclear,2030,3,19,21,0.0
184,184,AT_Nuclear,2030,3,22,24,0.0
185,185,AT_Nuclear,2030,4,1,3,0.0
186,186,AT_Nuclear,2030,4,4,6,0.0
187,187,AT_Nuclear,2030,4,7,9,0.0
188,188,AT_Nuclear,2030,4,10,12,0.0
189,189,AT_Nuclear,2030,4,13,15,0.0
190,190,AT_Nuclear,2030,4,16,18,0.0
191,191,AT_Nuclear,2030,4,19,21,0.0
192,192,AT_Nuclear,2030,4,22,24,0.0
193,193,AT_Nuclear,2030,5,1,3,0.0
194,194,AT_Nuclear,2030,5,4,6,0.0
195,195,AT_Nuclear,2030,5,7,9,0.0
196,196,AT_Nuclear,2030,5,10,12,0.0
197,197,AT_Nuclear,2030,5,13,15,0.0
198,198,AT_Nuclear,2030,5,16,18,0.0
199,199,AT_Nuclear,2030,5,19,21,0.0
200,200,AT_Nuclear,2030,5,22,24,0.0
201,201,AT_Nuclear,2030,6,1,3,0.0
202,202,AT_Nuclear,2030,6,4,6,0.0
203,203,AT_Nuclear,2030,6,7,9,0.0
204,204,AT_Nuclear,2030,6,10,12,0.0
205,205,AT_Nuclear,2030,6,13,15,0.0
206,206,AT_Nuclear,2030,6,16,18,0.0
207,207,AT_Nuclear,2030,6,19,21,0.0
208,208,AT_Nuclear,2030,6,22,24,0.0
209,209,AT_Nuclear,2030,7,1,3,0.0
210,210,AT_Nuclear,2030,7,4,6,0.0
211,211,AT_Nuclear,2030,7,7,9,0.0
212,212,AT_Nuclear,2030,7,10,12,0.0
213,213,AT_Nuclear,2030,7,13,15,0.0
214,214,AT_Nuclear,2030,7,16,18,0.0
215,215,AT_Nuclear,2030,7,19,21,0.0
216,216,AT_Nuclear,2030,7,22,24,0.0
217,217,AT_Nuclear,2030,8,1,3,0.0
218,218,AT_Nuclear,2030,8,4,6,0.0
219,219,AT_Nuclear,2030,8,7,9,0.0
220,220,AT_Nuclear,2030,8,10,12,0.0
221,221,AT_Nuclear,2030,8,13,15,0.0
222,222,AT_Nuclear,2030,8,16,18,0.0
223,223,AT_Nuclear,2030,8,19,21,0.0
224,224,AT_Nuclear,2030,8,22,24,0.0
225,225,AT_Nuclear,2030,9,1,3,0.0
226,226,AT_Nuclear,2030,9,4,6,0.0
227,227,AT_Nuclear,2030,9,7,9,0.0
228,228,AT_Nuclear,2030,9,10,12,0.0
229,229,AT_Nuclear,2030,9,13,15,0.0
230,230,AT_Nuclear,2030,9,16,18,0.0
231,231,AT_Nuclear,2030,9,19,21,0.0
232,232,AT_Nuclear,2030,9,22,24,0.0
233,233,AT_Nuclear,2030,10,1,3,0.0
234,234,AT_Nuclear,2030,10,4,6,0.0
235,235,AT_Nuclear,2030,10,7,9,0.0
236,236,AT_Nuclear,2030,10,10,12,0.0
237,237,AT_Nuclear,2030,10,13,15,0.0
238,238,AT_Nuclear,2030,10,16,18,0.0
239,239,AT_Nuclear,2030,10,19,21,0.0
240,240,AT_Nuclear,2030,10,22,24,0.0
241,241,AT_OCGT,2030,1,1,3,0.0
242,242,AT_OCGT,2030,1,4,6,0.0
243,243,AT_OCGT,2030,1,7,9,0.0
244,244,AT_OCGT,2030,1,10,12,0.0
245,245,AT_OCGT,2030,1,13,15,0.0
246,246,AT_OCGT,2030,1,16,18,0.0
247,247,AT_OCGT,2030,1,19,21,0.0
248,248,AT_OCGT,2030,1,22,24,0.0
249,249,AT_OCGT,2030,2,1,3,0.0
250,250,AT_OCGT,2030,2,4,6,0.0
251,251,AT_OCGT,2030,2,7,9,0.0
252,252,AT_OCGT,2030,2,10,12,0.0
253,253,AT_OCGT,2030,2,13,15,0.0
254,254,AT_OCGT,2030,2,16,18,0.0
255,255,AT_OCGT,2030,2,19,21,0.0
256,256,AT_OCGT,2030,2,22,24,0.0
257,257,AT_OCGT,2030,3,1,3,0.0
258,258,AT_OCGT,2030,3,4,6,0.0
259,259,AT_OCGT,2030,3,7,9,0.0
260,260,AT_OCGT,2030,3,10,12,0.0
261,261,AT_OCGT,2030,3,13,15,0.0
262,262,AT_OCGT,2030,3,16,18,0.0
263,263,AT_OCGT,2030,3,19,21,0.0
264,264,AT_OCGT,2030,3,22,24,0.0
265,265,AT_OCGT,2030,4,1,3,0.0
266,266,AT_OCGT,2030,4,4,6,0.0
267,267,AT_OCGT,2030,4,7,9,0.0
268,268,AT_OCGT,2030,4,10,12,0.0
269,269,AT_OCGT,2030,4,13,15,0.0
270,270,AT_OCGT,2030,4,16,18,0.0
271,271,AT_OCGT,2030,4,19,21,0.0
272,272,AT_OCGT,2030,4,22,24,0.0
273,273,AT_OCGT,2030,5,1,3,0.0
274,274,AT_OCGT,2030,5,4,6,0.0
275,275,AT_OCGT,2030,5,7,9,0.0
276,276,AT_OCGT,2030,5,10,12,0.0
277,277,AT_OCGT,2030,5,13,15,0.0
278,278,AT_OCGT,2030,5,16,18,0.0
279,279,AT_OCGT,2030,5,19,21,0.0
280,280,AT_OCGT,2030,5,22,24,0.0
281,281,AT_OCGT,2030,6,1,3,0.0
282,282,AT_OCGT,2030,6,4,6,0.0
283,283,AT_OCGT,2030,6,7,9,0.0
284,284,AT_OCGT,2030,6,10,12,0.0
285,285,AT_OCGT,2030,6,13,15,0.0
286,286,AT_OCGT,2030,6,16,18,0.0
287,287,AT_OCGT,2030,6,19,21,0.0
288,288,AT_OCGT,2030,6,22,24,0.0
289,289,AT_OCGT,2030,7,1,3,0.0
290,290,AT_OCGT,2030,7,4,6,0.0
291,291,AT_OCGT,2030,7,7,9,0.0
292,292,AT_OCGT,2030,7,10,12,0.0
293,293,AT_OCGT,2030,7,13,15,0.0
294,294,AT_OCGT,2030,7,16,18,0.0
295,295,AT_OCGT,2030,7,19,21,0.0
296,296,AT_OCGT,2030,7,22,24,0.0
297,297,AT_OCGT,2030,8,1,3,0.0
298,298,AT_OCGT,2030,8,4,6,0.0
299,299,AT_OCGT,2030,8,7,9,0.0
300,300,AT_OCGT,2030,8,10,12,0.0
301,301,AT_OCGT,2030,8,13,15,0.0
302,302,AT_OCGT,2030,8,16,18,0.0
303,303,AT_OCGT,2030,8,19,21,0.0
304,304,AT_OCGT,2030,8,22,24,0.0
305,305,AT_OCGT,2030,9,1,3,0.0
306,306,AT_OCGT,2030,9,4,6,0.0
307,307,AT_OCGT,2030,9,7,9,0.0
308,308,AT_OCGT,2030,9,10,12,0.0
309,309,AT_OCGT,2030,9,13,15,0.0
310,310,AT_OCGT,2030,9,16,18,0.0
311,311,AT_OCGT,2030,9,19,21,0.0
312,312,AT_OCGT,2030,9,22,24,0.0
313,313,AT_OCGT,2030,10,1,3,0.0
314,314,AT_OCGT,2030,10,4,6,0.0
315,315,AT_OCGT,2030,10,7,9,0.0
316,316,AT_OCGT,2030,10,10,12,0.0
317,317,AT_OCGT,2030,10,13,15,0.0
318,318,AT_OCGT,2030,10,16,18,0.0
319,319,AT_OCGT,2030,10,19,21,0.0
320,320,AT_OCGT,2030,10,22,24,0.0
321,321,BE_CCGT,2030,1,1,3,0.0
322,322,BE_CCGT,2030,1,4,6,0.0
323,323,BE_CCGT,2030,1,7,9,0.0
324,324,BE_CCGT,2030,1,10,12,0.0
325,325,BE_CCGT,2030,1,13,15,0.0
326,326,BE_CCGT,2030,1,16,18,0.0
327,327,BE_CCGT,2030,1,19,21,0.0
328,328,BE_CCGT,2030,1,22,24,0.0
329,329,BE_CCGT,2030,2,1,3,0.0
330,330,BE_CCGT,2030,2,4,6,0.0
331,331,BE_CCGT,2030,2,7,9,0.0
332,332,BE_CCGT,2030,2,10,12,0.0
333,333,BE_CCGT,2030,2,13,15,0.0
334,334,BE_CCGT,2030,2,16,18,0.0
335,335,BE_CCGT,2030,2,19,21,0.0
336,336,BE_CCGT,2030,2,22,24,0.0
337,337,BE_CCGT,2030,3,1,3,0.0
338,338,BE_CCGT,2030,3,4,6,0.0
339,339,BE_CCGT,2030,3,7,9,0.0
340,340,BE_CCGT,2030,3,10,12,0.0
341,341,BE_CCGT,2030,3,13,15,0.0
342,342,BE_CCGT,2030,3,16,18,0.0
343,343,BE_CCGT,2030,3,19,21,0.0
344,344,BE_CCGT,2030,3,22,24,0.0
345,345,BE_CCGT,2030,4,1,3,0.0
346,346,BE_CCGT,2030,4,4,6,0.0
347,347,BE_CCGT,2030,4,7,9,0.0
348,348,BE_CCGT,2030,4,10,12,0.0
349,349,BE_CCGT,2030,4,13,15,0.0
350,350,BE_CCGT,2030,4,16,18,0.0
351,351,BE_CCGT,2030,4,19,21,0.0
352,352,BE_CCGT,2030,4,22,24,0.0
353,353,BE_CCGT,2030,5,1,3,0.0
354,354,BE_CCGT,2030,5,4,6,0.0
355,355,BE_CCGT,2030,5,7,9,0.0
356,356,BE_CCGT,2030,5,10,12,0.0
357,357,BE_CCGT,2030,5,13,15,0.0
358,358,BE_CCGT,2030,5,16,18,0.0
359,359,BE_CCGT,2030,5,19,21,0.0
360,360,BE_CCGT,2030,5,22,24,0.0
361,361,BE_CCGT,2030,6,1,3,0.0
362,362,BE_CCGT,2030,6,4,6,0.0
363,363,BE_CCGT,2030,6,7,9,0.0
364,364,BE_CCGT,2030,6,10,12,0.0
365,365,BE_CCGT,2030,6,13,15,0.0
366,366,BE_CCGT,2030,6,16,18,0.0
367,367,BE_CCGT,2030,6,19,21,0.0
368,368,BE_CCGT,2030,6,22,24,0.0
369,369,BE_CCGT,2030,7,1,3,0.0
370,370,BE_CCGT,2030,7,4,6,0.0
371,371,BE_CCGT,2030,7,7,9,0.0
372,372,BE_CCGT,2030,7,10,12,0.0
373,373,BE_CCGT,2030,7,13,15,0.0
374,374,BE_CCGT,2030,7,16,18,0.0
375,375,BE_CCGT,2030,7,19,21,0.0
376,376,BE_CCGT,2030,7,22,24,0.0
377,377,BE_CCGT,2030,8,1,3,0.0
378,378,BE_CCGT,2030,8,4,6,0.0
379,379,BE_CCGT,2030,8,7,9,0.0
380,380,BE_CCGT,2030,8,10,12,0.0
381,381,BE_CCGT,2030,8,13,15,0.0
382,382,BE_CCGT,2030,8,16,18,0.0
383,383,BE_CCGT,2030,8,19,21,0.0
384,384,BE_CCGT,2030,8,22,24,0.0
385,385,BE_CCGT,2030,9,1,3,0.0
386,386,BE_CCGT,2030,9,4,6,0.0
387,387,BE_CCGT,2030,9,7,9,0.0
388,388,BE_CCGT,2030,9,10,12,0.0
389,389,BE_CCGT,2030,9,13,15,0.0
390,390,BE_CCGT,2030,9,16,18,0.0
391,391,BE_CCGT,2030,9,19,21,0.0
392,392,BE_CCGT,2030,9,22,24,0.0
393,393,BE_CCGT,2030,10,1,3,0.0
394,394,BE_CCGT,2030,10,4,6,0.0
395,395,BE_CCGT,2030,10,7,9,0.0
396,396,BE_CCGT,2030,10,10,12,0.0
397,397,BE_CCGT,2030,10,13,15,0.0
398,398,BE_CCGT,2030,10,16,18,0.0
399,399,BE_CCGT,2030,10,19,21,0.0
400,400,BE_CCGT,2030,10,22,24,0.0
401,401,BE_Coal,2030,1,1,3,0.0
402,402,BE_Coal,2030,1,4,6,0.0
403,403,BE_Coal,2030,1,7,9,0.0
404,404,BE_Coal,2030,1,10,12,0.0
405,405,BE_Coal,2030,1,13,15,0.0
406,406,BE_Coal,2030,1,16,18,0.0
407,407,BE_Coal,2030,1,19,21,0.0
408,408,BE_Coal,2030,1,22,24,0.0
409,409,BE_Coal,2030,2,1,3,0.0
410,410,BE_Coal,2030,2,4,6,0.0
411,411,BE_Coal,2030,2,7,9,0.0
412,412,BE_Coal,2030,2,10,12,0.0
413,413,BE_Coal,2030,2,13,15,0.0
414,414,BE_Coal,2030,2,16,18,0.0
415,415,BE_Coal,2030,2,19,21,0.0
416,416,BE_Coal,2030,2,22,24,0.0
417,417,BE_Coal,2030,3,1,3,0.0
418,418,BE_Coal,2030,3,4,6,0.0
419,419,BE_Coal,2030,3,7,9,0.0
420,420,BE_Coal,2030,3,10,12,0.0
421,421,BE_Coal,2030,3,13,15,0.0
422,422,BE_Coal,2030,3,16,18,0.0
423,423,BE_Coal,2030,3,19,21,0.0
424,424,BE_Coal,2030,3,22,24,0.0
425,425,BE_Coal,2030,4,1,3,0.0
426,426,BE_Coal,2030,4,4,6,0.0
427,427,BE_Coal,2030,4,7,9,0.0
428,428,BE_Coal,2030,4,10,12,0.0
429,429,BE_Coal,2030,4,13,15,0.0
430,430,BE_Coal,2030,4,16,18,0.0
431,431,BE_Coal,2030,4,19,21,0.0
432,432,BE_Coal,2030,4,22,24,0.0
433,433,BE_Coal,2030,5,1,3,0.0
434,434,BE_Coal,2030,5,4,6,0.0
435,435,BE_Coal,2030,5,7,9,0.0
436,436,BE_Coal,2030,5,10,12,0.0
437,437,BE_Coal,2030,5,13,15,0.0
438,438,BE_Coal,2030,5,16,18,0.0
439,439,BE_Coal,2030,5,19,21,0.0
440,440,BE_Coal,2030,5,22,24,0.0
441,441,BE_Coal,2030,6,1,3,0.0
442,442,BE_Coal,2030,6,4,6,0.0
443,443,BE_Coal,2030,6,7,9,0.0
444,444,BE_Coal,2030,6,10,12,0.0
445,445,BE_Coal,2030,6,13,15,0.0
446,446,BE_Coal,2030,6,16,18,0.0
447,447,BE_Coal,2030,6,19,21,0.0
448,448,BE_Coal,2030,6,22,24,0.0
449,449,BE_Coal,2030,7,1,3,0.0
450,450,BE_Coal,2030,7,4,6,0.0
451,451,BE_Coal,2030,7,7,9,0.0
452,452,BE_Coal,2030,7,10,12,0.0
453,453,BE_Coal,2030,7,13,15,0.0
454,454,BE_Coal,2030,7,16,18,0.0
455,455,BE_Coal,2030,7,19,21,0.0
456,456,BE_Coal,2030,7,22,24,0.0
457,457,BE_Coal,2030,8,1,3,0.0
458,458,BE_Coal,2030,8,4,6,0.0
459,459,BE_Coal,2030,8,7,9,0.0
460,460,BE_Coal,2030,8,10,12,0.0
461,461,BE_Coal,2030,8,13,15,0.0
462,462,BE_Coal,2030,8,16,18,0.0
463,463,BE_Coal,2030,8,19,21,0.0
464,464,BE_Coal,2030,8,22,24,0.0
465,465,BE_Coal,2030,9,1,3,0.0
466,466,BE_Coal,2030,9,4,6,0.0
467,467,BE_Coal,2030,9,7,9,0.0
468,468,BE_Coal,2030,9,10,12,0.0
469,469,BE_Coal,2030,9,13,15,0.0
470,470,BE_Coal,2030,9,16,18,0.0
471,471,BE_Coal,2030,9,19,21,0.0
472,472,BE_Coal,2030,9,22,24,0.0
473,473,BE_Coal,2030,10,1,3,0.0
474,474,BE_Coal,2030,10,4,6,0.0
475,475,BE_Coal,2030,10,7,9,0.0
476,476,BE_Coal,2030,10,10,12,0.0
477,477,BE_Coal,2030,10,13,15,0.0
478,478,BE_Coal,2030,10,16,18,0.0
479,479,BE_Coal,2030,10,19,21,0.0
480,480,BE_Coal,2030,10,22,24,0.0
481,481,BE_Nuclear,2030,1,1,3,0.0
482,482,BE_Nuclear,2030,1,4,6,0.0
483,483,BE_Nuclear,2030,1,7,9,0.0
484,484,BE_Nuclear,2030,1,10,12,0.0
485,485,BE_Nuclear,2030,1,13,15,0.0
486,486,BE_Nuclear,2030,1,16,18,0.0
487,487,BE_Nuclear,2030,1,19,21,0.0
488,488,BE_Nuclear,2030,1,22,24,0.0
489,489,BE_Nuclear,2030,2,1,3,0.0
490,490,BE_Nuclear,2030,2,4,6,0.0
491,491,BE_Nuclear,2030,2,7,9,0.0
492,492,BE_Nuclear,2030,2,10,12,0.0
493,493,BE_Nuclear,2030,2,13,15,0.0
494,494,BE_Nuclear,2030,2,16,18,0.0
495,495,BE_Nuclear,2030,2,19,21,0.0
496,496,BE_Nuclear,2030,2,22,24,0.0
497,497,BE_Nuclear,2030,3,1,3,0.0
498,498,BE_Nuclear,2030,3,4,6,0.0
499,499,BE_Nuclear,2030,3,7,9,0.0
500,500,BE_Nuclear,2030,3,10,12,0.0
501,501,BE_Nuclear,2030,3,13,15,0.0
502,502,BE_Nuclear,2030,3,16,18,0.0
503,503,BE_Nuclear,2030,3,19,21,0.0
504,504,BE_Nuclear,2030,3,22,24,0.0
505,505,BE_Nuclear,2030,4,1,3,0.0
506,506,BE_Nuclear,2030,4,4,6,0.0
507,507,BE_Nuclear,2030,4,7,9,0.0
508,508,BE_Nuclear,2030,4,10,12,0.0
509,509,BE_Nuclear,2030,4,13,15,0.0
510,510,BE_Nuclear,2030,4,16,18,0.0
511,511,BE_Nuclear,2030,4,19,21,0.0
512,512,BE_Nuclear,2030,4,22,24,0.0
513,513,BE_Nuclear,2030,5,1,3,0.0
514,514,BE_Nuclear,2030,5,4,6,0.0
515,515,BE_Nuclear,2030,5,7,9,0.0
516,516,BE_Nuclear,2030,5,10,12,0.0
517,517,BE_Nuclear,2030,5,13,15,0.0
518,518,BE_Nuclear,2030,5,16,18,0.0
519,519,BE_Nuclear,2030,5,19,21,0.0
520,520,BE_Nuclear,2030,5,22,24,0.0
521,521,BE_Nuclear,2030,6,1,3,0.0
522,522,BE_Nuclear,2030,6,4,6,0.0
523,523,BE_Nuclear,2030,6,7,9,0.0
524,524,BE_Nuclear,2030,6,10,12,0.0
525,525,BE_Nuclear,2030,6,13,15,0.0
526,526,BE_Nuclear,2030,6,16,18,0.0
527,527,BE_Nuclear,2030,6,19,21,0.0
528,528,BE_Nuclear,2030,6,22,24,0.0
529,529,BE_Nuclear,2030,7,1,3,0.0
530,530,BE_Nuclear,2030,7,4,6,0.0
531,531,BE_Nuclear,2030,7,7,9,0.0
532,532,BE_Nuclear,2030,7,10,12,0.0
533,533,BE_Nuclear,2030,7,13,15,0.0
534,534,BE_Nuclear,2030,7,16,18,0.0
535,535,BE_Nuclear,2030,7,19,21,0.0
536,536,BE_Nuclear,2030,7,22,24,0.0
537,537,BE_Nuclear,2030,8,1,3,0.0
538,538,BE_Nuclear,2030,8,4,6,0.0
539,539,BE_Nuclear,2030,8,7,9,0.0
540,540,BE_Nuclear,2030,8,10,12,0.0
541,541,BE_Nuclear,2030,8,13,15,0.0
542,542,BE_Nuclear,2030,8,16,18,0.0
543,543,BE_Nuclear,2030,8,19,21,0.0
544,544,BE_Nuclear,2030,8,22,24,0.0
545,545,BE_Nuclear,2030,9,1,3,0.0
546,546,BE_Nuclear,2030,9,4,6,0.0
547,547,BE_Nuclear,2030,9,7,9,0.0
548,548,BE_Nuclear,2030,9,10,12,0.0
549,549,BE_Nuclear,2030,9,13,15,0.0
550,550,BE_Nuclear,2030,9,16,18,0.0
551,551,BE_Nuclear,2030,9,19,21,0.0
552,552,BE_Nuclear,2030,9,22,24,0.0
553,553,BE_Nuclear,2030,10,1,3,0.0
554,554,BE_Nuclear,2030,10,4,6,0.0
555,555,BE_Nuclear,2030,10,7,9,0.0
556,556,BE_Nuclear,2030,10,10,12,0.0
