id,asset,year,rep_period,time_block_start,time_block_end,dual_balance_hub
238,CH_Balance,2030,10,16,18,4.554
239,CH_Balance,2030,10,19,21,7.037999999999999
240,CH_Balance,2030,10,22,24,4.554
241,DE_Balance,2030,1,1,3,2.8143000000000002
242,DE_Balance,2030,1,4,6,2.8143000000000002
243,DE_Balance,2030,1,7,9,5.247
244,DE_Balance,2030,1,10,12,5.247
245,DE_Balance,2030,1,13,15,2.8143000000000002
246,DE_Balance,2030,1,16,18,2.8143000000000002
247,DE_Balance,2030,1,19,21,5.247
248,DE_Balance,2030,1,22,24,2.8143000000000002
249,DE_Balance,2030,2,1,3,0.198
250,DE_Balance,2030,2,4,6,1.7523
251,DE_Balance,2030,2,7,9,1.7523
252,DE_Balance,2030,2,10,12,1.7523
253,DE_Balance,2030,2,13,15,1.7523
254,DE_Balance,2030,2,16,18,1.7523
255,DE_Balance,2030,2,19,21,1.7523
256,DE_Balance,2030,2,22,24,1.7523
257,DE_Balance,2030,3,1,3,0.17400000000000002
258,DE_Balance,2030,3,4,6,0.17400000000000002
259,DE_Balance,2030,3,7,9,0.17400000000000002
260,DE_Balance,2030,3,10,12,2.871
261,DE_Balance,2030,3,13,15,1.5399
262,DE_Balance,2030,3,16,18,1.5399
263,DE_Balance,2030,3,19,21,1.5399
264,DE_Balance,2030,3,22,24,0.17400000000000002
265,DE_Balance,2030,4,1,3,1.2213
266,DE_Balance,2030,4,4,6,1.2213
267,DE_Balance,2030,4,7,9,1.2213
268,DE_Balance,2030,4,10,12,1.2213
269,DE_Balance,2030,4,13,15,1.2213
270,DE_Balance,2030,4,16,18,1.2213
271,DE_Balance,2030,4,19,21,1.2213
272,DE_Balance,2030,4,22,24,1.2213
273,DE_Balance,2030,5,1,3,0.312
274,DE_Balance,2030,5,4,6,0.312
275,DE_Balance,2030,5,7,9,0.312
276,DE_Balance,2030,5,10,12,0.312
277,DE_Balance,2030,5,13,15,0.312
278,DE_Balance,2030,5,16,18,0.312
279,DE_Balance,2030,5,19,21,0.312
280,DE_Balance,2030,5,22,24,0.312
281,DE_Balance,2030,6,1,3,0.9558
282,DE_Balance,2030,6,4,6,0.9558
283,DE_Balance,2030,6,7,9,0.9558
284,DE_Balance,2030,6,10,12,0.9558
285,DE_Balance,2030,6,13,15,0.9558
286,DE_Balance,2030,6,16,18,0.9558
287,DE_Balance,2030,6,19,21,0.9558
288,DE_Balance,2030,6,22,24,0.9558
289,DE_Balance,2030,7,1,3,1.9647000000000001
290,DE_Balance,2030,7,4,6,3.6630000000000003
291,DE_Balance,2030,7,7,9,5.661
292,DE_Balance,2030,7,10,12,3.6630000000000003
293,DE_Balance,2030,7,13,15,3.6630000000000003
294,DE_Balance,2030,7,16,18,5.661
295,DE_Balance,2030,7,19,21,5.661
296,DE_Balance,2030,7,22,24,3.6630000000000003
297,DE_Balance,2030,8,1,3,0.186
298,DE_Balance,2030,8,4,6,0.186
299,DE_Balance,2030,8,7,9,0.186
300,DE_Balance,2030,8,10,12,0.186
301,DE_Balance,2030,8,13,15,0.186
302,DE_Balance,2030,8,16,18,0.186
303,DE_Balance,2030,8,19,21,1.6461000000000001
304,DE_Balance,2030,8,22,24,0.186
305,DE_Balance,2030,9,1,3,0.258
306,DE_Balance,2030,9,4,6,0.258
307,DE_Balance,2030,9,7,9,2.2833
308,DE_Balance,2030,9,10,12,0.258
309,DE_Balance,2030,9,13,15,0.258
310,DE_Balance,2030,9,16,18,0.258
311,DE_Balance,2030,9,19,21,2.2833
312,DE_Balance,2030,9,22,24,2.2833
313,DE_Balance,2030,10,1,3,4.554
314,DE_Balance,2030,10,4,6,4.554
315,DE_Balance,2030,10,7,9,7.037999999999999
316,DE_Balance,2030,10,10,12,4.554
317,DE_Balance,2030,10,13,15,4.554
318,DE_Balance,2030,10,16,18,7.037999999999999
319,DE_Balance,2030,10,19,21,7.037999999999999
320,DE_Balance,2030,10,22,24,4.554
321,FR_Balance,2030,1,1,3,2.8143000000000002
322,FR_Balance,2030,1,4,6,2.8143000000000002
323,FR_Balance,2030,1,7,9,5.247
324,FR_Balance,2030,1,10,12,8.109
325,FR_Balance,2030,1,13,15,5.247
326,FR_Balance,2030,1,16,18,2.8143000000000002
327,FR_Balance,2030,1,19,21,5.247
328,FR_Balance,2030,1,22,24,5.247
329,FR_Balance,2030,2,1,3,0.198
330,FR_Balance,2030,2,4,6,0.198
331,FR_Balance,2030,2,7,9,0.198
332,FR_Balance,2030,2,10,12,0.198
333,FR_Balance,2030,2,13,15,0.198
334,FR_Balance,2030,2,16,18,0.198
335,FR_Balance,2030,2,19,21,1.7523
336,FR_Balance,2030,2,22,24,1.7523
337,FR_Balance,2030,3,1,3,0.17400000000000002
338,FR_Balance,2030,3,4,6,0.17400000000000002
339,FR_Balance,2030,3,7,9,0.17400000000000002
340,FR_Balance,2030,3,10,12,0.17400000000000002
341,FR_Balance,2030,3,13,15,0.17400000000000002
342,FR_Balance,2030,3,16,18,1.5399
343,FR_Balance,2030,3,19,21,0.17400000000000002
344,FR_Balance,2030,3,22,24,1.5399
345,FR_Balance,2030,4,1,3,0.138
346,FR_Balance,2030,4,4,6,0.138
347,FR_Balance,2030,4,7,9,0.138
348,FR_Balance,2030,4,10,12,0.138
349,FR_Balance,2030,4,13,15,0.138
350,FR_Balance,2030,4,16,18,0.138
351,FR_Balance,2030,4,19,21,0.138
352,FR_Balance,2030,4,22,24,1.2213
353,FR_Balance,2030,5,1,3,0.312
354,FR_Balance,2030,5,4,6,0.312
355,FR_Balance,2030,5,7,9,0.312
356,FR_Balance,2030,5,10,12,0.312
357,FR_Balance,2030,5,13,15,0.312
358,FR_Balance,2030,5,16,18,0.312
359,FR_Balance,2030,5,19,21,0.312
360,FR_Balance,2030,5,22,24,0.312
361,FR_Balance,2030,6,1,3,0.108
362,FR_Balance,2030,6,4,6,0.108
363,FR_Balance,2030,6,7,9,0.9558
364,FR_Balance,2030,6,10,12,0.9558
365,FR_Balance,2030,6,13,15,0.108
366,FR_Balance,2030,6,16,18,0.108
367,FR_Balance,2030,6,19,21,0.108
368,FR_Balance,2030,6,22,24,0.9558
369,FR_Balance,2030,7,1,3,1.9647000000000001
370,FR_Balance,2030,7,4,6,3.6630000000000003
371,FR_Balance,2030,7,7,9,5.661
372,FR_Balance,2030,7,10,12,30.485562822665337
373,FR_Balance,2030,7,13,15,3.6630000000000003
374,FR_Balance,2030,7,16,18,5.661
375,FR_Balance,2030,7,19,21,5.661
376,FR_Balance,2030,7,22,24,5.661
377,FR_Balance,2030,8,1,3,0.186
378,FR_Balance,2030,8,4,6,0.186
379,FR_Balance,2030,8,7,9,0.186
380,FR_Balance,2030,8,10,12,0.186
381,FR_Balance,2030,8,13,15,0.186
382,FR_Balance,2030,8,16,18,0.186
383,FR_Balance,2030,8,19,21,0.186
384,FR_Balance,2030,8,22,24,0.186
385,FR_Balance,2030,9,1,3,0.258
386,FR_Balance,2030,9,4,6,0.258
387,FR_Balance,2030,9,7,9,2.2833
388,FR_Balance,2030,9,10,12,0.258
389,FR_Balance,2030,9,13,15,0.258
390,FR_Balance,2030,9,16,18,0.258
391,FR_Balance,2030,9,19,21,2.2833
392,FR_Balance,2030,9,22,24,2.2833
393,FR_Balance,2030,10,1,3,2.4426
394,FR_Balance,2030,10,4,6,2.4426
395,FR_Balance,2030,10,7,9,4.554
396,FR_Balance,2030,10,10,12,4.554
397,FR_Balance,2030,10,13,15,2.4426
398,FR_Balance,2030,10,16,18,4.554
399,FR_Balance,2030,10,19,21,4.554
400,FR_Balance,2030,10,22,24,4.554
401,LU_Balance,2030,1,1,3,2.8143000000000002
402,LU_Balance,2030,1,4,6,2.8143000000000002
403,LU_Balance,2030,1,7,9,5.247
404,LU_Balance,2030,1,10,12,5.247
405,LU_Balance,2030,1,13,15,2.8143000000000002
406,LU_Balance,2030,1,16,18,2.8143000000000002
407,LU_Balance,2030,1,19,21,5.247
