id,asset,year,rep_period,time_block_start,time_block_end,dual_balance_consumer
148,CH_E_Demand,2030,5,13,16,3.6816
149,CH_E_Demand,2030,5,17,20,3.6816
150,CH_E_Demand,2030,5,21,24,3.6816
151,CH_E_Demand,2030,6,1,4,1.2744
152,CH_E_Demand,2030,6,5,8,1.2744
153,CH_E_Demand,2030,6,9,12,1.2744
154,CH_E_Demand,2030,6,13,16,1.2744
155,CH_E_Demand,2030,6,17,20,1.2744
156,CH_E_Demand,2030,6,21,24,1.2744
157,CH_E_Demand,2030,7,1,4,2.6196
158,CH_E_Demand,2030,7,5,8,7.547999999999999
159,CH_E_Demand,2030,7,9,12,2.6196
160,CH_E_Demand,2030,7,13,16,2.6196
161,CH_E_Demand,2030,7,17,20,7.547999999999999
162,CH_E_Demand,2030,7,21,24,4.884
163,CH_E_Demand,2030,8,1,4,2.1948
164,CH_E_Demand,2030,8,5,8,2.1948
165,CH_E_Demand,2030,8,9,12,0.248
166,CH_E_Demand,2030,8,13,16,0.248
167,CH_E_Demand,2030,8,17,20,2.1948
168,CH_E_Demand,2030,8,21,24,2.1948
169,CH_E_Demand,2030,9,1,4,3.0444
170,CH_E_Demand,2030,9,5,8,3.0444
171,CH_E_Demand,2030,9,9,12,3.0444
172,CH_E_Demand,2030,9,13,16,0.34400000000000003
173,CH_E_Demand,2030,9,17,20,3.0444
174,CH_E_Demand,2030,9,21,24,3.0444
175,CH_E_Demand,2030,10,1,4,3.2568
176,CH_E_Demand,2030,10,5,8,6.072
177,CH_E_Demand,2030,10,9,12,6.072
178,CH_E_Demand,2030,10,13,16,3.2568
179,CH_E_Demand,2030,10,17,20,9.383999999999999
180,CH_E_Demand,2030,10,21,24,6.072
181,DE_E_Demand,2030,1,1,4,3.7524
182,DE_E_Demand,2030,1,5,8,6.996
183,DE_E_Demand,2030,1,9,12,6.996
184,DE_E_Demand,2030,1,13,16,3.7524
185,DE_E_Demand,2030,1,17,20,6.996
186,DE_E_Demand,2030,1,21,24,3.7524
187,DE_E_Demand,2030,2,1,4,2.3364000000000003
188,DE_E_Demand,2030,2,5,8,2.3364000000000003
189,DE_E_Demand,2030,2,9,12,2.3364000000000003
190,DE_E_Demand,2030,2,13,16,2.3364000000000003
191,DE_E_Demand,2030,2,17,20,2.3364000000000003
192,DE_E_Demand,2030,2,21,24,2.3364000000000003
193,DE_E_Demand,2030,3,1,4,0.232
194,DE_E_Demand,2030,3,5,8,0.232
195,DE_E_Demand,2030,3,9,12,0.232
196,DE_E_Demand,2030,3,13,16,2.0532
197,DE_E_Demand,2030,3,17,20,2.0532
198,DE_E_Demand,2030,3,21,24,0.232
199,DE_E_Demand,2030,4,1,4,1.6284
200,DE_E_Demand,2030,4,5,8,1.6284
201,DE_E_Demand,2030,4,9,12,1.6284
202,DE_E_Demand,2030,4,13,16,1.6284
203,DE_E_Demand,2030,4,17,20,1.6284
204,DE_E_Demand,2030,4,21,24,1.6284
205,DE_E_Demand,2030,5,1,4,0.41600000000000004
206,DE_E_Demand,2030,5,5,8,0.41600000000000004
207,DE_E_Demand,2030,5,9,12,0.41600000000000004
208,DE_E_Demand,2030,5,13,16,0.41600000000000004
209,DE_E_Demand,2030,5,17,20,0.41600000000000004
210,DE_E_Demand,2030,5,21,24,0.41600000000000004
211,DE_E_Demand,2030,6,1,4,1.2744
212,DE_E_Demand,2030,6,5,8,1.2744
213,DE_E_Demand,2030,6,9,12,1.2744
214,DE_E_Demand,2030,6,13,16,1.2744
215,DE_E_Demand,2030,6,17,20,1.2744
216,DE_E_Demand,2030,6,21,24,1.2744
217,DE_E_Demand,2030,7,1,4,2.6196
218,DE_E_Demand,2030,7,5,8,7.547999999999999
219,DE_E_Demand,2030,7,9,12,4.884
220,DE_E_Demand,2030,7,13,16,4.884
221,DE_E_Demand,2030,7,17,20,40.703628528331684
222,DE_E_Demand,2030,7,21,24,4.884
223,DE_E_Demand,2030,8,1,4,0.248
224,DE_E_Demand,2030,8,5,8,0.248
225,DE_E_Demand,2030,8,9,12,0.248
226,DE_E_Demand,2030,8,13,16,0.248
227,DE_E_Demand,2030,8,17,20,2.1948
228,DE_E_Demand,2030,8,21,24,0.248
229,DE_E_Demand,2030,9,1,4,0.34400000000000003
230,DE_E_Demand,2030,9,5,8,0.34400000000000003
231,DE_E_Demand,2030,9,9,12,0.34400000000000003
232,DE_E_Demand,2030,9,13,16,0.34400000000000003
233,DE_E_Demand,2030,9,17,20,3.0444
234,DE_E_Demand,2030,9,21,24,3.0444
235,DE_E_Demand,2030,10,1,4,3.2568
236,DE_E_Demand,2030,10,5,8,6.072
237,DE_E_Demand,2030,10,9,12,6.072
238,DE_E_Demand,2030,10,13,16,6.072
239,DE_E_Demand,2030,10,17,20,9.383999999999999
240,DE_E_Demand,2030,10,21,24,6.072
241,FR_E_Demand,2030,1,1,4,3.7524
242,FR_E_Demand,2030,1,5,8,6.996
243,FR_E_Demand,2030,1,9,12,10.812
244,FR_E_Demand,2030,1,13,16,3.7524
245,FR_E_Demand,2030,1,17,20,6.996
246,FR_E_Demand,2030,1,21,24,6.996
247,FR_E_Demand,2030,2,1,4,0.264
248,FR_E_Demand,2030,2,5,8,0.264
249,FR_E_Demand,2030,2,9,12,0.264
250,FR_E_Demand,2030,2,13,16,0.264
251,FR_E_Demand,2030,2,17,20,0.264
252,FR_E_Demand,2030,2,21,24,2.3364000000000003
253,FR_E_Demand,2030,3,1,4,0.232
254,FR_E_Demand,2030,3,5,8,0.232
255,FR_E_Demand,2030,3,9,12,0.232
256,FR_E_Demand,2030,3,13,16,2.0532
257,FR_E_Demand,2030,3,17,20,2.0532
258,FR_E_Demand,2030,3,21,24,2.0532
259,FR_E_Demand,2030,4,1,4,0.184
260,FR_E_Demand,2030,4,5,8,0.184
261,FR_E_Demand,2030,4,9,12,0.184
262,FR_E_Demand,2030,4,13,16,0.184
263,FR_E_Demand,2030,4,17,20,0.184
264,FR_E_Demand,2030,4,21,24,1.6284
265,FR_E_Demand,2030,5,1,4,0.41600000000000004
266,FR_E_Demand,2030,5,5,8,0.41600000000000004
267,FR_E_Demand,2030,5,9,12,0.41600000000000004
268,FR_E_Demand,2030,5,13,16,0.41600000000000004
269,FR_E_Demand,2030,5,17,20,0.41600000000000004
270,FR_E_Demand,2030,5,21,24,0.41600000000000004
271,FR_E_Demand,2030,6,1,4,0.14400000000000002
272,FR_E_Demand,2030,6,5,8,0.14400000000000002
273,FR_E_Demand,2030,6,9,12,1.2744
274,FR_E_Demand,2030,6,13,16,0.14400000000000002
275,FR_E_Demand,2030,6,17,20,0.14400000000000002
276,FR_E_Demand,2030,6,21,24,1.2744
277,FR_E_Demand,2030,7,1,4,2.6196
278,FR_E_Demand,2030,7,5,8,7.547999999999999
279,FR_E_Demand,2030,7,9,12,7.547999999999999
280,FR_E_Demand,2030,7,13,16,4.884
