id,from_asset,to_asset,year,rep_period,time_block_start,time_block_end,var_flow_id,dual_max_transport_flow_limit_simple_method,dual_min_transport_flow_limit_simple_method
1,NL_Balance,BE_Balance,2030,1,1,4,325,0.0,0.0
2,NL_Balance,BE_Balance,2030,1,5,8,326,0.0,0.0
3,NL_Balance,BE_Balance,2030,1,9,12,327,0.0,0.0
4,NL_Balance,BE_Balance,2030,1,13,16,328,0.0,13.888399999999999
5,NL_Balance,BE_Balance,2030,1,17,20,329,0.0,0.0
6,NL_Balance,BE_Balance,2030,1,21,24,330,0.0,0.0
7,NL_Balance,DE_Balance,2030,1,1,4,331,0.0,-0.0
8,NL_Balance,DE_Balance,2030,1,5,8,332,0.0,0.0
9,NL_Balance,DE_Balance,2030,1,9,12,333,0.0,-0.0
10,NL_Balance,DE_Balance,2030,1,13,16,334,0.0,13.888399999999999
11,NL_Balance,DE_Balance,2030,1,17,20,335,0.0,0.0
12,NL_Balance,DE_Balance,2030,1,21,24,336,0.0,0.0
13,BE_Balance,LU_Balance,2030,1,1,4,337,0.0,0.0
14,BE_Balance,LU_Balance,2030,1,5,8,338,0.0,0.0
15,BE_Balance,LU_Balance,2030,1,9,12,339,0.0,-0.0
16,BE_Balance,LU_Balance,2030,1,13,16,340,0.0,-0.0
17,BE_Balance,LU_Balance,2030,1,17,20,341,0.0,0.0
18,BE_Balance,LU_Balance,2030,1,21,24,342,0.0,0.0
19,BE_Balance,DE_Balance,2030,1,1,4,343,0.0,-0.0
20,BE_Balance,DE_Balance,2030,1,5,8,344,0.0,0.0
21,BE_Balance,DE_Balance,2030,1,9,12,345,0.0,0.0
22,BE_Balance,DE_Balance,2030,1,13,16,346,0.0,0.0
23,BE_Balance,DE_Balance,2030,1,17,20,347,0.0,-0.0
24,BE_Balance,DE_Balance,2030,1,21,24,348,0.0,-0.0
25,BE_Balance,FR_Balance,2030,1,1,4,349,0.0,0.0
26,BE_Balance,FR_Balance,2030,1,5,8,350,0.0,0.0
27,BE_Balance,FR_Balance,2030,1,9,12,351,-3.815999999999999,0.0
28,BE_Balance,FR_Balance,2030,1,13,16,352,0.0,0.0
29,BE_Balance,FR_Balance,2030,1,17,20,353,0.0,0.0
30,BE_Balance,FR_Balance,2030,1,21,24,354,-3.2436000000000003,0.0
31,DE_Balance,CH_Balance,2030,1,1,4,355,0.0,0.0
32,DE_Balance,CH_Balance,2030,1,5,8,356,0.0,0.0
33,DE_Balance,CH_Balance,2030,1,9,12,357,0.0,3.2436000000000003
34,DE_Balance,CH_Balance,2030,1,13,16,358,0.0,0.0
35,DE_Balance,CH_Balance,2030,1,17,20,359,0.0,-0.0
